MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
30,RL,50.0,9340,2,0,Reg,Lvl,AllPub,Inside,2,Edwards,Norm,Norm,1Fam,1Story,4,6,old,old,Hip,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,4,4,2,3,344,1,0,328,672,GasA,3,Y,SBrkr,672,0,0,672,1,0,1,0,2,1,3,4,7,0,1,Attchd,old,1,1,234,4,4,1,0,113,0,0,0,0,1,0,NA,0,8,new,WD,Normal,113000
80,RL,0.0,10246,2,0,IR1,Lvl,AllPub,CulDSac,2,Sawyer,Norm,Norm,1Fam,SLvl,4,9,old,new,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,CBlock,4,5,4,6,648,1,0,0,648,GasA,5,Y,SBrkr,960,0,0,960,1,1,0,0,0,1,3,3,7,0,1,Attchd,old,1,1,364,4,4,3,88,0,0,0,0,0,1,0,NA,0,5,new,WD,Normal,145000
85,RL,69.0,10205,2,0,IR1,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,SFoyer,5,5,old,old,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,4,4,4,4,784,1,0,141,925,GasA,3,Y,SBrkr,999,0,0,999,1,0,1,0,3,1,3,6,7,0,1,Attchd,old,1,1,300,4,4,3,150,72,0,0,0,0,1,0,NA,0,5,new,WD,Normal,134500
20,RL,99.0,7094,2,0,IR1,Lvl,AllPub,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,5,old,old,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,CBlock,4,4,2,3,180,2,374,340,894,GasA,3,Y,SBrkr,894,0,0,894,0,0,1,0,3,1,3,5,7,0,1,Detchd,old,2,1,384,4,4,3,0,0,0,0,0,0,1,3,NA,0,5,new,WD,Normal,125000
90,RM,68.0,8930,2,0,Reg,Lvl,AllPub,Inside,2,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,old,old,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,Slab,1,1,1,0,0,0,0,0,0,GasA,3,Y,SBrkr,1318,584,0,1902,0,0,2,0,4,2,3,8,7,0,1,Attchd,old,1,2,539,4,4,3,0,0,0,0,0,0,1,0,NA,0,4,new,WD,Normal,112000
20,FV,72.0,8640,2,0,Reg,Lvl,AllPub,Inside,2,Somerst,Norm,Norm,1Fam,1Story,8,5,new,new,Gable,CompShg,CemntBd,CmentBd,Stone,72.0,3,3,PConc,5,4,3,6,936,1,0,364,1300,GasA,5,Y,SBrkr,1314,0,0,1314,1,0,2,0,3,1,4,6,7,0,1,Attchd,new,2,2,552,4,4,3,135,112,0,0,0,0,1,0,NA,0,9,new,New,Partial,229456
50,RM,52.0,6240,2,0,Reg,Lvl,AllPub,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,old,old,Gable,CompShg,AsbShng,AsbShng,None,0.0,2,3,Slab,1,1,1,0,0,0,0,0,0,GasA,4,N,SBrkr,672,240,0,912,0,0,1,0,2,1,3,3,7,0,1,NA,old,0,0,0,1,1,1,0,0,0,0,0,0,1,0,NA,0,7,new,WD,Normal,80500
160,RM,21.0,1680,2,0,Reg,Lvl,AllPub,Inside,2,BrDale,Norm,Norm,Twnhs,2Story,6,5,old,old,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,2,3,CBlock,4,4,2,1,0,1,0,672,672,GasA,3,Y,SBrkr,672,546,0,1218,0,0,1,1,3,1,3,7,7,0,1,NA,old,0,0,0,1,1,1,201,0,0,0,0,0,1,0,NA,0,4,new,WD,Abnorml,91500
20,RL,66.0,7800,2,0,IR1,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,old,old,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,4,4,2,3,312,2,600,0,912,GasA,3,Y,SBrkr,912,0,0,912,0,0,1,0,2,1,3,5,7,0,1,Attchd,old,1,1,288,4,4,3,0,0,0,0,0,0,1,0,NA,0,11,new,WD,Abnorml,115000
20,RL,55.0,8250,2,0,Reg,Lvl,AllPub,Inside,2,Sawyer,Feedr,Norm,1Fam,1Story,5,5,old,old,Hip,CompShg,HdBoard,HdBoard,None,0.0,2,3,CBlock,4,4,2,4,250,2,492,210,952,GasA,5,Y,SBrkr,1211,0,0,1211,0,0,1,0,3,1,3,5,7,1,4,Attchd,old,1,1,322,4,4,3,0,63,0,0,0,0,1,0,NA,0,8,new,WD,Normal,134000
50,RL,78.0,10496,2,0,Reg,Lvl,AllPub,Inside,2,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,old,old,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,2,3,CBlock,4,4,3,3,196,1,0,844,1040,GasA,5,Y,SBrkr,1168,678,0,1846,0,0,2,0,3,1,3,7,7,1,5,Attchd,old,1,1,315,4,4,3,0,0,0,0,0,0,1,2,NA,0,1,new,WD,Normal,143000
20,RL,89.0,10680,2,0,Reg,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,3,old,old,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44.0,2,3,CBlock,4,3,2,2,756,1,0,1380,2136,GasA,3,N,FuseA,2136,0,0,2136,0,0,2,0,4,1,3,7,4,0,1,Detchd,old,1,2,528,4,4,3,0,30,0,0,0,0,1,3,NA,0,10,new,WD,Normal,137900
60,RL,60.0,15384,2,0,IR1,Lvl,AllPub,Inside,2,Gilbert,RRAn,Norm,1Fam,2Story,7,5,new,new,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5,4,4,6,724,1,0,64,788,GasA,5,Y,SBrkr,788,702,0,1490,1,0,2,1,3,1,4,8,7,1,5,Attchd,new,3,2,388,4,4,3,100,75,0,0,0,0,1,0,NA,0,2,new,WD,Normal,184000
80,RL,65.0,10482,2,0,Reg,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,SLvl,6,8,old,old,Hip,CompShg,VinylSd,VinylSd,BrkFace,63.0,2,4,CBlock,4,4,4,6,507,1,0,81,588,GasA,5,Y,SBrkr,1138,0,0,1138,0,1,1,0,3,1,3,6,7,0,1,Attchd,old,2,1,264,4,4,3,224,0,0,0,0,0,1,1,NA,0,6,new,WD,Normal,145000
60,RL,86.0,14598,2,0,IR1,Lvl,AllPub,CulDSac,2,Somerst,Feedr,Norm,1Fam,2Story,6,5,new,new,Gable,CompShg,VinylSd,VinylSd,Stone,74.0,3,3,PConc,5,4,3,1,0,1,0,894,894,GasA,5,Y,SBrkr,894,1039,0,1933,0,0,2,1,4,1,4,9,7,1,5,BuiltIn,new,3,3,668,4,4,3,100,18,0,0,0,0,1,0,NA,0,1,new,WD,Normal,214000
20,RL,72.0,8872,2,0,Reg,Lvl,AllPub,Corner,2,NAmes,Norm,Norm,1Fam,1Story,5,8,old,new,Gable,CompShg,VinylSd,VinylSd,BrkFace,300.0,2,3,CBlock,4,4,2,5,595,1,0,317,912,GasA,5,Y,SBrkr,912,0,0,912,1,0,1,0,2,1,4,5,7,0,1,Detchd,mid,1,2,576,4,4,3,0,240,0,0,0,0,1,0,NA,0,12,new,WD,Normal,147000
120,RL,65.0,8769,2,0,Reg,Lvl,AllPub,Corner,2,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,new,new,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,4,3,PConc,6,4,2,6,1540,1,0,162,1702,GasA,5,Y,SBrkr,1702,0,0,1702,1,0,1,1,1,1,5,7,7,1,5,Attchd,new,3,3,1052,4,4,3,0,72,0,0,224,0,1,0,NA,0,10,new,New,Partial,367294
80,RL,70.0,7910,2,0,Reg,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,SLvl,5,5,old,old,Hip,CompShg,BrkFace,HdBoard,None,0.0,2,3,CBlock,4,4,2,5,666,1,0,409,1075,GasA,4,Y,SBrkr,1507,0,0,1507,0,0,2,0,4,1,3,7,3,0,1,Basment,old,1,1,404,4,4,3,0,0,0,0,0,0,1,2,NA,0,8,new,WD,Normal,127000
90,RL,0.0,18890,2,0,IR1,Lvl,AllPub,Inside,2,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,old,old,Shed,CompShg,Plywood,Plywood,None,1.0,2,3,CBlock,5,4,2,6,498,3,211,652,1361,GasA,5,Y,SBrkr,1361,1259,0,2620,0,0,2,2,4,2,3,12,7,1,4,BuiltIn,old,2,2,600,4,4,1,155,24,145,0,0,0,1,0,Gar2,8300,8,new,WD,Normal,190000
90,RL,70.0,7728,2,0,Reg,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,Duplex,SLvl,5,6,old,old,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,2,3,CBlock,4,4,4,5,803,1,0,303,1106,GasA,3,Y,SBrkr,1190,0,0,1190,1,0,1,0,3,1,3,6,7,0,1,Attchd,old,1,2,540,4,4,3,0,18,0,0,0,0,1,2,NA,0,5,new,WD,Normal,132500
90,RL,70.0,9842,2,0,Reg,Lvl,AllPub,FR2,2,NAmes,Norm,Norm,Duplex,1Story,4,5,old,old,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,3,Slab,1,1,1,0,0,0,0,0,0,GasA,3,Y,SBrkr,1224,0,0,1224,0,0,2,0,2,2,3,6,7,0,1,CarPort,old,1,2,462,4,4,3,0,0,0,0,0,0,1,0,NA,0,3,new,WD,Normal,101800
20,RL,0.0,12160,2,0,IR1,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,old,old,Hip,CompShg,Plywood,Plywood,BrkFace,180.0,2,3,CBlock,4,4,2,3,1000,1,0,188,1188,GasA,2,Y,SBrkr,1188,0,0,1188,1,0,1,0,3,1,3,6,7,0,1,Attchd,old,2,2,531,4,4,3,0,0,0,0,0,0,1,3,NA,0,5,new,COD,Abnorml,142000
70,RH,55.0,8525,2,0,Reg,Bnk,AllPub,Inside,2,SWISU,Norm,Norm,1Fam,2Story,5,6,old,old,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,PConc,4,4,4,1,0,1,0,940,940,GasA,3,N,FuseA,1024,940,0,1964,0,0,1,1,4,1,3,7,7,0,1,NA,old,0,0,0,1,1,1,0,192,0,0,0,0,1,0,NA,0,11,new,WD,Abnorml,130000
70,RL,96.0,13132,2,0,Reg,Lvl,AllPub,Inside,2,Crawfor,Norm,Norm,1Fam,2Story,5,5,old,old,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,BrkTil,5,4,3,1,0,1,0,747,747,GasA,4,Y,FuseF,892,892,0,1784,0,0,1,1,4,1,3,9,7,0,1,Detchd,old,1,1,180,3,3,1,203,40,0,0,0,0,1,0,NA,0,7,new,WD,Normal,138887
160,RL,36.0,2628,2,0,Reg,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,Twnhs,2Story,7,5,new,new,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,3,3,PConc,5,4,2,1,0,1,0,764,764,GasA,5,Y,SBrkr,764,862,0,1626,0,0,2,1,2,1,4,6,7,0,1,BuiltIn,new,2,2,474,4,4,3,0,27,0,0,0,0,1,0,NA,0,6,new,WD,Normal,175500
60,RL,41.0,12393,2,0,IR2,Lvl,AllPub,FR2,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,new,new,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5,4,2,1,0,1,0,847,847,GasA,5,Y,SBrkr,847,1101,0,1948,0,0,2,1,4,1,4,8,7,1,5,BuiltIn,new,3,2,434,4,4,3,100,48,0,0,0,0,1,0,NA,0,9,new,WD,Normal,195000
20,RL,63.0,13072,2,0,Reg,Lvl,AllPub,Inside,2,SawyerW,RRAe,Norm,1Fam,1Story,6,5,new,new,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5,4,2,1,0,1,0,1141,1141,GasA,5,Y,SBrkr,1141,0,0,1141,0,0,1,1,3,1,3,6,7,0,1,Detchd,new,1,2,484,4,4,3,0,0,0,0,0,0,1,0,NA,0,3,new,WD,Abnorml,142500
20,RL,64.0,9037,2,0,IR1,HLS,AllPub,Inside,2,Timber,Norm,Norm,1Fam,1Story,8,5,new,new,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,3,3,PConc,5,4,4,6,428,1,0,1048,1476,GasA,5,Y,SBrkr,1484,0,0,1484,0,0,2,0,2,1,5,6,7,1,5,Attchd,new,2,2,472,4,4,3,120,33,0,0,0,0,1,0,NA,0,12,new,WD,Normal,265900
60,RL,65.0,8158,2,0,Reg,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,new,new,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,3,3,PConc,5,4,2,6,550,1,0,334,884,GasA,5,Y,SBrkr,884,884,0,1768,1,0,2,1,3,1,4,8,7,0,1,Attchd,new,2,2,543,4,4,3,0,63,0,0,0,0,1,0,NA,0,7,new,WD,Normal,224900
20,RL,83.0,9849,2,0,Reg,Lvl,AllPub,Inside,2,Somerst,Norm,Norm,1Fam,1Story,7,6,new,new,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,3,3,PConc,5,4,4,1,0,1,0,1689,1689,GasA,5,Y,SBrkr,1689,0,0,1689,0,0,2,0,3,1,4,7,7,0,1,Attchd,new,2,3,954,4,4,3,0,56,0,0,0,0,1,0,NA,0,6,new,New,Partial,248328
85,RL,85.0,10625,2,0,Reg,Lvl,AllPub,Inside,2,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,old,old,Gable,CompShg,Plywood,Plywood,BrkFace,81.0,2,3,CBlock,5,4,5,6,885,2,168,0,1053,GasA,3,Y,SBrkr,1173,0,0,1173,1,0,2,0,3,1,4,6,7,2,4,Attchd,old,2,2,528,4,4,3,0,120,0,0,0,0,1,3,NA,0,1,new,WD,Family,170000
20,RL,107.0,13891,2,0,Reg,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,10,5,new,new,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,6,5,5,6,1386,1,0,690,2076,GasA,5,Y,SBrkr,2076,0,0,2076,1,0,2,1,2,1,5,7,7,1,5,Attchd,new,3,3,850,4,4,3,216,229,0,0,0,0,1,0,NA,0,9,new,New,Partial,465000
70,RL,0.0,11435,2,0,IR1,HLS,AllPub,Corner,1,Crawfor,Norm,Norm,1Fam,2Story,8,7,old,old,Gable,CompShg,BrkFace,Stucco,None,0.0,2,3,PConc,5,4,2,1,0,1,0,792,792,GasA,2,Y,SBrkr,792,725,0,1517,0,0,1,0,3,1,4,7,7,2,5,Detchd,old,1,2,400,4,4,3,0,0,0,0,0,0,1,0,NA,0,6,new,WD,Normal,230000
80,RL,78.0,12090,2,0,Reg,Lvl,AllPub,Inside,2,NWAmes,Norm,Norm,1Fam,SLvl,6,7,mid,new,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,2,3,CBlock,5,4,2,1,0,1,0,585,585,GasA,5,Y,SBrkr,1140,728,0,1868,0,0,3,1,3,1,3,7,7,1,4,BuiltIn,mid,3,2,477,4,4,3,268,112,0,0,147,0,1,0,NA,0,1,new,WD,Abnorml,178000
60,FV,65.0,8125,2,0,Reg,Lvl,AllPub,Inside,2,Somerst,Norm,Norm,1Fam,2Story,7,5,new,new,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5,4,2,1,0,1,0,756,756,GasA,5,Y,SBrkr,756,797,0,1553,0,0,2,1,3,1,4,6,7,0,1,Attchd,new,2,2,615,4,4,3,0,45,0,0,0,0,1,0,NA,0,3,new,New,Partial,186500
80,RL,0.0,12328,2,0,IR1,Lvl,AllPub,Inside,2,Mitchel,Norm,Norm,1Fam,SLvl,6,5,old,old,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,2,3,CBlock,4,4,4,6,539,1,0,473,1012,GasA,3,Y,SBrkr,1034,0,0,1034,1,0,1,0,3,1,3,6,7,0,1,Attchd,old,1,3,888,4,4,3,0,0,0,0,0,0,1,0,NA,0,5,new,WD,Normal,169900
75,RM,60.0,9600,2,1,Reg,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,old,old,Gable,CompShg,AsbShng,AsbShng,None,0.0,2,3,BrkTil,5,4,2,3,319,1,0,416,735,OthW,2,N,SBrkr,1134,924,0,2058,0,0,1,1,3,1,3,8,7,1,5,Detchd,old,1,2,396,3,3,2,0,0,259,0,0,0,1,0,NA,0,4,new,WD,Normal,129500
20,RL,60.0,7200,2,0,Reg,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,7,old,old,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,4,4,2,4,534,3,96,246,876,GasA,3,Y,SBrkr,988,0,0,988,0,0,1,0,3,1,3,6,7,0,1,Attchd,old,1,1,276,4,4,3,0,80,0,0,0,0,1,0,NA,0,5,new,WD,Normal,119000
20,RL,93.0,11160,2,0,Reg,Lvl,AllPub,Corner,2,NAmes,Norm,Norm,1Fam,1Story,7,5,old,old,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,4,4,2,5,1065,1,0,1045,2110,GasA,5,Y,SBrkr,2110,0,0,2110,1,0,2,1,3,1,5,8,7,2,4,Attchd,old,3,2,522,4,4,3,0,0,0,0,0,0,1,0,NA,0,4,new,WD,Normal,244000
120,RL,0.0,3136,2,0,IR1,Lvl,AllPub,Corner,2,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,new,new,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,3,3,PConc,5,4,2,1,0,1,0,1405,1405,GasA,5,Y,SBrkr,1405,0,0,1405,0,0,2,0,2,1,4,6,7,1,5,Attchd,new,2,2,478,4,4,3,148,36,0,0,0,0,1,0,NA,0,3,new,WD,Normal,171750
20,RL,62.0,9858,2,0,Reg,Lvl,AllPub,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,5,6,old,old,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,3,CBlock,4,4,2,4,510,1,0,354,864,GasA,3,Y,SBrkr,874,0,0,874,1,0,1,0,3,1,3,5,7,0,1,Attchd,old,2,1,288,4,4,3,33,0,0,0,0,0,1,2,Shed,600,11,new,WD,Normal,130000
60,RL,0.0,17542,2,0,IR1,Lvl,AllPub,Inside,2,Veenker,Norm,Norm,1Fam,2Story,7,7,old,new,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,4,4,5,2,125,5,1031,36,1192,GasA,3,Y,SBrkr,1516,651,0,2167,1,0,2,1,3,1,4,9,7,2,5,Attchd,old,2,2,518,4,4,3,220,47,0,0,0,0,1,3,NA,0,7,new,WD,Normal,294000
60,RL,60.0,6931,2,0,Reg,Lvl,AllPub,Inside,2,Edwards,Norm,Norm,1Fam,2Story,7,5,new,new,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,3,3,PConc,5,4,2,1,0,1,0,746,746,GasA,5,Y,SBrkr,760,896,0,1656,0,0,2,1,3,1,4,7,7,1,5,BuiltIn,new,3,2,397,4,4,3,178,128,0,0,0,0,1,0,NA,0,7,new,WD,Normal,165400
50,RM,52.0,6240,2,0,Reg,Lvl,AllPub,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,old,old,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,BrkTil,4,3,2,2,425,1,0,459,884,GasA,3,Y,FuseA,959,408,0,1367,0,0,1,0,3,1,3,6,7,1,5,Detchd,old,1,1,560,4,4,3,0,0,0,0,120,0,1,0,NA,0,11,new,WD,Normal,127500
20,RL,91.0,14303,2,0,IR1,Lvl,AllPub,Corner,2,NoRidge,Norm,Norm,1Fam,1Story,8,5,mid,mid,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,3,3,PConc,5,4,5,6,1314,1,0,672,1986,GasA,5,Y,SBrkr,1987,0,0,1987,1,0,2,0,2,1,4,7,7,1,4,Attchd,mid,3,2,691,4,4,3,262,36,0,0,0,0,1,0,NA,0,8,new,WD,Normal,301500
30,RL,56.0,4060,2,0,Reg,Lvl,AllPub,Corner,2,Edwards,Feedr,Norm,1Fam,1Story,5,8,old,old,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,PConc,3,4,2,1,0,1,0,864,864,GasA,5,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,3,4,7,0,1,NA,old,0,0,0,1,1,3,0,96,0,0,0,0,1,0,NA,0,7,new,WD,Normal,99900
80,RL,59.0,9587,2,0,IR1,Lvl,AllPub,Inside,2,Gilbert,Norm,Norm,1Fam,SLvl,7,5,new,new,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,3,3,PConc,5,4,5,6,655,1,0,201,856,GasA,5,Y,SBrkr,1166,0,0,1166,1,0,2,0,2,1,4,5,7,0,1,Attchd,new,3,2,400,4,4,3,212,0,0,0,0,0,1,0,NA,0,7,new,WD,Normal,190000
20,RL,65.0,9750,2,0,Reg,Lvl,AllPub,FR2,2,NAmes,Norm,Norm,1Fam,1Story,6,8,old,old,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,3,CBlock,5,4,2,5,602,2,438,14,1054,GasA,4,Y,SBrkr,1054,0,0,1054,1,0,1,1,3,1,3,6,7,0,1,Attchd,old,1,2,460,4,4,3,180,0,0,0,80,0,1,0,NA,0,7,new,WD,Normal,151000
60,RL,0.0,24682,2,0,IR3,Lvl,AllPub,CulDSac,2,Gilbert,RRAn,Norm,1Fam,2Story,6,5,mid,mid,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,5,4,2,1,0,1,0,841,841,GasA,5,Y,SBrkr,892,783,0,1675,0,0,2,1,3,1,3,7,7,1,4,BuiltIn,mid,3,2,502,4,4,3,0,103,0,0,0,0,1,0,NA,0,6,new,WD,Normal,181000
20,RL,80.0,9600,2,0,Reg,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,6,old,old,Hip,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,4,4,2,3,504,1,0,546,1050,GasA,4,Y,SBrkr,1050,0,0,1050,0,0,1,0,2,1,3,5,7,0,1,Attchd,old,1,1,338,4,4,3,0,0,0,0,0,0,1,0,NA,0,6,new,WD,Normal,128900
50,RL,0.0,11250,2,0,Reg,Lvl,AllPub,Inside,2,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,old,mid,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,4,4,4,1,0,1,0,1104,1104,GasA,5,Y,FuseA,1104,684,0,1788,1,0,1,0,5,1,3,8,5,2,4,Attchd,old,1,1,304,4,4,3,120,0,0,0,0,0,1,0,NA,0,11,new,WD,Normal,161500
70,RL,60.0,13515,2,2,Reg,Lvl,AllPub,Inside,2,BrkSide,Norm,Norm,1Fam,2Story,6,6,old,old,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,PConc,4,4,2,1,0,1,0,764,764,GasA,5,Y,FuseA,1060,764,0,1824,0,0,1,0,3,1,3,8,7,1,5,Detchd,old,1,2,520,4,4,1,0,0,126,0,0,0,1,4,NA,0,7,new,WD,Normal,180500
120,RH,34.0,4060,2,0,Reg,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,TwnhsE,1Story,6,5,mid,mid,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,5,4,2,6,266,1,0,1139,1405,GasA,5,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,4,5,7,0,1,Attchd,mid,3,2,511,4,4,3,144,68,0,0,0,0,1,0,NA,0,8,new,COD,Abnorml,181000
160,FV,35.0,3735,2,0,Reg,Lvl,AllPub,FR3,2,Somerst,Norm,Norm,TwnhsE,2Story,7,5,mid,mid,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,3,3,PConc,5,4,2,6,450,1,0,241,691,GasA,5,Y,SBrkr,713,739,0,1452,1,0,2,1,3,1,4,6,7,0,1,Detchd,mid,1,2,506,4,4,3,0,34,0,0,0,0,1,0,NA,0,3,new,WD,Normal,183900
190,RM,60.0,10120,2,0,IR1,Bnk,AllPub,Inside,2,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,old,old,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,3,CBlock,4,4,2,1,0,1,0,925,925,GasA,3,N,FuseF,964,925,0,1889,0,0,1,1,4,2,3,9,7,1,5,Detchd,old,1,1,308,4,4,1,0,0,264,0,0,0,1,3,NA,0,1,new,WD,Normal,122000
20,RL,89.0,13214,2,0,IR1,HLS,AllPub,Inside,2,Timber,Norm,Norm,1Fam,1Story,9,5,new,new,Hip,CompShg,Stucco,CmentBd,None,0.0,4,3,PConc,6,4,5,1,0,1,0,2002,2002,GasA,5,Y,SBrkr,2018,0,0,2018,0,0,2,0,3,1,5,10,7,1,5,Attchd,new,3,3,746,4,4,3,144,76,0,0,0,0,1,0,NA,0,5,new,WD,Normal,378500
50,RL,0.0,14100,2,0,IR1,Lvl,AllPub,Inside,1,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,old,mid,Gable,CompShg,Stucco,Stucco,BrkFace,632.0,2,4,CBlock,4,4,3,3,192,1,0,536,728,GasA,5,Y,SBrkr,1968,1479,0,3447,0,0,3,1,4,1,4,11,7,2,5,BuiltIn,mid,1,3,1014,4,4,3,314,12,0,0,0,0,1,2,NA,0,5,new,WD,Normal,381000
50,RL,78.0,11344,2,0,Reg,Lvl,AllPub,Inside,2,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,old,old,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,2,3,CBlock,4,4,2,4,460,1,0,414,874,GasW,3,Y,FuseA,874,650,0,1524,0,0,1,1,3,1,3,7,7,0,1,Attchd,old,1,1,315,4,4,3,0,0,0,0,0,0,1,2,NA,0,7,new,WD,Normal,144000
40,RL,0.0,23595,2,0,Reg,Low,AllPub,Inside,0,ClearCr,Norm,Norm,1Fam,1Story,7,6,mid,mid,Shed,WdShake,Plywood,Plywood,None,0.0,3,3,PConc,5,4,5,6,1258,1,0,74,1332,GasA,3,Y,SBrkr,1332,192,0,1524,2,0,0,1,0,1,4,4,7,1,4,Attchd,mid,3,2,586,4,4,3,268,0,0,0,0,0,1,0,NA,0,4,new,WD,Normal,260000
