,BusinessTravel,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
596,Travel_Rarely,1258,1,4,1,826,4,Female,40,4,1,3,2506,13301,3,No,13,3,3,80,0,7,0,3,2,2,2,2
597,Travel_Rarely,932,1,2,1,827,4,Female,43,2,2,4,6062,4051,9,Yes,13,3,4,80,1,8,4,3,4,3,0,2
598,Travel_Rarely,890,2,4,1,828,3,Male,46,3,1,3,4382,16374,6,No,17,3,4,80,0,5,3,2,2,2,2,1
599,Travel_Rarely,1041,13,3,1,829,3,Male,36,3,1,2,2143,25527,4,No,13,3,2,80,1,8,2,3,5,2,0,4
600,Travel_Rarely,859,4,3,1,830,3,Female,98,2,2,3,6162,19124,1,No,12,3,3,80,1,14,3,3,14,13,6,8
601,Travel_Frequently,720,16,4,1,832,1,Male,51,2,2,3,5094,11983,6,No,14,3,4,80,0,10,6,3,1,0,0,0
602,Travel_Rarely,946,2,3,1,833,3,Female,52,2,2,4,6877,20234,5,Yes,24,4,2,80,0,12,4,2,0,0,0,0
603,Travel_Rarely,252,2,3,1,834,2,Female,95,2,1,3,2274,6153,1,No,14,3,4,80,0,1,3,3,1,0,0,0
604,Travel_Rarely,933,29,3,1,836,2,Male,98,3,2,2,4434,11806,1,No,13,3,4,80,1,10,3,2,9,8,7,8
605,Travel_Frequently,471,12,3,1,837,1,Male,45,2,2,1,6288,4284,2,No,15,3,3,80,1,13,3,2,4,3,1,2
606,Travel_Frequently,702,16,4,1,838,3,Female,100,2,1,4,2553,8306,1,No,16,3,3,80,0,6,3,3,5,2,1,3
607,Travel_Rarely,1184,11,3,1,840,3,Female,43,3,3,4,7654,5860,1,No,18,3,1,80,2,9,3,4,9,8,7,7
608,Travel_Rarely,436,2,1,1,842,3,Male,37,3,2,4,5160,21519,4,No,16,3,3,80,0,12,3,2,9,7,7,3
609,Travel_Rarely,589,14,2,1,843,2,Male,94,3,4,1,17159,5200,6,No,24,4,3,80,1,22,3,3,4,1,1,0
610,Travel_Rarely,269,5,1,1,844,3,Male,42,2,3,4,12808,8842,1,Yes,16,3,2,80,1,9,3,3,9,8,0,8
611,Travel_Rarely,950,7,3,1,845,3,Male,59,3,3,3,10221,18869,3,No,21,4,2,80,0,17,3,4,8,5,1,6
612,Travel_Rarely,760,2,4,1,846,2,Female,81,3,2,2,4779,3698,1,Yes,20,4,1,80,0,8,2,3,8,7,7,5
613,Travel_Rarely,829,3,2,1,847,3,Male,88,3,1,4,3737,2243,0,No,19,3,3,80,1,4,1,1,3,2,0,2
614,Travel_Frequently,887,5,2,1,848,3,Female,88,2,1,3,2366,20898,1,Yes,14,3,1,80,1,8,2,3,8,7,1,7
615,Non-Travel,443,3,3,1,850,4,Male,50,3,1,4,1706,16571,1,No,11,3,3,80,3,0,6,2,0,0,0,0
616,Travel_Rarely,1318,26,4,1,851,1,Female,66,3,4,3,16307,5594,2,No,14,3,3,80,1,29,2,2,20,6,4,17
617,Travel_Rarely,625,4,3,1,852,4,Male,50,3,2,2,5933,5197,9,No,12,3,4,80,0,10,2,2,5,2,2,3
618,Travel_Rarely,180,2,1,1,854,1,Male,65,4,1,1,3424,21632,7,No,13,3,3,80,0,6,3,2,4,3,0,1
619,Travel_Rarely,586,1,3,1,855,1,Male,48,4,2,1,4037,21816,1,No,22,4,1,80,1,9,5,3,9,8,0,8
620,Travel_Rarely,1343,27,1,1,856,3,Female,53,2,1,1,2559,17852,1,No,11,3,4,80,0,6,3,2,6,5,1,1
621,Travel_Rarely,928,1,2,1,857,2,Male,56,3,2,4,6201,2823,1,Yes,14,3,4,80,1,18,1,2,18,14,4,11
622,Travel_Rarely,117,13,4,1,859,2,Male,73,3,2,4,4403,9250,2,No,11,3,3,80,1,8,3,2,5,2,0,3
623,Travel_Frequently,1012,5,4,1,861,2,Male,75,2,1,4,3761,2373,9,No,12,3,2,80,1,10,3,2,5,4,0,3
624,Travel_Rarely,661,7,2,1,862,1,Female,78,2,3,4,10934,20715,7,Yes,18,3,4,80,1,35,3,3,5,2,0,4
625,Travel_Rarely,930,9,3,1,864,4,Male,74,3,3,1,10761,19239,4,Yes,12,3,3,80,1,18,2,3,5,4,0,2
626,Travel_Rarely,638,8,2,1,865,3,Female,91,4,2,3,5175,22162,5,No,12,3,3,80,1,9,3,2,5,3,1,3
627,Travel_Frequently,890,25,4,1,867,3,Female,81,2,4,4,13826,19028,3,No,22,4,3,80,0,31,3,3,9,8,0,0
628,Travel_Rarely,342,16,4,1,868,4,Male,66,2,2,3,6334,24558,4,No,19,3,4,80,2,9,2,3,1,0,0,0
629,Travel_Rarely,1169,8,2,1,869,2,Male,63,2,1,4,4936,23965,1,No,13,3,4,80,1,6,6,3,5,1,0,4
630,Travel_Rarely,1230,1,2,1,872,4,Male,33,2,2,4,4775,19146,6,No,22,4,1,80,2,4,2,1,2,2,2,2
631,Travel_Rarely,986,8,4,1,874,1,Male,62,4,1,4,2818,5044,2,Yes,24,4,3,80,1,10,2,2,3,2,0,2
632,Travel_Frequently,1271,2,1,1,875,2,Male,35,3,1,4,2515,9068,5,Yes,14,3,4,80,0,8,2,3,2,1,2,2
633,Travel_Rarely,1278,8,3,1,878,1,Male,77,2,1,1,2342,8635,0,No,21,4,3,80,0,6,3,3,5,4,0,3
634,Travel_Rarely,141,3,1,1,879,3,Male,98,3,2,1,4194,14363,1,Yes,18,3,4,80,0,5,3,3,5,3,0,3
635,Travel_Rarely,607,9,3,1,880,4,Female,66,2,3,3,10685,23457,1,Yes,20,4,2,80,1,17,2,3,17,14,5,15
636,Travel_Frequently,130,25,4,1,881,4,Female,96,3,1,2,2022,16612,1,Yes,19,3,1,80,1,10,3,2,10,2,7,8
637,Non-Travel,300,1,3,1,882,4,Male,61,3,1,4,2314,9148,0,No,12,3,2,80,1,4,2,3,3,0,0,2
638,Travel_Rarely,583,4,1,1,885,3,Male,87,2,2,1,4256,18154,1,No,12,3,1,80,0,5,1,4,5,2,0,3
639,Travel_Rarely,1418,1,3,1,887,3,Female,36,3,1,1,3580,10554,2,No,16,3,2,80,1,7,2,3,4,2,0,2
640,Non-Travel,1269,4,1,1,888,1,Male,46,2,1,4,3162,10778,0,No,17,3,4,80,0,6,2,2,5,2,3,4
641,Travel_Frequently,379,5,2,1,889,2,Male,48,3,2,2,6524,8891,1,No,14,3,4,80,1,10,3,3,10,8,5,3
642,Travel_Rarely,395,9,3,1,893,2,Male,98,2,1,2,2899,12102,0,No,19,3,4,80,1,3,3,3,2,2,1,2
643,Travel_Rarely,1265,3,3,1,894,3,Female,95,4,2,4,5231,23726,2,Yes,13,3,2,80,1,17,1,2,5,3,1,3
644,Travel_Rarely,1222,11,4,1,895,4,Male,48,3,1,4,2356,14871,3,Yes,19,3,2,80,1,8,2,3,6,4,0,2
645,Travel_Rarely,341,1,3,1,896,2,Female,48,2,1,3,2800,23522,6,Yes,19,3,3,80,3,5,3,3,3,2,0,2
646,Travel_Rarely,868,8,3,1,897,1,Male,73,3,4,4,11836,22789,5,No,14,3,3,80,1,28,3,3,2,0,2,2
647,Travel_Rarely,672,25,3,1,899,4,Male,78,2,3,2,10903,9129,3,No,16,3,1,80,0,16,2,3,13,10,4,8
648,Travel_Frequently,1231,21,2,1,900,3,Female,54,3,1,4,2973,21222,5,No,15,3,2,80,1,10,3,3,5,4,0,0
649,Travel_Rarely,102,23,4,1,901,4,Female,72,3,4,4,14275,20206,6,No,18,3,3,80,0,33,0,3,12,9,3,8
650,Travel_Frequently,422,1,3,1,902,4,Female,33,3,2,4,5562,21782,4,No,13,3,2,80,1,12,2,2,5,2,2,2
651,Travel_Rarely,249,2,2,1,903,3,Female,35,3,2,4,4537,17783,0,Yes,22,4,1,80,1,8,2,3,7,6,7,7
652,Non-Travel,1252,19,2,1,904,1,Male,32,3,3,2,7642,4814,1,Yes,13,3,4,80,0,10,2,3,10,0,0,9
653,Non-Travel,881,2,4,1,905,1,Male,98,3,4,1,17924,4544,1,No,11,3,4,80,1,31,3,3,31,6,14,7
654,Travel_Rarely,1383,2,3,1,909,4,Female,42,2,2,4,5204,7790,8,No,11,3,3,80,2,13,2,3,5,4,0,4
655,Travel_Rarely,1075,3,2,1,910,4,Male,57,3,1,2,2277,22650,3,Yes,11,3,3,80,1,7,4,4,4,3,0,3
656,Travel_Rarely,374,25,4,1,911,1,Male,87,3,1,4,2795,18016,1,Yes,24,4,3,80,0,1,2,1,1,0,0,1
657,Travel_Rarely,1086,7,1,1,912,1,Female,62,2,1,4,2532,6054,6,No,14,3,3,80,3,8,5,3,4,3,0,3
658,Travel_Rarely,661,9,2,1,913,2,Male,61,3,1,1,2559,7508,1,Yes,13,3,4,80,0,8,0,3,8,7,7,1
659,Travel_Rarely,821,5,4,1,916,1,Male,98,3,2,4,4908,24252,1,No,14,3,2,80,0,4,3,3,4,2,0,2
660,Travel_Frequently,781,2,1,1,918,4,Male,57,2,1,4,2380,13384,9,Yes,14,3,4,80,1,3,3,2,1,0,0,0
661,Travel_Rarely,177,8,3,1,920,1,Female,55,3,2,2,4765,23814,4,No,21,4,3,80,1,4,2,4,1,0,0,0
662,Travel_Rarely,500,2,3,1,922,3,Female,49,2,1,3,2044,22052,1,No,13,3,4,80,0,2,3,2,2,2,0,2
663,Travel_Rarely,1427,18,1,1,923,4,Female,65,3,1,4,2693,8870,1,No,19,3,1,80,0,1,3,2,1,0,0,0
664,Travel_Rarely,1425,14,1,1,924,3,Male,68,3,2,4,6586,4821,0,Yes,17,3,1,80,1,17,2,2,16,8,4,11
665,Travel_Rarely,1454,2,4,1,925,4,Female,65,2,1,4,3294,13137,1,Yes,18,3,1,80,0,3,3,2,3,2,1,2
666,Travel_Rarely,617,3,1,1,926,2,Female,34,3,2,3,4171,10022,0,Yes,19,3,1,80,1,4,3,4,3,2,0,2
667,Travel_Rarely,1085,2,4,1,927,2,Female,57,1,1,4,2778,17725,4,Yes,13,3,3,80,1,10,1,2,7,7,1,0
668,Travel_Rarely,995,9,3,1,930,3,Female,77,3,1,3,2377,9834,5,No,18,3,2,80,1,6,2,3,2,2,2,2
669,Travel_Rarely,1122,6,3,1,932,4,Male,70,3,1,1,2404,4303,7,Yes,21,4,4,80,0,8,2,1,2,2,2,2
670,Travel_Rarely,618,4,3,1,933,2,Female,76,3,1,3,2318,17808,1,No,19,3,3,80,0,1,2,3,1,1,0,0
671,Travel_Rarely,546,10,3,1,934,2,Male,83,3,1,2,2008,6896,1,No,14,3,2,80,2,1,3,3,1,0,1,0
672,Travel_Rarely,462,14,2,1,936,3,Female,68,2,2,3,6244,7824,7,No,17,3,1,80,0,10,6,3,5,4,0,3
673,Travel_Rarely,1198,1,4,1,939,3,Male,100,2,1,1,2799,3339,3,Yes,11,3,2,80,0,6,1,3,3,2,0,2
674,Travel_Rarely,1272,5,3,1,940,3,Female,37,2,3,2,10552,9255,2,Yes,13,3,4,80,1,24,3,3,6,0,0,4
675,Travel_Rarely,154,7,4,1,941,2,Male,41,2,1,3,2329,11737,3,No,15,3,2,80,0,13,2,4,7,7,5,2
676,Travel_Rarely,1137,21,1,1,942,4,Female,51,3,2,4,4014,19170,1,Yes,25,4,4,80,1,10,2,1,10,6,0,7
677,Travel_Rarely,527,8,2,1,944,1,Female,51,3,3,2,7403,22477,4,No,11,3,3,80,1,29,3,2,26,9,1,7
678,Travel_Rarely,1469,20,4,1,945,4,Male,51,3,1,3,2259,5543,4,No,17,3,1,80,2,13,2,2,0,0,0,0
679,Non-Travel,1188,20,2,1,947,4,Female,45,3,2,3,6932,24406,1,No,13,3,4,80,1,9,2,2,9,8,0,0
680,Travel_Rarely,188,7,4,1,949,2,Male,65,3,1,4,4678,23293,2,No,18,3,3,80,0,8,6,3,6,2,0,1
681,Travel_Rarely,1333,1,3,1,950,4,Female,80,3,3,1,13582,16292,1,No,13,3,2,80,1,15,3,3,15,12,5,11
682,Non-Travel,1184,1,3,1,951,3,Female,70,2,1,2,2332,3974,6,No,20,4,3,80,0,5,3,3,3,0,0,2
683,Travel_Rarely,867,19,2,1,952,3,Male,36,2,1,2,2413,18798,1,Yes,18,3,3,80,3,1,2,3,1,0,0,0
684,Travel_Rarely,658,10,4,1,954,1,Male,67,2,3,2,9705,20652,2,No,12,3,2,80,1,11,2,2,1,0,0,0
685,Travel_Frequently,1283,1,3,1,956,3,Male,52,2,2,1,4294,11148,1,No,12,3,2,80,0,7,2,3,7,7,0,7
686,Travel_Rarely,263,6,3,1,957,4,Male,59,3,1,1,4721,3119,2,Yes,13,3,3,80,0,20,3,3,18,13,2,17
687,Travel_Rarely,938,2,4,1,958,3,Male,79,3,1,3,2519,12287,4,No,21,4,3,80,0,16,6,3,11,8,3,9
688,Travel_Rarely,419,21,3,1,959,4,Male,37,2,1,2,2121,9947,1,Yes,13,3,2,80,0,1,3,4,1,0,0,0
689,Travel_Rarely,129,4,3,1,960,1,Male,84,3,1,1,2973,13008,1,No,19,3,2,80,0,1,2,3,1,0,0,0
690,Travel_Rarely,616,12,3,1,961,4,Female,41,3,2,4,5855,17369,0,Yes,11,3,3,80,2,10,2,1,9,7,8,5
691,Travel_Frequently,1469,9,4,1,964,4,Male,35,3,1,2,3617,25063,8,Yes,14,3,4,80,1,3,2,3,1,1,0,0
692,Travel_Rarely,498,3,4,1,966,3,Female,93,3,2,1,6725,13554,1,No,12,3,3,80,1,8,2,4,8,7,6,3
693,Travel_Rarely,530,3,1,1,967,3,Male,51,2,3,4,10325,5518,1,Yes,11,3,1,80,1,16,6,3,16,7,3,7
694,Travel_Rarely,1069,1,3,1,969,2,Female,42,2,2,4,6949,12291,0,No,14,3,1,80,0,6,3,3,5,0,1,4
695,Travel_Rarely,625,1,4,1,970,1,Male,46,2,3,3,10609,14922,5,No,11,3,3,80,0,17,2,1,14,1,11,7
696,Non-Travel,805,4,2,1,972,3,Male,57,3,2,2,4447,23163,1,No,12,3,2,80,0,9,5,2,9,7,0,8
697,Travel_Frequently,1404,20,3,1,974,3,Female,84,3,1,4,2157,18203,1,No,15,3,2,80,1,3,5,3,3,1,0,2
698,Travel_Rarely,1219,18,3,1,975,3,Female,86,3,2,3,4601,6179,1,No,16,3,2,80,0,5,3,3,5,2,1,0
699,Travel_Rarely,1053,1,2,1,976,4,Male,70,3,4,4,17099,13829,2,No,15,3,2,80,1,26,2,2,9,8,7,8
700,Travel_Rarely,289,2,3,1,977,4,Male,51,3,1,3,2479,26227,4,No,24,4,1,80,0,7,4,3,1,0,0,0
701,Travel_Rarely,1376,2,2,1,981,3,Male,45,3,4,3,14852,13938,6,No,13,3,3,80,1,22,3,4,17,13,15,2
702,Travel_Rarely,231,8,2,1,982,3,Male,62,3,3,3,7264,9977,5,No,11,3,1,80,1,10,2,4,8,4,7,7
703,Non-Travel,152,10,3,1,983,3,Female,85,3,2,4,5666,19899,1,Yes,13,3,2,80,0,6,1,3,5,3,1,3
704,Travel_Rarely,882,3,4,1,984,4,Male,92,3,3,4,7823,6812,6,No,13,3,2,80,1,12,2,3,10,9,0,8
705,Travel_Rarely,903,2,5,1,985,1,Male,41,4,3,3,7880,2560,0,No,18,3,4,80,0,9,3,3,8,7,0,7
706,Non-Travel,1479,24,3,1,986,2,Female,100,4,4,2,13194,17071,4,Yes,16,3,4,80,0,22,2,2,1,0,0,0
707,Travel_Frequently,1379,16,4,1,987,3,Male,64,4,2,3,5067,6759,1,Yes,19,3,3,80,0,20,3,4,19,10,2,7
708,Non-Travel,1229,8,4,1,990,1,Male,84,3,2,4,5079,25952,4,No,13,3,4,80,2,12,3,3,7,7,0,7
709,Non-Travel,335,9,2,1,991,3,Male,46,2,1,1,2321,10322,0,Yes,22,4,1,80,0,4,0,3,3,2,1,2
710,Non-Travel,722,17,3,1,992,4,Male,38,3,4,3,17444,20489,1,No,11,3,4,80,0,10,2,3,10,8,6,0
711,Travel_Rarely,906,10,3,1,994,4,Female,92,2,1,1,2404,11479,6,Yes,20,4,3,80,0,3,5,3,0,0,0,0
712,Travel_Rarely,461,13,1,1,995,2,Female,53,3,1,4,3452,17241,3,No,18,3,1,80,0,5,4,3,3,2,0,2
713,Travel_Rarely,974,1,4,1,996,4,Female,91,3,1,4,2270,11005,3,No,14,3,4,80,2,8,2,3,5,3,0,2
714,Travel_Rarely,1126,1,2,1,997,4,Male,66,3,4,4,17399,6615,9,No,22,4,3,80,1,32,1,2,5,4,1,3
715,Travel_Frequently,827,1,4,1,998,3,Female,84,4,2,2,5488,20161,1,Yes,13,3,1,80,1,6,2,3,6,5,1,2
716,Travel_Frequently,840,9,3,1,999,1,Male,64,3,5,3,19419,3735,2,No,17,3,2,80,1,21,2,4,18,16,0,11
717,Travel_Rarely,1134,16,4,1,1001,3,Female,37,3,1,2,2811,12086,9,No,14,3,2,80,1,4,2,3,2,2,2,2
718,Non-Travel,248,23,2,1,1002,4,Male,42,3,2,1,3633,14039,1,Yes,15,3,3,80,1,9,2,3,9,8,0,8
719,Travel_Rarely,955,4,2,1,1003,4,Female,83,3,2,4,4163,8571,1,Yes,17,3,3,80,0,9,0,3,9,0,0,7
720,Travel_Rarely,138,22,3,1,1004,1,Female,48,3,1,3,2132,11539,4,Yes,11,3,2,80,0,7,2,3,5,2,0,1
721,Travel_Rarely,939,24,3,1,1005,4,Male,95,3,4,3,13973,4161,3,Yes,18,3,4,80,1,22,2,3,12,11,1,5
722,Travel_Frequently,1391,10,1,1,1006,3,Male,66,3,1,3,2684,12127,0,No,17,3,2,80,1,3,0,2,2,1,0,2
723,Travel_Rarely,566,7,2,1,1007,4,Male,75,3,3,3,10845,24208,6,No,13,3,2,80,1,13,3,3,8,7,0,7
724,Travel_Rarely,1206,17,1,1,1009,4,Female,41,2,2,3,4377,24117,1,No,15,3,2,80,2,5,6,3,4,2,3,2
725,Travel_Rarely,622,14,4,1,1010,3,Male,39,2,1,2,3743,10074,1,Yes,24,4,4,80,1,5,2,1,4,2,0,2
726,Travel_Frequently,853,1,1,1,1011,3,Female,96,3,2,1,4148,11275,1,No,12,3,3,80,1,4,1,3,4,3,0,3
727,Non-Travel,287,5,2,1,1012,2,Male,73,3,1,4,1051,13493,1,No,15,3,4,80,0,0,2,3,0,0,0,0
728,Travel_Rarely,1441,17,3,1,1013,3,Female,56,3,3,3,10739,13943,8,No,11,3,3,80,1,22,2,3,10,7,0,8
729,Travel_Rarely,583,25,4,1,1014,3,Female,57,3,3,3,10388,6975,1,Yes,11,3,3,80,1,16,3,2,16,10,10,1
730,Travel_Rarely,153,8,2,1,1015,2,Female,73,4,3,1,11416,17802,0,Yes,12,3,3,80,3,9,4,2,8,7,1,7
731,Travel_Rarely,1097,11,3,1,1016,4,Female,98,2,1,1,2600,18275,1,Yes,15,3,1,80,0,1,2,3,1,0,0,0
732,Travel_Frequently,109,5,3,1,1017,2,Female,60,3,1,2,2422,25725,0,No,17,3,1,80,0,4,3,3,3,2,1,2
733,Travel_Rarely,1066,2,2,1,1018,4,Male,32,4,2,4,5472,3334,1,No,12,3,2,80,0,8,2,3,8,7,1,3
734,Travel_Rarely,217,8,1,1,1019,2,Male,94,1,1,1,2451,6881,1,No,15,3,1,80,1,4,3,2,4,3,1,1
735,Travel_Rarely,277,6,3,1,1022,1,Male,97,2,2,3,4240,13119,2,No,13,3,4,80,0,19,0,3,2,2,2,2
736,Travel_Rarely,1355,4,4,1,1024,3,Male,78,2,3,3,10999,22245,7,No,14,3,2,80,0,27,3,3,15,11,4,8
737,Travel_Rarely,549,7,2,1,1025,4,Female,42,3,2,3,5003,23371,6,No,14,3,2,80,0,8,6,3,2,2,2,1
738,Travel_Rarely,466,1,1,1,1026,4,Female,65,2,4,4,12742,7060,1,No,16,3,3,80,1,21,3,3,21,6,11,8
739,Travel_Rarely,1055,2,4,1,1027,1,Female,47,3,2,4,4227,4658,0,No,18,3,2,80,1,4,2,3,3,2,2,2
740,Travel_Rarely,802,10,3,1,1028,2,Male,45,3,1,4,3917,9541,1,No,20,4,1,80,1,3,4,2,3,2,1,2
741,Travel_Rarely,265,5,2,1,1029,4,Male,90,3,5,3,18303,7770,6,No,13,3,2,80,0,21,3,4,1,0,0,0
742,Travel_Rarely,804,9,3,1,1030,1,Male,64,3,1,4,2380,20165,4,No,18,3,2,80,0,8,5,3,1,0,0,0
743,Travel_Rarely,715,2,3,1,1032,3,Female,69,2,4,4,13726,21829,3,Yes,13,3,1,80,0,30,4,3,5,3,4,3
744,Travel_Rarely,1141,11,2,1,1033,1,Female,61,1,2,2,4777,14382,5,No,15,3,1,80,0,15,2,1,1,0,0,0
745,Travel_Frequently,135,18,4,1,1034,3,Male,62,3,2,2,6385,12992,3,Yes,14,3,4,80,2,17,3,3,8,7,6,7
746,Non-Travel,247,7,1,1,1035,2,Female,55,1,5,3,19973,20284,1,No,22,4,2,80,2,21,3,3,21,16,5,10
747,Travel_Rarely,1035,3,4,1,1036,2,Male,42,3,2,4,6861,4981,8,Yes,12,3,3,80,0,19,1,3,1,0,0,0
748,Non-Travel,265,29,2,1,1037,2,Male,79,1,2,1,4969,21813,8,No,18,3,4,80,0,7,6,3,2,2,2,2
749,Travel_Rarely,266,2,1,1,1038,1,Female,57,1,5,4,19845,25846,1,No,15,3,4,80,1,33,3,3,32,14,6,9
750,Travel_Rarely,1448,28,3,1,1039,4,Female,53,4,4,4,13320,11737,3,Yes,18,3,3,80,1,23,2,3,12,11,11,11
751,Non-Travel,145,1,3,1,1040,4,Female,95,3,2,3,6347,24920,0,No,12,3,1,80,1,19,3,3,18,7,0,13
752,Travel_Rarely,885,16,4,1,1042,3,Female,43,4,1,1,2743,8269,1,No,16,3,3,80,0,18,1,3,17,13,15,14
753,Travel_Frequently,945,22,3,1,1043,4,Female,82,3,3,1,10880,5083,1,Yes,13,3,3,80,0,21,2,3,21,6,2,8
754,Non-Travel,1038,8,1,1,1044,2,Female,88,2,1,4,2342,21437,0,No,19,3,4,80,0,3,2,2,2,2,2,2
755,Travel_Rarely,1234,11,2,1,1045,4,Female,90,3,4,4,17650,5404,3,No,13,3,2,80,1,26,4,4,9,3,1,1
756,Non-Travel,1109,29,4,1,1046,4,Female,69,3,1,3,4025,11135,9,No,12,3,2,80,0,10,2,3,8,7,7,7
757,Travel_Rarely,216,1,4,1,1047,2,Male,75,4,2,4,9725,12278,0,No,11,3,4,80,1,16,2,2,15,1,0,9
758,Travel_Rarely,1089,1,2,1,1048,2,Male,66,3,3,4,11904,11038,3,Yes,14,3,3,80,1,14,1,1,6,4,0,4
759,Travel_Rarely,788,24,4,1,1049,2,Male,36,3,1,2,2177,8318,1,No,16,3,1,80,0,6,3,3,6,3,0,4
760,Travel_Frequently,124,2,3,1,1050,3,Female,38,2,3,2,7525,23537,2,No,12,3,1,80,1,30,2,3,15,7,6,12
761,Travel_Rarely,660,15,3,1,1052,1,Male,81,3,2,3,4834,7858,7,No,14,3,2,80,1,9,3,2,1,0,0,0
762,Travel_Frequently,342,2,3,1,1053,1,Male,57,3,1,1,2042,15346,6,Yes,14,3,2,80,1,6,2,3,3,2,1,2
763,Travel_Rarely,1333,10,4,1,1055,3,Female,87,3,1,3,2220,18410,1,Yes,19,3,4,80,1,1,2,3,1,1,0,0
764,Travel_Rarely,1144,10,1,1,1056,4,Male,74,3,1,2,1052,23384,1,No,22,4,2,80,0,1,5,3,1,0,0,0
765,Travel_Frequently,1186,3,4,1,1060,3,Male,44,3,1,3,2821,2997,3,No,16,3,1,80,1,8,2,3,2,2,2,2
766,Travel_Rarely,1464,2,4,1,1061,2,Male,62,3,5,3,19237,12853,2,Yes,11,3,4,80,1,29,2,2,8,1,7,7
767,Travel_Rarely,124,3,3,1,1062,4,Female,35,3,2,2,4107,13848,3,No,15,3,1,80,0,8,3,2,4,3,0,1
768,Travel_Rarely,300,26,3,1,1066,3,Male,74,3,2,1,8396,22217,1,No,14,3,2,80,1,8,3,2,7,7,7,5
769,Travel_Frequently,921,1,1,1,1068,1,Female,66,2,1,3,2007,25265,1,No,13,3,3,80,2,5,5,3,5,3,1,3
770,Travel_Rarely,430,1,4,1,1069,4,Male,40,3,5,4,19627,21445,9,No,17,3,4,80,2,23,0,3,2,2,2,2
771,Travel_Rarely,1082,2,4,1,1070,3,Female,41,2,3,3,10686,8392,6,No,11,3,2,80,1,13,4,3,9,4,7,0
772,Travel_Frequently,1240,9,3,1,1071,1,Female,63,3,1,3,2942,12154,2,No,19,3,2,80,1,18,4,3,5,4,0,3
773,Travel_Rarely,796,12,5,1,1073,4,Female,51,2,3,4,8858,15669,0,No,11,3,2,80,0,15,2,2,14,8,7,8
774,Non-Travel,444,2,1,1,1074,3,Male,40,2,4,1,16756,17323,7,No,15,3,2,80,0,31,3,4,9,7,6,2
775,Travel_Rarely,415,25,3,1,1076,3,Male,79,2,3,4,10798,5268,5,No,13,3,3,80,1,18,5,3,1,0,0,0
776,Travel_Frequently,769,9,3,1,1077,4,Female,54,3,1,4,2323,17205,1,Yes,14,3,2,80,0,2,3,3,2,2,0,2
777,Travel_Rarely,1334,10,3,1,1079,3,Female,36,2,1,1,1416,17258,1,No,13,3,1,80,0,1,6,2,1,0,1,0
778,Travel_Rarely,1003,8,4,1,1080,4,Female,74,2,2,1,4615,21029,8,Yes,23,4,1,80,3,19,2,3,16,13,1,7
779,Travel_Rarely,1323,4,4,1,1081,1,Male,34,3,1,3,2461,10332,9,Yes,12,3,3,80,3,18,2,4,10,0,2,7
780,Non-Travel,1366,24,2,1,1082,2,Male,72,2,3,1,8722,12355,1,No,12,3,1,80,0,10,2,2,10,7,1,9
781,Travel_Rarely,192,1,2,1,1083,1,Male,59,2,1,1,3955,11141,1,No,16,3,1,80,2,6,2,3,5,3,1,3
782,Travel_Rarely,1176,20,3,1,1084,3,Male,85,3,2,1,9957,9096,0,No,15,3,3,80,1,7,1,2,6,2,0,2
783,Travel_Rarely,509,7,2,1,1085,2,Female,43,4,1,3,3376,18863,1,No,13,3,3,80,0,10,3,3,10,6,0,8
784,Travel_Rarely,330,17,1,1,1088,3,Female,65,2,3,3,8823,24608,0,No,18,3,1,80,1,20,4,2,19,9,1,9
785,Travel_Rarely,1492,20,4,1,1092,1,Male,61,3,3,4,10322,26542,4,No,20,4,4,80,1,14,6,3,11,10,11,1
786,Non-Travel,1277,8,5,1,1094,1,Male,87,1,1,3,4621,5869,1,No,19,3,4,80,3,3,4,3,3,2,1,2
787,Travel_Frequently,1091,2,1,1,1096,4,Male,65,3,3,2,10976,15813,3,No,18,3,2,80,1,23,4,3,3,2,1,2
788,Travel_Rarely,857,10,3,1,1097,3,Female,59,3,2,3,3660,7909,3,No,13,3,4,80,0,10,4,4,8,7,1,7
789,Travel_Rarely,1376,1,2,1,1098,2,Male,91,2,3,1,10482,2326,9,No,14,3,4,80,1,24,1,3,20,6,3,6
790,Travel_Rarely,654,5,3,1,1099,4,Male,34,2,3,4,7119,21214,4,No,15,3,3,80,1,9,2,3,3,2,1,2
791,Travel_Rarely,1204,4,3,1,1100,4,Male,86,3,3,1,9582,10333,0,Yes,22,4,1,80,0,9,2,3,8,7,4,7
792,Travel_Frequently,827,29,4,1,1101,1,Female,54,2,2,3,4508,3129,1,No,22,4,2,80,0,14,4,3,13,7,3,8
793,Travel_Rarely,895,15,2,1,1102,1,Male,50,3,1,3,2207,22482,1,No,16,3,4,80,1,4,5,2,4,2,2,2
