,Gender,customer_type,age,type_of_travel,customer_class,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,onboard_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
109291,Male,Loyal Customer,58,Business travel,Eco Plus,251,4,5,5,5,5,4,5,5,2,2,4,1,4,5,59,56.0,neutral or dissatisfied
109292,Male,Loyal Customer,32,Personal Travel,Business,701,1,4,1,2,2,1,2,2,1,1,2,4,1,2,0,0.0,neutral or dissatisfied
109293,Male,disloyal Customer,22,Business travel,Eco,421,4,0,4,4,2,4,2,2,2,4,3,1,1,2,81,79.0,neutral or dissatisfied
109294,Male,Loyal Customer,36,Business travel,Eco Plus,387,4,2,2,2,4,4,4,4,5,4,3,4,1,4,0,0.0,satisfied
109295,Male,Loyal Customer,54,Business travel,Business,1711,3,3,3,3,5,5,4,5,5,5,5,4,5,5,0,0.0,satisfied
109296,Female,disloyal Customer,36,Business travel,Business,331,2,2,2,1,3,2,3,3,5,3,4,3,5,3,0,0.0,neutral or dissatisfied
109297,Female,Loyal Customer,33,Business travel,Business,1744,1,2,2,2,2,3,4,1,1,1,1,2,1,3,0,0.0,neutral or dissatisfied
109298,Female,Loyal Customer,45,Personal Travel,Business,280,3,0,3,3,3,4,4,5,5,3,5,5,5,5,0,0.0,neutral or dissatisfied
109299,Male,Loyal Customer,42,Business travel,Business,3358,3,3,1,3,2,5,4,5,5,5,5,4,5,4,23,36.0,satisfied
109300,Male,Loyal Customer,51,Business travel,Business,2692,5,5,5,5,2,5,4,3,3,3,3,3,3,3,28,22.0,satisfied
109301,Male,Loyal Customer,32,Business travel,Eco,1721,5,4,4,4,5,5,5,5,5,2,2,3,4,5,0,0.0,satisfied
109302,Male,Loyal Customer,7,Personal Travel,Eco,802,1,4,1,4,5,1,5,5,2,4,3,1,4,5,0,0.0,neutral or dissatisfied
109303,Female,Loyal Customer,75,Business travel,Business,308,0,0,0,4,5,4,5,3,3,3,5,5,3,3,0,0.0,satisfied
109304,Male,disloyal Customer,12,Business travel,Eco,577,3,4,3,3,2,3,2,2,4,4,4,2,4,2,18,7.0,neutral or dissatisfied
109305,Female,Loyal Customer,39,Business travel,Business,2142,2,2,2,2,5,5,4,5,5,5,5,3,5,3,83,78.0,satisfied
109306,Male,Loyal Customer,39,Business travel,Eco,144,4,2,2,2,4,4,4,4,2,1,2,3,1,4,0,0.0,satisfied
109307,Female,Loyal Customer,46,Business travel,Business,391,1,1,1,1,4,5,4,4,4,4,4,3,4,4,0,0.0,satisfied
109308,Male,Loyal Customer,55,Business travel,Business,3769,5,5,5,5,3,4,5,4,4,4,5,5,4,4,15,14.0,satisfied
109309,Male,Loyal Customer,28,Personal Travel,Eco Plus,2218,4,2,4,4,1,4,1,1,3,3,4,2,4,1,0,0.0,neutral or dissatisfied
109310,Female,Loyal Customer,28,Business travel,Business,1910,1,1,1,1,4,4,4,4,1,1,3,4,5,4,30,28.0,satisfied
109311,Male,Loyal Customer,30,Business travel,Business,1770,4,4,4,4,2,2,2,2,2,2,4,3,3,2,0,0.0,satisfied
109312,Male,Loyal Customer,48,Personal Travel,Eco,331,3,4,3,1,1,3,1,1,5,5,1,4,2,1,0,0.0,neutral or dissatisfied
109313,Male,disloyal Customer,20,Business travel,Eco,853,1,1,1,4,5,1,5,5,3,5,3,4,4,5,8,4.0,neutral or dissatisfied
109314,Female,Loyal Customer,26,Business travel,Business,2255,2,2,3,2,2,2,2,2,4,5,1,4,2,2,0,33.0,neutral or dissatisfied
109315,Female,Loyal Customer,57,Personal Travel,Eco Plus,1547,1,4,1,1,4,4,5,2,2,1,2,5,2,5,3,2.0,neutral or dissatisfied
109316,Female,Loyal Customer,70,Personal Travel,Business,654,4,2,5,4,2,3,3,1,1,5,1,3,1,3,0,0.0,neutral or dissatisfied
109317,Male,Loyal Customer,47,Business travel,Business,2422,1,2,2,2,1,1,1,4,5,3,3,1,3,1,86,104.0,neutral or dissatisfied
109318,Male,disloyal Customer,21,Business travel,Business,1065,3,4,3,4,5,3,5,5,4,1,4,1,3,5,0,0.0,neutral or dissatisfied
109319,Female,Loyal Customer,44,Business travel,Eco,2475,4,3,3,3,2,4,3,4,4,4,4,2,4,2,13,0.0,neutral or dissatisfied
109320,Female,disloyal Customer,43,Business travel,Eco,134,3,1,3,4,1,3,1,1,4,4,3,4,4,1,7,18.0,neutral or dissatisfied
109321,Female,Loyal Customer,39,Business travel,Business,3361,5,5,5,5,1,5,2,3,3,3,3,4,3,5,0,25.0,satisfied
109322,Male,Loyal Customer,66,Personal Travel,Eco Plus,951,3,2,3,3,4,3,4,4,3,4,3,4,2,4,0,0.0,neutral or dissatisfied
109323,Female,Loyal Customer,64,Personal Travel,Eco,448,3,4,3,3,5,5,5,5,5,3,5,4,5,4,0,11.0,neutral or dissatisfied
109324,Female,Loyal Customer,44,Personal Travel,Eco,1444,3,3,3,4,4,1,2,3,3,3,3,5,3,5,15,24.0,neutral or dissatisfied
109325,Female,disloyal Customer,34,Business travel,Business,2075,2,2,2,4,2,2,2,2,3,3,5,4,5,2,0,7.0,neutral or dissatisfied
109326,Male,Loyal Customer,59,Personal Travel,Eco,577,4,2,4,2,3,4,3,3,3,1,2,3,3,3,0,0.0,neutral or dissatisfied
109327,Female,Loyal Customer,58,Business travel,Business,2846,3,3,3,3,5,5,5,4,3,3,4,5,5,5,0,0.0,satisfied
109328,Male,Loyal Customer,40,Business travel,Business,3106,4,4,4,4,4,5,4,4,4,4,4,5,4,3,0,0.0,satisfied
109329,Female,Loyal Customer,7,Personal Travel,Eco,675,2,5,2,2,5,2,5,5,5,5,5,3,4,5,0,10.0,neutral or dissatisfied
109330,Male,disloyal Customer,40,Business travel,Eco,2586,3,3,3,3,1,3,1,1,4,1,4,1,4,1,1,0.0,neutral or dissatisfied
109331,Female,disloyal Customer,31,Business travel,Eco Plus,925,1,1,1,3,2,1,2,2,4,2,2,2,2,2,46,23.0,neutral or dissatisfied
109332,Female,Loyal Customer,32,Business travel,Eco Plus,1426,5,2,3,3,5,5,5,5,2,3,5,1,1,5,25,60.0,satisfied
109333,Female,Loyal Customer,24,Business travel,Business,1452,5,5,1,5,3,3,3,3,4,4,3,1,2,3,0,0.0,satisfied
109334,Female,Loyal Customer,51,Personal Travel,Eco,1337,2,5,2,1,5,4,5,2,2,2,2,4,2,3,10,0.0,neutral or dissatisfied
109335,Female,Loyal Customer,45,Business travel,Business,758,4,4,4,4,4,5,5,5,5,5,5,3,5,4,0,3.0,satisfied
109336,Female,Loyal Customer,37,Business travel,Business,199,1,5,5,5,1,1,1,3,1,3,4,1,3,1,63,137.0,neutral or dissatisfied
109337,Male,disloyal Customer,15,Business travel,Eco,631,2,5,1,2,2,1,2,2,4,2,4,4,4,2,4,0.0,neutral or dissatisfied
109338,Male,Loyal Customer,40,Business travel,Business,3275,3,3,3,3,4,4,4,4,4,4,4,3,4,4,50,64.0,satisfied
109339,Female,Loyal Customer,27,Personal Travel,Eco,603,1,5,1,2,3,1,3,3,4,3,5,5,5,3,0,0.0,neutral or dissatisfied
109340,Female,Loyal Customer,38,Business travel,Business,3357,1,1,1,1,1,1,4,5,5,5,5,5,5,4,0,0.0,satisfied
109341,Female,Loyal Customer,68,Personal Travel,Eco,926,1,4,1,4,1,4,3,3,3,1,3,2,3,1,26,31.0,neutral or dissatisfied
109342,Male,Loyal Customer,53,Personal Travel,Eco,528,1,5,1,2,3,1,3,3,3,2,5,3,5,3,0,3.0,neutral or dissatisfied
109343,Male,Loyal Customer,44,Business travel,Eco,833,2,1,1,1,2,2,2,2,2,5,2,4,1,2,0,12.0,satisfied
109344,Female,Loyal Customer,40,Business travel,Business,2454,5,5,5,5,4,4,4,5,4,5,4,4,5,4,0,0.0,satisfied
109345,Male,Loyal Customer,50,Business travel,Business,584,1,1,1,1,2,3,3,1,1,1,1,1,1,2,0,0.0,neutral or dissatisfied
109346,Male,disloyal Customer,37,Business travel,Eco,680,4,3,3,3,5,3,5,5,2,1,3,1,4,5,0,0.0,neutral or dissatisfied
109347,Male,Loyal Customer,64,Personal Travel,Eco,446,4,5,4,4,1,4,2,1,3,3,5,3,4,1,32,29.0,neutral or dissatisfied
109348,Male,Loyal Customer,57,Personal Travel,Eco,2475,3,4,3,1,1,3,1,1,5,4,4,5,4,1,0,0.0,neutral or dissatisfied
109349,Male,Loyal Customer,16,Business travel,Business,419,5,5,5,5,5,5,5,5,5,3,4,3,4,5,0,0.0,satisfied
109350,Male,Loyal Customer,52,Business travel,Business,2657,1,1,5,1,4,4,4,5,5,5,5,5,5,5,0,0.0,satisfied
109351,Male,Loyal Customer,59,Personal Travel,Eco,645,2,2,2,3,1,2,1,1,2,3,2,2,3,1,0,0.0,neutral or dissatisfied
109352,Female,Loyal Customer,51,Personal Travel,Eco,888,4,4,5,4,1,3,3,3,3,5,3,2,3,3,0,7.0,neutral or dissatisfied
109353,Female,Loyal Customer,49,Personal Travel,Eco Plus,657,1,5,1,3,2,4,4,2,2,1,2,3,2,2,0,0.0,neutral or dissatisfied
109354,Female,disloyal Customer,39,Business travel,Eco,251,3,1,3,3,2,3,2,2,1,3,3,4,3,2,108,97.0,neutral or dissatisfied
109355,Female,Loyal Customer,51,Business travel,Business,1426,4,4,4,4,3,4,5,3,3,3,3,4,3,5,0,9.0,satisfied
109356,Female,disloyal Customer,30,Business travel,Business,590,1,1,1,3,2,1,4,2,3,2,4,4,5,2,4,0.0,neutral or dissatisfied
109357,Male,Loyal Customer,63,Business travel,Eco,1501,2,5,5,5,2,2,2,2,1,5,2,2,3,2,0,0.0,neutral or dissatisfied
109358,Female,Loyal Customer,9,Personal Travel,Eco,696,1,4,1,2,2,1,2,2,5,5,4,5,5,2,11,23.0,neutral or dissatisfied
109359,Female,Loyal Customer,51,Business travel,Business,1068,5,5,5,5,5,5,5,3,3,3,3,5,3,3,19,37.0,satisfied
109360,Male,Loyal Customer,57,Personal Travel,Eco,657,3,4,3,4,2,3,2,2,3,4,2,5,3,2,24,25.0,neutral or dissatisfied
109361,Male,Loyal Customer,43,Business travel,Eco Plus,296,4,4,4,4,4,4,4,4,5,3,2,2,5,4,1,0.0,satisfied
109362,Male,Loyal Customer,26,Business travel,Business,1009,3,1,1,1,3,3,3,3,1,1,4,3,3,3,0,0.0,neutral or dissatisfied
109363,Male,Loyal Customer,36,Business travel,Business,3981,3,3,5,3,3,4,4,4,4,4,4,5,4,5,0,9.0,satisfied
109364,Female,Loyal Customer,41,Business travel,Business,1069,2,2,2,2,2,4,4,5,5,5,5,3,5,3,6,0.0,satisfied
109365,Female,Loyal Customer,62,Personal Travel,Eco,1440,3,4,3,1,3,5,4,4,4,3,4,3,4,5,27,16.0,neutral or dissatisfied
109366,Male,disloyal Customer,8,Personal Travel,Eco,236,1,5,1,4,1,1,1,1,5,3,4,4,5,1,0,0.0,neutral or dissatisfied
109367,Female,Loyal Customer,16,Business travel,Eco Plus,515,2,1,5,1,2,2,2,2,1,5,4,2,4,2,8,4.0,neutral or dissatisfied
109368,Male,Loyal Customer,59,Personal Travel,Eco,192,5,5,5,3,5,5,5,5,5,4,4,3,5,5,4,0.0,satisfied
109369,Male,Loyal Customer,39,Business travel,Business,2513,1,1,1,1,2,4,5,5,5,5,5,4,5,3,0,0.0,satisfied
109370,Male,Loyal Customer,53,Personal Travel,Eco,852,2,4,2,1,1,2,1,1,3,4,4,3,5,1,0,0.0,neutral or dissatisfied
109371,Male,Loyal Customer,51,Personal Travel,Eco,383,2,4,5,4,1,5,1,1,5,3,4,5,4,1,0,0.0,neutral or dissatisfied
109372,Female,Loyal Customer,30,Business travel,Business,2045,2,2,2,2,5,5,5,5,5,1,1,4,2,5,0,0.0,satisfied
109373,Male,Loyal Customer,43,Business travel,Eco,1092,3,5,5,5,3,3,3,3,3,5,3,1,4,3,0,0.0,neutral or dissatisfied
109374,Male,Loyal Customer,55,Business travel,Business,1190,1,1,1,1,3,4,3,1,1,1,1,3,1,2,0,0.0,neutral or dissatisfied
109375,Female,Loyal Customer,47,Personal Travel,Eco,73,2,1,2,3,3,2,2,5,5,2,5,2,5,2,64,79.0,neutral or dissatisfied
109376,Male,Loyal Customer,41,Personal Travel,Eco,986,4,5,4,4,4,4,4,4,5,2,4,3,5,4,9,1.0,neutral or dissatisfied
109377,Female,Loyal Customer,55,Business travel,Eco,376,2,1,1,1,2,2,2,2,2,2,2,2,2,1,0,0.0,neutral or dissatisfied
109378,Female,Loyal Customer,41,Business travel,Business,1993,3,3,5,5,3,2,3,3,3,3,3,2,3,4,0,17.0,neutral or dissatisfied
109379,Female,Loyal Customer,49,Business travel,Business,3507,4,4,4,4,4,5,5,5,5,5,5,4,5,3,1,0.0,satisfied
109380,Female,Loyal Customer,40,Business travel,Business,3918,1,0,0,3,5,3,3,3,3,0,3,1,3,4,0,0.0,neutral or dissatisfied
109381,Female,disloyal Customer,22,Business travel,Eco,738,3,3,3,3,3,3,3,3,3,4,2,2,2,3,46,41.0,neutral or dissatisfied
109382,Male,Loyal Customer,65,Personal Travel,Eco,1300,1,4,1,1,4,1,4,4,3,4,4,5,5,4,0,0.0,neutral or dissatisfied
109383,Female,Loyal Customer,36,Business travel,Business,236,1,1,1,1,4,4,5,5,5,5,5,4,5,3,0,0.0,satisfied
109384,Female,Loyal Customer,36,Personal Travel,Eco,867,4,5,4,1,5,4,5,5,4,4,4,4,5,5,30,18.0,neutral or dissatisfied
109385,Female,Loyal Customer,41,Business travel,Business,1999,3,3,3,3,2,4,4,5,5,5,5,4,5,4,0,0.0,satisfied
109386,Male,Loyal Customer,58,Business travel,Business,2073,2,2,2,2,3,4,5,5,5,5,4,4,5,5,0,0.0,satisfied
109387,Female,Loyal Customer,59,Personal Travel,Business,2218,1,3,1,4,4,4,3,1,1,1,1,2,1,1,2,0.0,neutral or dissatisfied
109388,Male,Loyal Customer,28,Personal Travel,Eco,241,1,5,1,1,1,1,1,1,5,2,4,3,5,1,6,1.0,neutral or dissatisfied
109389,Male,Loyal Customer,65,Personal Travel,Eco,862,2,4,2,1,1,2,5,1,5,4,5,5,4,1,0,4.0,neutral or dissatisfied
109390,Female,Loyal Customer,64,Personal Travel,Eco,515,1,5,1,3,3,5,4,4,4,1,4,3,4,3,0,3.0,neutral or dissatisfied
109391,Male,Loyal Customer,60,Business travel,Business,1671,1,1,4,1,3,5,4,5,5,5,5,5,5,5,0,0.0,satisfied
109392,Male,disloyal Customer,40,Business travel,Eco,101,1,1,1,3,4,1,3,4,1,5,4,3,3,4,0,0.0,neutral or dissatisfied
109393,Female,Loyal Customer,66,Business travel,Eco,1276,3,4,3,3,3,3,2,3,3,3,3,4,3,4,54,41.0,neutral or dissatisfied
109394,Female,Loyal Customer,47,Business travel,Business,2994,4,3,3,3,5,4,3,4,4,4,4,1,4,1,13,13.0,neutral or dissatisfied
109395,Female,disloyal Customer,24,Business travel,Eco,1072,2,2,2,4,3,2,3,3,3,5,4,3,3,3,105,84.0,neutral or dissatisfied
109396,Male,disloyal Customer,57,Business travel,Business,192,5,5,5,4,5,5,5,5,5,4,5,4,5,5,0,5.0,satisfied
109397,Male,Loyal Customer,9,Personal Travel,Eco,422,2,2,2,4,3,2,3,3,3,1,4,1,4,3,5,6.0,neutral or dissatisfied
109398,Female,Loyal Customer,35,Business travel,Business,2342,4,4,4,4,3,3,5,1,1,2,1,3,1,3,0,0.0,satisfied
109399,Male,Loyal Customer,49,Business travel,Business,534,3,3,3,3,2,5,2,4,4,4,4,2,4,2,3,0.0,satisfied
109400,Male,Loyal Customer,38,Business travel,Business,130,2,2,2,2,3,5,5,5,5,4,4,3,5,5,0,0.0,satisfied
109401,Female,Loyal Customer,40,Business travel,Eco,636,5,5,5,5,5,5,5,5,3,3,2,1,1,5,38,48.0,satisfied
109402,Male,Loyal Customer,12,Personal Travel,Eco,351,2,1,2,2,2,2,2,2,2,2,3,1,2,2,0,0.0,neutral or dissatisfied
109403,Male,disloyal Customer,22,Business travel,Eco,417,2,1,2,3,1,2,1,1,3,5,4,3,4,1,36,31.0,neutral or dissatisfied
109404,Male,Loyal Customer,60,Business travel,Business,1723,1,1,1,1,1,2,4,5,5,5,5,3,5,1,0,0.0,satisfied
109405,Female,disloyal Customer,26,Business travel,Eco,451,2,3,2,4,5,2,5,5,1,2,3,4,3,5,3,0.0,neutral or dissatisfied
109406,Female,disloyal Customer,38,Business travel,Eco,533,4,3,4,2,5,4,5,5,1,5,1,3,2,5,16,12.0,satisfied
109407,Female,Loyal Customer,35,Personal Travel,Eco,356,3,5,3,3,3,3,3,3,3,4,4,3,5,3,0,0.0,neutral or dissatisfied
109408,Female,Loyal Customer,51,Personal Travel,Eco,337,2,2,2,4,2,4,4,5,5,2,5,1,5,3,9,0.0,neutral or dissatisfied
109409,Female,Loyal Customer,31,Business travel,Business,3428,0,4,0,1,2,2,2,2,3,3,1,1,5,2,0,0.0,satisfied
109410,Male,Loyal Customer,38,Business travel,Business,2409,5,5,5,5,2,3,3,4,4,4,4,2,4,4,0,0.0,satisfied
109411,Male,disloyal Customer,39,Business travel,Eco,387,2,0,2,4,3,2,3,3,1,4,3,2,4,3,0,0.0,neutral or dissatisfied
109412,Female,Loyal Customer,59,Business travel,Business,2704,2,2,2,2,5,4,3,2,2,2,2,1,2,2,0,0.0,neutral or dissatisfied
109413,Male,Loyal Customer,49,Business travel,Business,590,5,5,2,5,4,5,5,2,2,2,2,5,2,4,46,40.0,satisfied
109414,Female,Loyal Customer,49,Business travel,Business,3844,1,1,1,1,5,5,5,4,4,4,4,4,4,4,86,80.0,satisfied
109415,Female,Loyal Customer,50,Business travel,Business,3397,4,5,5,5,3,4,4,3,2,3,4,4,2,4,161,173.0,neutral or dissatisfied
109416,Male,Loyal Customer,43,Business travel,Eco,420,4,1,1,1,4,4,4,4,1,4,2,3,4,4,5,29.0,satisfied
109417,Male,Loyal Customer,41,Business travel,Business,114,4,4,4,4,5,5,5,5,5,5,5,4,5,5,0,0.0,satisfied
109418,Male,Loyal Customer,53,Business travel,Business,3057,1,1,1,1,4,5,5,5,5,5,5,4,5,4,0,0.0,satisfied
109419,Female,disloyal Customer,38,Business travel,Eco,240,3,3,3,4,1,3,1,1,3,4,4,3,4,1,5,2.0,neutral or dissatisfied
109420,Male,Loyal Customer,43,Personal Travel,Eco,395,3,3,3,3,1,3,1,1,5,3,3,3,3,1,1,0.0,neutral or dissatisfied
109421,Female,Loyal Customer,72,Business travel,Eco Plus,319,2,1,1,1,3,3,3,2,2,2,2,3,2,1,52,43.0,neutral or dissatisfied
109422,Male,Loyal Customer,29,Personal Travel,Eco,814,4,2,4,3,3,4,3,3,1,3,2,3,4,3,0,0.0,neutral or dissatisfied
109423,Female,Loyal Customer,70,Personal Travel,Eco,327,2,0,2,3,5,4,5,5,5,2,5,5,5,5,59,57.0,neutral or dissatisfied
109424,Male,Loyal Customer,41,Business travel,Eco,1892,3,4,5,4,2,3,2,2,3,1,4,1,4,2,0,0.0,neutral or dissatisfied
109425,Female,Loyal Customer,41,Personal Travel,Eco,1504,2,1,2,3,5,2,5,5,1,3,2,1,3,5,0,0.0,neutral or dissatisfied
109426,Female,Loyal Customer,43,Personal Travel,Eco Plus,261,2,3,2,2,3,3,4,5,5,2,5,1,5,2,1,5.0,neutral or dissatisfied
109427,Female,Loyal Customer,25,Business travel,Business,2073,2,2,2,2,4,4,4,4,5,3,5,5,4,4,0,0.0,satisfied
109428,Male,Loyal Customer,17,Business travel,Business,1723,4,4,4,4,3,3,3,3,5,5,3,4,4,3,2,3.0,satisfied
109429,Male,Loyal Customer,52,Business travel,Business,3176,3,3,3,3,2,4,5,5,5,4,5,5,5,4,6,0.0,satisfied
109430,Female,Loyal Customer,45,Business travel,Business,604,4,4,4,4,5,5,3,4,4,4,4,1,4,5,0,0.0,satisfied
109431,Male,disloyal Customer,22,Business travel,Business,825,0,4,0,5,3,0,3,3,4,2,4,4,5,3,0,0.0,satisfied
109432,Male,Loyal Customer,64,Personal Travel,Eco,358,3,4,3,5,5,3,5,5,5,4,4,4,5,5,1,0.0,neutral or dissatisfied
109433,Male,Loyal Customer,59,Business travel,Business,290,2,2,2,2,5,5,5,5,5,5,5,2,5,3,2,7.0,satisfied
109434,Male,Loyal Customer,38,Business travel,Eco,251,5,4,4,4,5,5,5,5,3,2,2,4,1,5,0,0.0,satisfied
109435,Female,Loyal Customer,18,Personal Travel,Eco,689,3,2,4,3,4,4,4,4,2,1,4,4,3,4,0,0.0,neutral or dissatisfied
109436,Male,Loyal Customer,68,Business travel,Eco,156,3,2,2,2,3,3,3,3,2,5,2,5,4,3,0,0.0,satisfied
109437,Male,Loyal Customer,59,Personal Travel,Eco,1211,1,0,1,3,4,1,4,4,4,2,5,3,4,4,0,0.0,neutral or dissatisfied
109438,Female,Loyal Customer,59,Business travel,Business,541,2,2,2,2,4,5,5,4,4,4,4,5,4,4,0,18.0,satisfied
109439,Female,Loyal Customer,53,Personal Travel,Eco,957,3,4,3,3,4,4,5,5,5,3,5,3,5,3,0,13.0,neutral or dissatisfied
109440,Female,Loyal Customer,50,Personal Travel,Eco,550,4,3,4,3,5,4,4,2,2,4,2,4,2,4,1,3.0,neutral or dissatisfied
109441,Male,Loyal Customer,52,Business travel,Business,1985,5,5,4,5,3,5,4,4,4,4,4,5,4,3,1,0.0,satisfied
109442,Female,Loyal Customer,27,Business travel,Business,1938,5,5,5,5,5,5,5,5,1,5,4,1,1,5,0,0.0,satisfied
109443,Female,Loyal Customer,32,Business travel,Business,3147,4,1,4,4,4,4,4,4,5,4,5,4,4,4,7,9.0,satisfied
109444,Male,Loyal Customer,50,Business travel,Eco,1132,4,4,3,3,4,4,4,2,5,1,1,4,4,4,284,286.0,neutral or dissatisfied
109445,Female,Loyal Customer,30,Business travel,Business,2611,5,5,5,5,3,3,3,3,1,3,3,1,5,3,15,0.0,satisfied
109446,Male,Loyal Customer,49,Personal Travel,Eco,1337,0,2,0,4,2,0,4,2,4,1,4,3,4,2,0,15.0,satisfied
109447,Female,disloyal Customer,21,Business travel,Eco,368,3,5,3,4,3,2,2,3,4,4,5,2,3,2,251,253.0,neutral or dissatisfied
109448,Female,Loyal Customer,39,Business travel,Eco,516,2,4,3,4,2,2,2,2,3,3,3,4,4,2,62,51.0,neutral or dissatisfied
109449,Female,Loyal Customer,63,Business travel,Eco,696,2,5,5,5,5,4,3,2,2,2,2,4,2,3,59,32.0,neutral or dissatisfied
109450,Male,disloyal Customer,34,Business travel,Eco,483,3,5,3,3,3,3,3,3,4,5,2,3,3,3,0,0.0,neutral or dissatisfied
109451,Female,disloyal Customer,36,Business travel,Eco Plus,986,2,2,2,4,5,2,5,5,4,5,4,1,4,5,0,7.0,neutral or dissatisfied
109452,Male,Loyal Customer,55,Business travel,Business,3584,2,2,2,2,5,1,1,2,2,2,2,3,2,3,0,0.0,neutral or dissatisfied
109453,Male,disloyal Customer,30,Business travel,Business,1096,0,0,0,1,1,0,1,1,4,5,5,5,4,1,3,0.0,satisfied
109454,Female,Loyal Customer,22,Business travel,Business,2880,2,2,2,2,5,5,5,5,5,5,4,4,4,5,0,0.0,satisfied
109455,Male,Loyal Customer,46,Business travel,Business,1766,4,4,4,4,4,4,4,5,5,5,5,4,5,5,56,53.0,satisfied
109456,Female,Loyal Customer,61,Personal Travel,Eco,1249,3,5,3,1,2,3,4,3,3,3,3,4,3,4,9,3.0,neutral or dissatisfied
109457,Female,disloyal Customer,27,Business travel,Eco Plus,328,5,5,5,2,3,5,3,3,3,4,3,1,4,3,0,0.0,satisfied
109458,Male,disloyal Customer,24,Business travel,Eco,756,5,5,5,4,3,5,5,3,4,5,5,4,4,3,7,2.0,satisfied
109459,Male,Loyal Customer,31,Business travel,Business,3025,4,1,4,4,1,2,1,1,3,4,5,4,5,1,41,31.0,satisfied
109460,Male,Loyal Customer,15,Personal Travel,Eco,597,3,3,4,4,2,4,2,2,1,1,4,4,3,2,0,0.0,neutral or dissatisfied
109461,Male,Loyal Customer,19,Personal Travel,Eco,731,3,4,3,3,3,3,3,3,4,4,4,2,3,3,0,0.0,neutral or dissatisfied
109462,Female,Loyal Customer,56,Personal Travel,Eco Plus,546,2,4,2,5,3,5,4,3,3,2,4,3,3,1,0,5.0,neutral or dissatisfied
109463,Female,Loyal Customer,51,Business travel,Business,2404,1,1,1,1,2,5,4,4,4,4,4,3,4,4,41,39.0,satisfied
109464,Male,disloyal Customer,34,Business travel,Eco,580,3,3,3,3,3,3,3,3,3,5,4,1,4,3,1,0.0,neutral or dissatisfied
109465,Male,Loyal Customer,51,Business travel,Business,2478,5,5,3,5,4,4,2,4,4,4,4,3,4,3,12,5.0,satisfied
109466,Female,disloyal Customer,23,Business travel,Business,296,5,0,5,2,4,5,4,4,5,3,4,5,4,4,0,0.0,satisfied
109467,Male,Loyal Customer,13,Personal Travel,Eco,2640,2,4,2,5,2,4,4,5,4,4,4,4,3,4,5,0.0,neutral or dissatisfied
109468,Male,Loyal Customer,50,Personal Travel,Business,314,1,4,1,2,4,4,5,3,3,1,3,4,3,4,0,0.0,neutral or dissatisfied
109469,Female,Loyal Customer,48,Personal Travel,Eco,967,1,5,1,3,3,4,5,2,2,1,2,3,2,5,52,61.0,neutral or dissatisfied
109470,Female,disloyal Customer,9,Business travel,Eco,1050,2,3,3,4,2,4,4,4,5,3,4,4,2,4,0,12.0,neutral or dissatisfied
109471,Female,Loyal Customer,70,Personal Travel,Eco,503,2,5,2,3,3,4,4,4,4,2,5,3,4,5,0,5.0,neutral or dissatisfied
109472,Female,disloyal Customer,56,Business travel,Eco,525,3,0,2,1,3,2,3,3,2,3,4,4,3,3,0,0.0,neutral or dissatisfied
109473,Male,Loyal Customer,38,Business travel,Business,1624,4,2,2,2,4,3,3,3,3,3,4,1,3,4,7,6.0,neutral or dissatisfied
109474,Female,Loyal Customer,40,Business travel,Eco,828,5,1,1,1,5,5,5,5,5,1,4,2,2,5,0,12.0,satisfied
109475,Female,Loyal Customer,66,Personal Travel,Eco,1068,2,5,2,4,3,5,5,4,4,2,1,4,4,4,0,0.0,neutral or dissatisfied
109476,Female,Loyal Customer,56,Business travel,Eco,236,1,3,3,3,4,3,3,2,2,1,2,2,2,1,0,0.0,neutral or dissatisfied
109477,Female,Loyal Customer,48,Business travel,Eco,223,4,4,4,4,5,4,2,4,4,4,4,3,4,1,0,0.0,satisfied
109478,Male,Loyal Customer,32,Business travel,Business,770,1,1,2,1,1,1,1,1,3,2,4,4,3,1,113,112.0,neutral or dissatisfied
109479,Female,disloyal Customer,21,Business travel,Business,651,3,4,3,3,2,3,2,2,1,3,4,1,3,2,2,1.0,neutral or dissatisfied
109480,Male,Loyal Customer,8,Personal Travel,Eco,861,2,4,2,3,4,2,4,4,4,3,4,3,5,4,0,0.0,neutral or dissatisfied
109481,Female,Loyal Customer,21,Business travel,Business,2486,4,4,4,4,3,4,3,3,5,4,3,4,4,3,0,0.0,satisfied
109482,Male,Loyal Customer,29,Personal Travel,Eco,341,4,5,4,4,2,4,2,2,4,4,4,5,4,2,0,0.0,satisfied
109483,Male,disloyal Customer,20,Business travel,Eco,639,1,2,1,3,4,1,4,4,4,1,3,4,4,4,0,0.0,neutral or dissatisfied
109484,Male,Loyal Customer,39,Business travel,Business,3661,4,5,4,4,4,5,4,4,4,4,4,5,4,3,6,7.0,satisfied
109485,Female,Loyal Customer,48,Business travel,Business,1797,1,1,1,1,4,3,4,4,4,4,4,3,4,5,24,27.0,satisfied
109486,Female,disloyal Customer,57,Business travel,Eco,262,3,3,3,2,5,3,4,5,1,5,2,2,2,5,0,0.0,neutral or dissatisfied
