Interaction_ID,User_ID,File_Type,Interaction_Type,Rating,Timestamp,Age,Gender,Subscription_Type,Title,Artist,Album,Genre,Release_Year,Lyrics,File_ID,Sentiment,Target
I04620,U0333,Audio,Listen,4,2025-08-28 11:30:30.420422,46,F,Premium,Audio_Song_228,Joni Mitchell,Album_43,Rock,2016,"Rolling in the deep, you had my heart inside of your hand",A228,0.5,1
I04621,U0313,Video,Share,5,2023-08-25 22:21:30.420422,43,Other,Free,Video_Song_1661,Sam Hunt,Album_34,Pop,2006,"You're simply the best, better than all the rest",V1661,-0.784,1
I04622,U0372,Audio,Skip,4,2024-04-28 05:22:30.420422,40,Other,Free,Audio_Song_56,Linkin Park,Album_56,Pop,2010,I get by with a little help from my friends,A056,-0.908,0
I04623,U0463,Audio,Like,5,2025-06-29 17:40:30.420422,31,M,Free,Audio_Song_1712,John Mayer,Album_15,Electronic,2022,"Hello from the other side, I must have called a thousand times",A1712,-0.476,1
I04624,U0452,Audio,Share,2,2025-08-20 22:55:30.420422,49,F,Premium,Audio_Song_1158,Charlie Puth,Album_60,Classical,1993,"It's a beautiful day, don't let it get away",A1158,-0.285,0
I04625,U0265,Video,Listen,2,2024-01-08 23:46:30.420422,29,M,Premium,Video_Song_2027,Stevie Nicks,Album_86,Jazz,2024,I just called to say I love you,V2027,-0.488,0
I04626,U0121,Video,Like,2,2023-08-05 09:04:30.420422,27,F,Free,Video_Song_633,Maroon 5,Album_69,Electronic,2013,"I will always love you, I will always love you",V633,-0.035,0
I04627,U0162,Video,Like,5,2024-02-21 01:48:30.420422,28,Other,Premium,Video_Song_1605,Fiona Apple,Album_9,Classical,2010,"Shake it off, shake it off",V1605,-0.512,1
I04628,410319,Audio,Share,1,2024-12-01 16:44:30.420422,51,F,Premium,Audio_Song_572,J. Cole,Album_24,Rock,2012,"Uptown funk you up, uptown funk you up",A572,-0.829,0
I04629,U0434,Video,Share,3,2025-03-06 09:03:30.420422,17,F,Free,Video_Song_2476,Bruce Springsteen,Album_95,Pop,2006,"Rolling in the deep, you had my heart inside of your hand",V2476,-0.21,0
I04630,U0233,Audio,Listen,3,2025-07-01 09:48:30.420422,15,F,Free,Audio_Song_986,Dua Lipa,Album_66,Classical,2012,"We will, we will rock you, we will, we will rock you",A986,0.257,0
I04631,U0419,Audio,Listen,1,2025-08-14 22:48:30.420422,44,M,Premium,Audio_Song_2129,Harry Styles,Album_55,Jazz,2023,"You're simply the best, better than all the rest",A2129,0.849,0
I04632,U0095,Video,Like,2,2023-03-04 01:12:30.420422,39,M,Premium,Video_Song_1552,Sam Smith,Album_28,Hip-Hop,1990,I just called to say I love you,V1552,-0.741,0
I04633,U0161,Audio,Share,4,2023-12-12 20:13:30.420422,41,F,Premium,Audio_Song_1190,Shawn Mendes,Album_24,Rock,2001,"All the single ladies, all the single ladies",A1190,0.466,1
I04634,U0162,Audio,Skip,4,2025-04-21 10:14:30.420422,28,Other,Premium,Audio_Song_2085,Whitney Houston,Album_44,Jazz,2009,"Beat it, beat it, no one wants to be defeated",A2085,-0.54,0
I04635,U0087,Audio,Share,1,2023-06-29 05:14:30.420422,39,M,Free,Audio_Song_1002,Linkin Park,Album_31,Rock,2005,"You're simply the best, better than all the rest",A1002,-0.97,0
I04636,U0113,Audio,Share,1,2024-11-03 08:17:30.420422,49,Other,Premium,Audio_Song_1095,Camila Cabello,Album_59,Pop,2025,"Uptown funk you up, uptown funk you up",A1095,-0.716,0
I04637,U0027,Video,Like,5,2024-09-19 06:59:30.420422,36,M,Premium,Video_Song_795,Nicki Minaj,Album_5,Pop,2005,"Sweet dreams are made of this, who am I to disagree?",V795,-0.152,1
I04638,U0054,Audio,Listen,5,2025-09-21 22:56:30.420422,32,F,Premium,Audio_Song_356,Rihanna,Album_35,Electronic,1996,"I want to hold your hand, I want to hold your hand",A356,-0.95,1
I04639,U0422,Audio,Like,4,2024-01-02 06:10:30.420422,16,F,Premium,Audio_Song_1411,Miley Cyrus,Album_21,Hip-Hop,1994,Hit me baby one more time,A1411,0.643,1
I04640,U0055,Audio,Skip,2,2025-07-02 04:57:30.420422,47,F,Free,Audio_Song_802,Charlie Puth,Album_95,Classical,2012,"Shake it off, shake it off",A802,-0.887,0
I04641,U0193,Audio,Skip,2,2023-10-06 05:11:30.420422,47,F,Premium,Audio_Song_837,Lizzo,Album_76,Pop,2006,Hit me baby one more time,A837,0.436,0
I04642,U0088,Audio,Listen,4,2023-03-21 09:38:30.420422,34,M,Free,Audio_Song_2014,Whitney Houston,Album_28,Classical,2001,"Livin' on a prayer, take my hand, we'll make it I swear",A2014,0.721,1
I04643,U0312,Audio,Share,4,2025-01-04 04:59:30.420422,34,M,Free,Audio_Song_72,Miley Cyrus,Album_33,Rock,2011,"Nothing else matters, never cared for what they do",A072,0.637,1
I04644,U0175,Audio,Like,5,2023-07-09 10:24:30.420422,35,M,Free,Audio_Song_974,Ed Sheeran,Album_90,Electronic,2017,"Let it be, let it be, let it be, let it be",A974,0.574,1
I04645,U0466,Audio,Skip,4,2024-06-11 07:44:30.420422,57,M,Free,Audio_Song_783,Bob Dylan,Album_35,Rock,2006,"I see a little silhouetto of a man, Scaramouche, Scaramouche",A783,-0.449,0
I04646,U0462,Audio,Share,5,2023-04-16 15:42:30.420422,30,M,Premium,Audio_Song_327,Bob Dylan,Album_39,Pop,2012,"I will always love you, I will always love you",A327,0.943,1
I04647,U0057,Video,Listen,4,2023-05-20 17:14:30.420422,23,F,Free,Video_Song_257,Kanye West,Album_15,Pop,2015,"You're simply the best, better than all the rest",V257,-0.733,1
I04648,U0163,Audio,Skip,2,2024-11-28 10:13:30.420422,29,F,Free,Audio_Song_1525,Queen,Album_11,Rock,2009,"I want to hold your hand, I want to hold your hand",A1525,-0.147,0
I04649,U0060,Video,Listen,1,2023-07-15 12:02:30.420422,36,M,Premium,Video_Song_1947,Linkin Park,Album_55,Electronic,2018,"Sweet dreams are made of this, who am I to disagree?",V1947,-0.198,0
I04650,U0262,Audio,Like,1,2023-08-22 03:28:30.420422,15,M,Premium,Audio_Song_549,Adele,Album_22,Jazz,2013,"Don't stop believin', hold on to that feeling",A549,0.659,0
I04651,U0131,Audio,Share,2,2025-09-20 02:42:30.420422,57,M,Premium,Audio_Song_1751,Cardi B,Album_40,Rock,1991,"You're simply the best, better than all the rest",A1751,0.696,0
I04652,U0352,Audio,Share,2,2025-05-28 10:48:30.420422,33,Other,Free,Audio_Song_1700,Drake,Album_73,Pop,2022,"Nothing else matters, never cared for what they do",A1700,-0.055,0
I04653,U0196,Audio,Listen,2,2023-10-22 21:42:30.420422,37,M,Premium,Audio_Song_863,Maroon 5,Album_37,Jazz,2009,"You're simply the best, better than all the rest",A863,-0.41,0
I04654,U0301,Audio,Skip,1,2023-02-06 17:51:30.420422,56,M,Premium,Audio_Song_788,Louis Armstrong,Album_46,Jazz,2009,"Beat it, beat it, no one wants to be defeated",A788,0.145,0
I04655,U0007,Audio,Listen,5,2024-11-24 07:15:30.420422,18,Other,Free,Audio_Song_1172,Post Malone,Album_43,Rock,2016,Hit me baby one more time,A1172,-0.681,1
I04656,U0067,Video,Like,3,2023-02-01 18:02:30.420422,36,Other,Free,Video_Song_170,Sia,Album_55,Classical,2010,"We will, we will rock you, we will, we will rock you",V170,0.536,0
I04657,U0451,Video,Like,5,2024-08-10 02:19:30.420422,52,F,Premium,Video_Song_1987,Red Hot Chili Peppers,Album_100,Classical,2010,"Let it be, let it be, let it be, let it be",V1987,-0.81,1
I04658,U0401,Audio,Like,2,2025-05-31 15:06:30.420422,32,M,Premium,Audio_Song_2497,Whitney Houston,Album_58,Electronic,1990,I just called to say I love you,A2497,0.05,0
I04659,U0038,Video,Like,1,2024-04-08 02:12:30.420422,43,F,Premium,Video_Song_2210,Shakira,Album_91,Hip-Hop,2021,"You're simply the best, better than all the rest",V2210,0.36,0
I04660,U0303,Video,Listen,2,2023-12-17 10:20:30.420422,52,F,Free,Video_Song_2343,Ed Sheeran,Album_51,Classical,2003,I get by with a little help from my friends,V2343,-0.507,0
I04661,U0449,Audio,Like,3,2024-03-25 02:15:30.420422,31,M,Free,Audio_Song_1514,Justin Bieber,Album_48,Electronic,2014,"Hello from the other side, I must have called a thousand times",A1514,-0.005,0
I04662,U0450,Video,Share,1,2024-04-08 23:13:30.420422,22,F,Free,Video_Song_44,Madonna,Album_65,Hip-Hop,1997,"Uptown funk you up, uptown funk you up",V044,-0.291,0
I04663,U0129,Audio,Listen,3,2024-02-26 07:59:30.420422,45,M,Free,Audio_Song_1128,Khalid,Album_84,Rock,2012,"Every breath you take, every move you make",A1128,-0.597,0
I04664,U0011,Video,Skip,4,2023-08-29 10:25:30.420422,51,Other,Premium,Video_Song_1202,Sam Smith,Album_44,Classical,1994,"Livin' on a prayer, take my hand, we'll make it I swear",V1202,0.725,0
I04665,U0062,Video,Like,5,2023-05-14 20:17:30.420422,30,M,Free,Video_Song_128,Imagine Dragons,Album_68,Jazz,2018,"Livin' on a prayer, take my hand, we'll make it I swear",V128,-0.312,1
I04666,U0265,Audio,Skip,1,2024-01-05 14:26:30.420422,29,M,Premium,Audio_Song_226,J. Cole,Album_71,Electronic,2024,"We will, we will rock you, we will, we will rock you",A226,-0.548,0
I04667,U0133,Video,Skip,5,2023-03-12 12:20:30.420422,31,Other,Premium,Video_Song_2210,Shakira,Album_91,Hip-Hop,2021,"You're simply the best, better than all the rest",V2210,0.36,0
I04668,U0296,Audio,Skip,2,2023-11-09 04:47:30.420422,32,F,Free,Audio_Song_1814,Nicki Minaj,Album_2,Rock,2008,"Shake it off, shake it off",A1814,0.653,0
I04669,U0313,Audio,Like,4,2024-04-13 02:22:30.420422,43,Other,Free,Audio_Song_2421,Linkin Park,Album_39,Jazz,2004,"Every breath you take, every move you make",A2421,-0.485,1
I04670,U0289,Video,Listen,3,2025-08-21 17:12:30.420422,45,M,Premium,Video_Song_1052,Paul McCartney,Album_48,Hip-Hop,1995,I get by with a little help from my friends,V1052,-0.105,0
I04671,U0422,Video,Listen,1,2025-07-26 21:25:30.420422,16,F,Premium,Video_Song_321,Halsey,Album_63,Rock,1995,"Rolling in the deep, you had my heart inside of your hand",V321,0.903,0
I04672,U0440,Audio,Skip,4,2025-04-07 19:15:30.420422,22,M,Free,Audio_Song_1038,Billie Eilish,Album_44,Classical,1995,"Don't stop believin', hold on to that feeling",A1038,0.543,0
I04673,U0383,Audio,Share,1,2023-05-17 16:52:30.420422,58,Other,Premium,Audio_Song_314,Celine Dion,Album_13,Jazz,2022,"Rolling in the deep, you had my heart inside of your hand",A314,0.178,0
I04674,U0358,Audio,Like,1,2025-06-11 21:10:30.420422,47,Other,Premium,Audio_Song_853,Shawn Mendes,Album_18,Classical,1994,"Nothing else matters, never cared for what they do",A853,0.674,0
I04675,U0467,Audio,Listen,4,2023-07-21 01:25:30.420422,40,Other,Free,Audio_Song_943,Ella Fitzgerald,Album_16,Hip-Hop,2014,"Beat it, beat it, no one wants to be defeated",A943,-0.704,1
I04676,U0248,Audio,Like,4,2023-05-30 06:59:30.420422,21,Other,Free,Audio_Song_972,Michael Jackson,Album_58,Jazz,2018,"I will always love you, I will always love you",A972,-0.442,1
I04677,U0030,Audio,Listen,5,2023-09-04 05:38:30.420422,36,M,Free,Audio_Song_955,Bob Marley,Album_18,Pop,2025,"Imagine there's no heaven, it's easy if you try",A955,0.294,1
I04678,U0253,Video,Skip,5,2024-01-01 02:22:30.420422,29,F,Free,Video_Song_847,Coldplay,Album_90,Electronic,2001,"We will, we will rock you, we will, we will rock you",V847,0.066,0
I04679,U0417,Video,Skip,2,2025-08-31 05:27:30.420422,50,Other,Free,Video_Song_292,Kanye West,Album_71,Electronic,1997,"I want to hold your hand, I want to hold your hand",V292,-0.414,0
I04680,U0127,Audio,Like,4,2025-06-17 16:37:30.420422,46,Other,Free,Audio_Song_1932,Dua Lipa,Album_30,Electronic,2005,"It's a beautiful day, don't let it get away",A1932,0.841,1
I04681,U0486,Audio,Listen,3,2024-07-09 15:58:30.420422,48,M,Free,Audio_Song_1163,Tina Turner,Album_45,Pop,2023,"Rolling in the deep, you had my heart inside of your hand",A1163,0.036,0
I04682,U0341,Audio,Share,3,2023-04-09 19:03:30.420422,48,M,Free,Audio_Song_1942,Selena Gomez,Album_88,Jazz,2012,"Here comes the sun, and I say, it's alright",A1942,0.106,0
I04683,U0168,Audio,Share,2,2025-08-19 11:37:30.420422,44,Other,Free,Audio_Song_1861,Post Malone,Album_96,Electronic,1995,"It's a beautiful day, don't let it get away",A1861,0.629,0
I04684,U0452,Video,Like,3,2023-03-14 18:37:30.420422,49,F,Premium,Video_Song_1034,Travis Scott,Album_83,Classical,2005,"I see a little silhouetto of a man, Scaramouche, Scaramouche",V1034,-0.633,0
I04685,U0406,Audio,Share,2,2023-09-14 09:06:30.420422,56,M,Free,Audio_Song_1995,Celine Dion,Album_51,Rock,2013,"I will always love you, I will always love you",A1995,0.76,0
I04686,U0470,Video,Listen,5,2023-11-22 09:16:30.420422,25,F,Free,Video_Song_1115,Freddie Mercury,Album_65,Hip-Hop,2008,"Rolling in the deep, you had my heart inside of your hand",V1115,0.914,1
I04687,U0279,Audio,Share,3,2025-08-08 06:15:30.420422,42,Other,Premium,Audio_Song_1360,Eminem,Album_49,Rock,1997,"Every breath you take, every move you make",A1360,-0.332,0
I04688,U0485,Audio,Like,1,2024-01-11 12:46:30.420422,24,M,Premium,Audio_Song_73,Fiona Apple,Album_16,Hip-Hop,1994,"Livin' on a prayer, take my hand, we'll make it I swear",A073,0.008,0
I04689,U0457,Video,Skip,3,2024-06-09 22:08:30.420422,29,M,Free,Video_Song_1678,Fiona Apple,Album_60,Rock,1998,"Every breath you take, every move you make",V1678,-0.595,0
I04690,U0406,Video,Skip,3,2024-03-19 13:47:30.420422,56,M,Free,Video_Song_1552,Sam Smith,Album_28,Hip-Hop,1990,I just called to say I love you,V1552,-0.741,0
I04691,U0445,Audio,Share,2,2023-11-07 09:35:30.420422,35,Other,Premium,Audio_Song_1913,Lil Nas X,Album_88,Classical,2019,"It's a beautiful day, don't let it get away",A1913,-0.617,0
I04692,U0036,Audio,Listen,5,2024-08-22 11:56:30.420422,41,M,Free,Audio_Song_220,U2,Album_63,Hip-Hop,2008,"We will, we will rock you, we will, we will rock you",A220,0.482,1
I04693,U0252,Audio,Like,3,2024-11-12 07:10:30.420422,50,M,Free,Audio_Song_83,Ed Sheeran,Album_92,Classical,2007,Is this the real life? Is this just fantasy?,A083,0.291,0
I04694,U0129,Audio,Like,5,2023-02-15 00:08:30.420422,45,M,Free,Audio_Song_1618,Taylor Swift,Album_34,Jazz,2018,"You're simply the best, better than all the rest",A1618,0.779,1
I04695,U0332,Audio,Listen,3,2024-08-09 09:49:30.420422,26,Other,Free,Audio_Song_2002,Post Malone,Album_3,Hip-Hop,2008,"Cause baby you're a firework, come on show 'em what you're worth",A2002,0.245,0
I04696,U0480,Video,Like,2,2023-01-03 22:33:30.420422,45,M,Premium,Video_Song_2241,Eminem,Album_39,Classical,1991,I get by with a little help from my friends,V2241,0.868,0
I04697,U0323,Video,Listen,5,2024-02-10 05:38:30.420422,51,M,Free,Video_Song_1596,Elvis Presley,Album_47,Pop,1992,"Nothing else matters, never cared for what they do",V1596,0.212,1
I04698,U0409,Audio,Like,2,2024-11-21 13:37:30.420422,31,Other,Free,Audio_Song_1171,David Bowie,Album_93,Rock,2012,"I see a little silhouetto of a man, Scaramouche, Scaramouche",A1171,-0.435,0
I04699,U0467,Video,Listen,5,2025-09-03 06:38:30.420422,40,Other,Free,Video_Song_1937,Bjork,Album_81,Pop,1992,"Don't stop believin', hold on to that feeling",V1937,-0.395,1
I04700,U0197,Video,Share,2,2023-12-01 15:44:30.420422,18,M,Free,Video_Song_513,OneRepublic,Album_94,Electronic,1994,Is this the real life? Is this just fantasy?,V513,-0.5,0
I04701,U0093,Video,Share,3,2023-01-27 16:53:30.420422,24,Other,Free,Video_Song_2298,Lil Nas X,Album_43,Rock,2017,"You're simply the best, better than all the rest",V2298,0.933,0
I04702,U0191,Video,Like,4,2023-03-28 07:22:30.420422,57,Other,Free,Video_Song_294,Maroon 5,Album_18,Jazz,2009,"Shake it off, shake it off",V294,0.205,1
I04703,U0337,Video,Skip,2,2023-07-24 02:39:30.420422,34,Other,Premium,Video_Song_445,Red Hot Chili Peppers,Album_75,Classical,2020,"It's a beautiful day, don't let it get away",V445,0.103,0
I04704,U0435,Video,Skip,3,2025-05-13 01:54:30.420422,40,F,Free,Video_Song_1671,Freddie Mercury,Album_88,Classical,2020,"I see a little silhouetto of a man, Scaramouche, Scaramouche",V1671,0.738,0
I04705,U0278,Video,Listen,5,2023-08-19 15:23:30.420422,55,F,Premium,Video_Song_550,Joni Mitchell,Album_2,Classical,2015,Hit me baby one more time,V550,-0.473,1
I04706,U0441,Audio,Like,2,2025-05-08 07:21:30.420422,18,F,Premium,Audio_Song_2211,Green Day,Album_49,Rock,2018,"Beat it, beat it, no one wants to be defeated",A2211,-0.856,0
I04707,U0136,Video,Like,1,2023-09-26 04:03:30.420422,49,Other,Free,Video_Song_1729,Whitney Houston,Album_73,Classical,1992,"Sweet dreams are made of this, who am I to disagree?",V1729,-0.11,0
I04708,U0094,Video,Skip,4,2023-02-03 04:43:30.420422,34,F,Premium,Video_Song_1531,Louis Armstrong,Album_42,Classical,1997,"It's a beautiful day, don't let it get away",V1531,-0.275,0
I04709,U0427,Audio,Share,3,2023-02-20 19:08:30.420422,37,M,Premium,Audio_Song_1414,Nirvana,Album_69,Electronic,2021,"Every breath you take, every move you make",A1414,-0.091,0
I04710,U0232,Audio,Skip,1,2024-07-18 10:11:30.420422,27,M,Free,Audio_Song_488,Khalid,Album_15,Electronic,2024,"Cause baby you're a firework, come on show 'em what you're worth",A488,0.817,0
I04711,U0184,Video,Skip,2,2023-07-23 13:18:30.420422,55,F,Premium,Video_Song_1597,Adele,Album_59,Pop,2002,"Livin' on a prayer, take my hand, we'll make it I swear",V1597,-0.341,0
I04712,U0405,Video,Listen,4,2024-09-17 21:36:30.421422,36,Other,Free,Video_Song_2026,Elton John,Album_58,Rock,2000,"I want to hold your hand, I want to hold your hand",V2026,-0.966,1
I04713,U0135,Audio,Skip,3,2023-01-17 10:17:30.421422,46,M,Premium,Audio_Song_2317,Cardi B,Album_46,Hip-Hop,2010,Is this the real life? Is this just fantasy?,A2317,-0.389,0
I04714,U0361,Video,Skip,3,2024-04-24 19:59:30.421422,15,F,Premium,Video_Song_719,Charlie Puth,Album_92,Jazz,2015,"Every breath you take, every move you make",V719,-0.069,0
I04715,U0110,Video,Like,2,2023-11-26 17:46:30.421422,19,M,Premium,Video_Song_857,Post Malone,Album_93,Rock,1993,"Livin' on a prayer, take my hand, we'll make it I swear",V857,-0.802,0
I04716,U0404,Audio,Share,5,2023-07-21 13:26:30.421422,43,Other,Free,Audio_Song_94,Coldplay,Album_31,Electronic,2004,"I can't get no satisfaction, I can't get no satisfaction",A094,0.346,1
I04717,U0064,Audio,Listen,5,2023-05-25 01:49:30.421422,45,F,Premium,Audio_Song_771,Freddie Mercury,Album_35,Electronic,2012,"I will always love you, I will always love you",A771,0.012,1
I04718,U0013,Video,Skip,1,2023-10-10 17:24:30.421422,30,M,Free,Video_Song_1254,Shakira,Album_45,Electronic,1991,"Livin' on a prayer, take my hand, we'll make it I swear",V1254,-0.678,0
I04719,U0228,Video,Like,4,2025-09-06 19:55:30.421422,20,F,Free,Video_Song_219,Michael Jackson,Album_32,Jazz,2009,I get by with a little help from my friends,V219,-0.336,1
I04720,U0498,Audio,Like,3,2023-09-11 13:06:30.421422,46,M,Premium,Audio_Song_1094,Bjork,Album_14,Hip-Hop,2020,"I can't get no satisfaction, I can't get no satisfaction",A1094,0.938,0
I04721,U0201,Video,Share,2,2025-05-17 22:18:30.421422,22,M,Premium,Video_Song_451,Stevie Nicks,Album_76,Hip-Hop,2023,"You're simply the best, better than all the rest",V451,0.64,0
I04722,U0398,Video,Share,4,2024-08-11 09:18:30.421422,42,M,Premium,Video_Song_1967,Sam Smith,Album_61,Pop,2013,"We will, we will rock you, we will, we will rock you",V1967,0.347,1
I04723,U0272,Video,Listen,1,2025-03-18 08:20:30.421422,51,Other,Free,Video_Song_480,Olivia Rodrigo,Album_40,Classical,2001,"Imagine there's no heaven, it's easy if you try",V480,-0.757,0
I04724,U0047,Video,Listen,3,2024-05-24 20:38:30.421422,53,F,Free,Video_Song_1904,Bruno Mars,Album_19,Jazz,2020,"Don't stop believin', hold on to that feeling",V1904,0.351,0
I04725,U0400,Audio,Listen,1,2024-11-16 22:51:30.421422,53,F,Premium,Audio_Song_1082,Mariah Carey,Album_60,Electronic,2007,"You're simply the best, better than all the rest",A1082,0.486,0
I04726,U0143,Video,Like,5,2023-10-03 10:25:30.421422,23,F,Premium,Video_Song_1437,Taylor Swift,Album_67,Classical,2008,"Nothing else matters, never cared for what they do",V1437,0.961,1
I04727,U0451,Video,Share,2,2025-06-04 11:34:30.421422,52,F,Premium,Video_Song_581,Mariah Carey,Album_14,Classical,2001,"Don't stop believin', hold on to that feeling",V581,-0.839,0
I04728,U0261,Audio,Like,5,2023-02-02 18:07:30.421422,15,F,Free,Audio_Song_26,Rihanna,Album_28,Pop,1999,"I can't get no satisfaction, I can't get no satisfaction",A026,0.006,1
I04729,U0389,Audio,Like,1,2024-06-11 23:14:30.421422,22,Other,Premium,Audio_Song_1180,Tina Turner,Album_6,Pop,2004,Is this the real life? Is this just fantasy?,A1180,-0.32,0
I04730,U0301,Video,Share,4,2025-07-27 21:39:30.421422,56,M,Premium,Video_Song_2311,Bruce Springsteen,Album_93,Rock,2009,Hit me baby one more time,V2311,-0.671,1
I04731,U0089,Audio,Share,5,2024-06-02 01:55:30.421422,52,Other,Premium,Audio_Song_2422,Metallica,Album_80,Electronic,2016,"Every breath you take, every move you make",A2422,0.273,1
I04732,U0356,Video,Like,5,2024-09-21 11:26:30.421422,32,F,Free,Video_Song_219,Michael Jackson,Album_32,Jazz,2009,I get by with a little help from my friends,V219,-0.336,1
I04733,U0475,Video,Listen,4,2023-07-21 18:57:30.421422,44,Other,Free,Video_Song_2094,Miley Cyrus,Album_80,Classical,2016,"All the single ladies, all the single ladies",V2094,-0.091,1
I04734,U0475,Video,Like,1,2025-04-17 09:48:30.421422,44,Other,Free,Video_Song_2313,Shakira,Album_78,Hip-Hop,2001,"We will, we will rock you, we will, we will rock you",V2313,-0.114,0
I04735,U0474,Audio,Share,1,2024-01-01 09:34:30.421422,33,F,Free,Audio_Song_656,John Mayer,Album_87,Pop,2021,"We will, we will rock you, we will, we will rock you",A656,-0.483,0
I04736,U0499,Video,Skip,3,2024-10-01 09:25:30.421422,19,Other,Free,Video_Song_263,Rihanna,Album_76,Jazz,1990,"I see a little silhouetto of a man, Scaramouche, Scaramouche",V263,0.024,0
I04737,U0398,Video,Like,4,2025-03-20 15:08:30.421422,42,M,Premium,Video_Song_2412,Dua Lipa,Album_56,Pop,1991,I just called to say I love you,V2412,-0.888,1
I04738,U0110,Audio,Like,1,2024-01-20 02:56:30.421422,19,M,Premium,Audio_Song_755,The Weeknd,Album_92,Pop,2024,"Cause baby you're a firework, come on show 'em what you're worth",A755,-0.568,0
I04739,U0321,Audio,Share,4,2024-04-17 03:16:30.421422,35,M,Premium,Audio_Song_1426,Linkin Park,Album_87,Pop,2015,"Cause baby you're a firework, come on show 'em what you're worth",A1426,-0.252,1
I04740,U0474,Video,Listen,2,2023-05-30 09:06:30.421422,33,F,Free,Video_Song_556,Lady Gaga,Album_39,Classical,1999,"I see a little silhouetto of a man, Scaramouche, Scaramouche",V556,-0.319,0
I04741,U0172,Video,Listen,3,2024-06-19 08:20:30.421422,19,F,Premium,Video_Song_1991,Dr. Dre,Album_16,Rock,1993,"Uptown funk you up, uptown funk you up",V1991,-0.881,0
I04742,U0237,Video,Like,4,2025-09-19 18:40:30.421422,47,F,Premium,Video_Song_162,Billie Eilish,Album_26,Electronic,2020,"It's a beautiful day, don't let it get away",V162,0.968,1
I04743,U0292,Audio,Skip,5,2023-06-27 22:10:30.421422,49,M,Free,Audio_Song_711,Whitney Houston,Album_29,Electronic,1993,I get by with a little help from my friends,A711,0.215,0
I04744,U0274,Video,Skip,2,2023-04-10 13:06:30.421422,45,M,Premium,Video_Song_1422,Billie Eilish,Album_63,Pop,1993,"I can't get no satisfaction, I can't get no satisfaction",V1422,0.209,0
I04745,U0215,Video,Skip,1,2024-07-28 23:33:30.421422,53,F,Free,Video_Song_674,Stevie Wonder,Album_31,Hip-Hop,1991,"Livin' on a prayer, take my hand, we'll make it I swear",V674,0.833,0
I04746,U0328,Audio,Share,3,2024-03-02 15:37:30.421422,37,Other,Premium,Audio_Song_2303,Bjork,Album_62,Jazz,2004,"Don't stop believin', hold on to that feeling",A2303,0.18,0
I04747,U0178,Audio,Share,1,2024-09-07 00:22:30.421422,23,F,Premium,Audio_Song_1043,Prince,Album_41,Jazz,2024,I get by with a little help from my friends,A1043,-0.979,0
I04748,U0093,Video,Listen,4,2023-04-24 02:06:30.421422,24,Other,Free,Video_Song_2445,Megan Thee Stallion,Album_89,Rock,2021,Hit me baby one more time,V2445,0.429,1
I04749,U0044,Audio,Skip,5,2024-07-27 18:28:30.421422,16,M,Premium,Audio_Song_2074,Adele,Album_75,Jazz,2009,"Hello from the other side, I must have called a thousand times",A2074,-0.127,0
I04750,U0186,Video,Like,4,2025-08-25 13:12:30.421422,24,M,Premium,Video_Song_1104,Kanye West,Album_45,Classical,2001,"Hello from the other side, I must have called a thousand times",V1104,0.367,1
I04751,U0340,Audio,Share,4,2023-01-21 07:56:30.421422,59,M,Premium,Audio_Song_747,Taylor Swift,Album_62,Classical,1997,"Here comes the sun, and I say, it's alright",A747,0.693,1
I04752,U0209,Video,Skip,3,2024-11-23 01:04:30.421422,36,M,Premium,Video_Song_2386,Miley Cyrus,Album_84,Pop,2012,"I see a little silhouetto of a man, Scaramouche, Scaramouche",V2386,-0.499,0
I04753,U0300,Audio,Share,5,2025-08-16 14:48:30.421422,20,Other,Free,Audio_Song_866,Charlie Puth,Album_57,Pop,2003,"It's a beautiful day, don't let it get away",A866,-0.77,1
I04754,U0001,Audio,Skip,5,2023-02-01 17:42:30.421422,59,F,Premium,Audio_Song_998,James Brown,Album_56,Rock,2006,"It's a beautiful day, don't let it get away",A998,0.902,0
I04755,U0463,Audio,Listen,2,2023-02-04 21:17:30.421422,31,M,Free,Audio_Song_1590,Prince,Album_31,Pop,2015,"Cause baby you're a firework, come on show 'em what you're worth",A1590,0.081,0
I04756,U0327,Audio,Share,1,2023-11-24 04:56:30.421422,33,M,Free,Audio_Song_1531,Billie Eilish,Album_11,Electronic,2011,"All the single ladies, all the single ladies",A1531,-0.204,0
I04757,U0078,Video,Skip,2,2025-07-16 03:48:30.421422,37,Other,Free,Video_Song_1652,Queen,Album_31,Classical,2007,"Let it be, let it be, let it be, let it be",V1652,0.864,0
I04758,U0258,Video,Like,5,2025-03-19 00:15:30.421422,47,M,Premium,Video_Song_64,Amy Winehouse,Album_74,Classical,2002,"Hello from the other side, I must have called a thousand times",V064,-0.252,1
I04759,U0264,Audio,Listen,4,2025-05-16 22:12:30.421422,35,Other,Premium,Audio_Song_387,Olivia Rodrigo,Album_65,Pop,2025,"I want to hold your hand, I want to hold your hand",A387,0.556,1
I04760,U0220,Audio,Like,2,2024-11-06 08:32:30.421422,55,M,Free,Audio_Song_218,Aretha Franklin,Album_3,Classical,2024,"You're simply the best, better than all the rest",A218,0.572,0
I04761,U0138,Video,Listen,1,2024-09-07 09:53:30.421422,59,Other,Free,Video_Song_304,Kanye West,Album_62,Pop,2013,"Every breath you take, every move you make",V304,0.017,0
