DBA Name,Facility Type,Risk,Address,Zip,Inspection Date,Inspection Type,Results,Violations
ONE NORTH,Restaurant,Risk 1 (High),1 N WACKER DR ,60606.0,03/27/2017,Canvass Re-Inspection,Fail,"14. PREVIOUS SERIOUS VIOLATION CORRECTED, 7-42-090 - Comments: Found previous serious violation #18 not corrected from report # 1723223, dated 3/20/17. Must corrected the following serious violation:
#18  Found revolving (exterior) doors in front of restaurant not rodent proof. Found 1/2- 5 inch gaps in bottoms of doors. All exterior doors must be tight fitting to prevent pest entry. Must repair and maintain. Serious violation 7-38-020.

Critical violation 7-42-090. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: Found aluminum foil used as a liner on cooking equipment in front prep area. Must remove. All surfaces must be smooth and easily cleanable. Must maintain same.  | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: Found large gaps in between tiles on floor around ice machine in kitchen. Must re-grout this area to make floor smooth and easily cleanable. Must maintain same.  | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: Found a hole in the wall above the utility sink in rear of kitchen. Must repair to prevent pest entry. Must maintain same.  | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: Found 3 compartment sink faucet near dish machine in disrepair. When water is turned on left faucet, loud banging can be heard. Water pressure is very strong. Must repair to provide adequate city pressure. Found coffee machine and tea machine without backflow prevention devices in front prep area. Must install and maintain. Found left washbowl sink in disrepair, in men's restroom. Sensor faucet does not provide 15 seconds of continuous flow or adequate water pressure. Must correct sensor/water pressure to provide adequate flow on washbowl sink. Must maintain same.  | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: See violation #14. "
FRONT YARD JERK GRILLE,Restaurant,Risk 1 (High),74 E 71ST ST ,60619.0,03/24/2017,Canvass,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST CLEAN THE EXTERIOR SURFACES OF THE COOKING EQUIPMENT. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST CLEAN FLOORS THROUGHOUT KITCHEN UNDER AROUND AND BEHIND COOKING AND OTHER EQUIPMENT TO REMOVE GREASE AND DIRT. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST CLEAN THE WALLS BEHIND AND AROUND COOKING EQUIPMENT AND PREP TABLES.  CLEAN THE VENTS ABOVE THE COOKING EQUIPMENT IN THE HOODED SYSTEM."
VILLA PALERMO INC,Restaurant,Risk 1 (High),2154 W DEVON AVE ,60659.0,03/24/2017,Complaint,Pass w/ Conditions,"19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: NOTED OUTSIDE GREASE CONTAINER ENCRUSTED WITH GREASE ON TOP, LID, LIPS AND DRIPPING ON THE SIDE DOWN TO THE GROUND. MANAGER IMMEDIATELY HAD EMPLOYEES START CLEANING THE CONTAINER.
SERIOUS VIOLATION #7-38-012 | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: NOTED LEAKING HANDLE OF WATER FAUCET AT THE 3 COMPARTMENT SINK. INSTRUCTED TO REPAIR AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: NOTED DUSTY AND DIRTY FANS AND CEILING INSIDE THE WALK IN COOLERS. INSTRUCTED TO CLEAN AND MAINTAIN. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: NOTED TORN RUBBER GASKET AT DOOR OF WALK IN COOLER BY THE PIZZA OVEN. INSTRUCTED TO REPAIR AND MAINTAIN AND/OR REPLACE. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: INSTRUCTED TO CLEAN FLOORS ALONG WALL BASE AND UNDERNEATH EQUIPMENT ESPECIALLY AT THE PREP AREA."
ST. BENEDICT ELEMENTARY SCHOOL,School,Risk 1 (High),3920 N LEAVITT ST ,60618.0,03/24/2017,Canvass,Pass,"40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: SOME THERMOMETERS MISSING IN PRE-K ROOMS REACH IN COOLERS. INSTRUCTED MANAGER TO PROVIDE THEROMETERS FOR ALL COOLERS. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST DETAIL CLEAN FLOOR THROUGHOUT SCHOOL HALLWAYS AND ALL WASHROOMS."
BADERBRAU BREWING COMPANY,Restaurant,Risk 2 (Medium),2513-2517 S WABASH AVE ,60616.0,03/24/2017,License,Pass,38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: LAST WASHBOWL IN 2ND FLOOR WOMENS WASHROOM NEEDS REPAIR.
ST. BENEDICT HIGH SCHOOL,School,Risk 1 (High),3900 N LEAVITT ST ,60618.0,03/24/2017,Canvass,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED FOOD BUILD UP ON ONE VENTILATION HOOD FILTER. MUST CLEAN AND MAINTAIN HOOD FILTER. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: 3-COMPARTMENT SINK LEFT SIDE COMPARTMENT DRAIN PIPE LEAKING AROUND DRAIN HANDLE BASE. MUST REPAIR AND MAINTAIN 3-COMPARTMENT SINK. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST DETAIL CLEAN FLOOR THROUGHOUT SCHOOL HALLWAYS AND WASHROOMS."
LAGRANJA RESTAURANT INC.,Restaurant,Risk 1 (High),3047 N CICERO AVE ,60641.0,03/24/2017,Canvass,Fail,"29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: PREVIOUS MINOR VIOLATION NOT CORRECTED FROM REPORT # 19653929, DATED 9/27/16. #34- Found cracked floor in the hallway behind counter, in doorway of hall that leads to kitchen. Must repair/replace. Must maintain all. SERIOUS VIOLATION 7-42-090. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: FOUND FROZEN FOODS STORED ON A GROCERY BAG. INSTRUCTED TO REPLACE FROZEN FOODS IN FOOD GRADE STORAGE BAG. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: LABEL AND DATE ALL READY TO EAT POTENTIALLY HAZARDOUS FOODS INSIDE THE REACH IN COOLER S AND MAINTAIN. | 45. FOOD HANDLER REQUIREMENTS MET - Comments: TWO MORE EMPLOYEES HAD NO IDPH FOOD HANDLERS CERTIFICATE. MUST PROVIDE NEXT ROUTINE INSPECTION.  | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: ICE SCOOP MUST BE STORED ON A SEPARATE CONTAINER TO PREVENT POSSIBLE CONTAMINATION. | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: MUST RE ADJUST THE SELF CLOSER DEVICE ON THE MEN'S WASHROOM DOOR, NOT CLOSING ALL THE WAY."
PHO NUMBER 1- VIETNAMESE CUISINE LLC,Restaurant,Risk 1 (High),5914 W LAWRENCE AVE ,60630.0,03/24/2017,Complaint Re-Inspection,Pass,"13. NO EVIDENCE OF RODENT OR INSECT INFESTATION, NO BIRDS, TURTLES OR OTHER ANIMALS - Comments: CORRECTED (NO EVIDENCE OF RAT ACTIVITY ON PREMISES AT THIS TIME, ALL HOLES HAS BEEN SEALED). | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: CORRECTED | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CORRECTED | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CORRECTED | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: CORRECTED | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: CORRECTED | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: CORRECTED"
PARADISE SUPERMARKET INC,Grocery Store,Risk 2 (Medium),8101 S COTTAGE GROVE AVE ,60619.0,03/24/2017,Canvass,Out of Business,
BISTRO CAMPAGNE,Restaurant,Risk 1 (High),4518 N LINCOLN AVE ,60625.0,03/24/2017,Canvass,Fail,"16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: FOOD (ICE) NOT PROTECTED DURING STORAGE INSIDE OF THE ICE MACHINE. OBSERVED BLACK SLIMY SUBSTANCES ON INTERIOR WATER COMPONENTS OF THE ICE MACHINE--ICE IS BEING USED FOR HUMAN CONSUMPTION. MANAGEMENT INSTRUCTED TO TURN OFF MACHINE,REMOVE ICE AND HAVE INTERIOR OF ICE MACHINE CLEANED AND SANITIZED AND MAINTAINED.ALSO,FOUND STORING IN USE KITCHEN MULTI-USE EMPTY PLASTIC CONTAINERS/LIDS USED FOR FOOD STORAGE ON SHELVINGS LOCATED IN THE REAR IN AN OPEN EXPOSED PORCH AREA NOT PROTECTED FROM DUST,DIRT,DEBRI ELEMENTS,PUBLIC CONTAMINATION ETC.INSTRUCTED TO REMOVE FROM THESE AREAS INTO THE PREMISES FOR PROPER STORAGE.
SERIOUS VIOLATION 7-38-005(A).   | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED EVIDENCE OF RODENT DROPPINGS,APPROXIAMTELY 20 IN A CLUTTERED BASEMENT CRAWLSPACE AREA BENEATH THE STAIRCASE AND FRONT DOOR TO THE PREMISES NOT RODENT-PROOFED APPROXIMATELY 1/4' INCH MODE OF ENTRY AT THE BOTTOM LEFT CORNER.INSTRUCTED TO DETAIL CLEAN AND SANITIZE ALL AFFECTED AREAS AND MAKE DOOR TIGHT FITTING ALL ACROSS THE BOTTOM TO PREVENT PEST ENTRY AND PEST CONTROL SERVICE IS NOW RECCOMENDED.
SERIOUS VIOLATION 7-38-020. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS ALONG WALLS AND IN ALL CORNERS REQUIRE A DETAIL CLEANING AND REPLACE BROKEN FLOOR TILES IN FRONT OF THE DISHWASHING 3 COMPARTMENT SINKA AREA AND MAINTAIN. | 19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: OBSERVED OUTSIDE GARBAGE DUMPSTER NOT MAINTAINED,NOT RODENT-PROOFED,APPROXIMATELY 2' INCH HOLES ON LID OF SAID OUTSIDE GARBAGE DUMPSTER.INSTRUCTED TO NOTIFY THE GARBAGE DISPOSAL COMPANY FOR SERVICE ON LID AND MAINTAIN DUMPSTER RODENT PROOFED TO PREVENT PEST ENTRY.SERIOUS VIOLATION 7-38-020. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: INSTRUCTED TO REPAIR/REPLACE RUSTY SHELVINGS INSIDE THE BASEMENT WALK-IN-COOLER USING A NON-TOXIC FINISH AND MAINTAIN.
INSTRUCTED TO REPLACE TORN GASKETS AT THE 3 DOOR KITCHEN SALAD COOLER AND MAINTAIN.
INSTRUCTED TO INSTALL A SPLASHGUARD AT THE LEFT SIDE OF THE KITCHEN EXPOSED HANDSINK AND MAINTAIN.
INSTRUCTED TO PROVIDE A DRAIN BOARD FOR THE DISHWASHING 3 COMPARTMENT SINK  AREA AND MAINTAIN. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: INSTRUCTED TO DETAIL CLEAN FAN COVERS IN WALK-IN-COOLER AND KITCHEN SHELVINGS THROUGHOUT REMOVE DUSTS ACCUMULATIONS AND REMOVE GREASE BUILD-UP FROM SIDES OF HOT COOKING EQUIPMENTS AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: WALLS IN POOR REPAIR, HOLES IN WALLS, BROKEN PLASTER, AND CHIPPING BRICK WALL, FIRST FLOOR AND BASEMENT AREAS, INSTRUCTED TO REPAIR,ALL SURFACES MUST BE SMOOTH AND EASILY CLEANABLE AND MAINTAIN. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: INSTRUCTED TO REPAIR/REPLACE EXHAUST VENTILATION INSIDE ONE OF THE  CUSTOMERS TOILET ROOM AND INSTALL VISIBLE BACKFLOW PREVENTION DEVICES FOR THE COFFEE EXPRESSO MACHINE AND AT WATER LINE OF THE ICE MACHINE. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: INSTRUCTED TO PROPERLY STORE,INVERT ALL CLEAN KITCHEN MULTI-USE UTENSILS (HANDLES-UP) TO PREVENT CONTAMINATION BEFORE USE AND MAINTAIN. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: INSTRUCTED TO LABEL ALL BULK FOOD CONTAINERS INSIDE THE BASEMENT DRY STORAGE ROOM AND MAINTAIN."
ILLINOIS BAR & GRILL,Restaurant,Risk 1 (High),5700 S CICERO ,60638.0,03/24/2017,Complaint,Pass,38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: MISSING STOPPERS FOR 3-COMPARTMENT SINK. INSTD TO PROVIDE PROPER STOPPERS.
PARADISE GROCERY INC.,Grocery Store,Risk 2 (Medium),8101 S COTTAGE GROVE AVE ,60619.0,03/24/2017,License,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST PROVIDE A DRAINBOARD ATTACHMENT TO OR ABOVE THE THREE COMP SINK.
THE RUBBER GASKET AT THE TWO DOOR FREEZER IN THE STORAGE ROOM IS LOOSE; REPAIR OR REPLACE GASKET ON THE RIGHT SIDE DOOR OF THE TWO DOOR FREEZER. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST CLEAN AND MAINTAIN THE FOLLOWING:  THE MEAT GRINDER INSIDE OF THE WALK-IN COOLER, MEAT SLICER ON THE PREP TABLE, COOKING EQUIPMENT EXTERIOR SURFACES TO REMOVE GREASE AND THE INTERIOR BOTTOM OF THE FRYERS TO REMOVE GREASE, CLEAN THE TOP OF THE STOVE TO REMOVE STAINS FROM COOKING, CLEAN THE UNUSED EQUIPMENT STORED INSIDE OF THE WALK-IN COOLER, CLEAN OR PAINT THE RUSTY SHELVES INSIDE OF THE WALK-IN COOLER AND PAINT THE TOPS OF THE DEEP FREEZERS TO COVER RUST STAINS. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST CLEAN FLOORS IN THE CORNER AREAS OF THE STORAGE ROOM TO REMOVE DIRT.  CLEAN FLOOR IN THE BUTCHER/COOKING AREA TO REMOVE GREASE UNDERNEATH THE COOKING EQUIPMENT.  CLEAN FLOOR INSIDE OF THE WALK-IN COOLER. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED A SMALL HOLE AND A SMALL SECTION OF THE CEILING IN THE STORAGE ROOM IN NEED OF REPAIR; SEAL HOLE AND REPAIR CEILING WHERE NEEDED.
OBSERVED RUST ON THE INTERIOR DOOR OF THE WALK-IN COOLER; PAINT DOOR TO COVER RUST. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: FOUND NO UTILITY SINK ON PREMISES FOR THE DISPOSAL OF WASTE WATER; MUST INSTALL A UTILITY SINK WITH HOT AND COLD RUNNING WATER AND A BACKFLOW PREVENTOR DEVICE ATTACHED TO THE WATER LINE."
CHIPOTLE MEXICAN GRILL#2768,Restaurant,Risk 1 (High),806 W 63RD ST ,60621.0,03/24/2017,Complaint,Pass w/ Conditions,"3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: WHITE BEANS-131.6, BEANS-128.7F, CHICKEN-130.3F, CUT LEAFY GREENS-46.9F & 48.8F, PULLED PORK-133.2F. ALL HOT POTENTIALLY HAZARDOUS FOODS MUST BE HELD AT 140 DEGREES OR ABOVE UNTIL SERVED. ALL COLD POTENTIALLY HAZARDOUS FOODS MUST BE HELD AT 40 DEGREES OR BELOW UNTIL SERVED.MUST DOCUMENT TEMPERATURES ON PRODUCTS THAT HAVE BEEN TAKEN OUT OF REFRIGERATION AND PREPPED IN ORDER TO KEEP UP WITH TIME FRAME ALLOWED TO GET BACK DOWN TO REQUIRED TEMPERATURES. ALL PRODUCTS FOUND AT IMPROPER TEMPERATURES DISCARDED. CRITICAL VIOLATION 7-38-005(A)."
CARDONA'S,Restaurant,Risk 1 (High),3537 W LAWRENCE AVE ,60625.0,03/24/2017,Canvass Re-Inspection,Pass,"22. DISH MACHINES: PROVIDED WITH ACCURATE THERMOMETERS, CHEMICAL TEST KITS AND SUITABLE GAUGE COCK - Comments: VIOLATION CORRECTED.CHLORINE CHEMICAL TEST KIT NOW PROVIDED AND MAINTAINED. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CORRECTED. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CORRECTED. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: CORRECTED. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: CORRECTED."
KINGS  GYROS #2,Restaurant,Risk 1 (High),5233 N MILWAUKEE AVE ,60630.0,03/24/2017,Canvass Re-Inspection,Fail,"16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: CORRECTED (INTERIOR OF ICE MACHINE HAS BEEN CLEANED). | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: CORRECTED | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CORRECTED | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CORRECTED | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: CORRECTED | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST RE GROUT FLOOR TILES WITH DEEP SEAMS IN FRONT OF ICE MACHINE IN REAR PREP AREA. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: INSTRUCTED TO REPLACE MISSING LIGHT SHIELD ABOVE FRONT PREP/COOKING AREA. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: MANAGER SENT AN EMAIL TO CDPH FOR AN EXTENSION OF FRONT DOOR REPLACEMENT DURING INSPECTION. (PROPOSAL ON SITE DATED 03-22-17, WILL BE DONE BY 04-07-2017)."
CATALYST MARIA,School,Risk 1 (High),6727 S CALIFORNIA AVE ,60629.0,03/20/2017,Canvass,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED THE #10 CAN OPENER NO CLEAN, INSTRUCTED TO CLEAN AND SANITIZE. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED THE WALLS AND CEILING IN THE WALK-IN COOLER NOT CLEAN, INSTRUCTED TO CLEAN."
Canter Middle,School,Risk 2 (Medium),4959 S Blackstone (1500E) ,60615.0,03/24/2017,Canvass,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: BOILER ROOM DOORS NOT RODENT PROOFED, 1' GAP ON BOTTOM LEFT SIDE OF SINGLE DOOR, 1/4' GAP ON BOTTOM OF RIGHT DOOR IN ELECTRICAL ROOM. INSTRUCTED MANAGER TO SEAL ALL OUTER OPENINGS ON DOORS TO PREVENT PEST ENTRY. SERIOUS VIOLATION 7-38-020 | 26. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, PROPERLY DESIGNED AND INSTALLED - Comments: OBSERVED NO HOT/TEMPERED(85F) WATER AT WASHBOWLS IN FIRST, SECOND, AND THIRD FLOOR, BOYS, GIRLS, AND STAFF WASHROOMS. INSTRUCTED MANAGER TO PROVIDE HOT/TEMPERED WATER AT  ALL WASHBOWLS FOR PROPER HAND WASHING. SERIOUS VIOLATION 7-38-030 | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN FLOORS UNDER ALL EQUIPMENT, ALONG WALLS AND IN ALL CORNERS IN ALL STORAGE AND UTILITY CLOSET AREAS. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: PROVIDE ADEQUAETE LIGHTING IN WALK-IN COOLER. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: REMOVE ALL UNUSED ARTICLES AND EQUIPMENT IN STORAGE ROOM 112 TO PREVENT PEST HARBORAGE."
BRU COFFEE HOUSE,Restaurant,Risk 2 (Medium),1562 N MILWAUKEE AVE ,60622.0,03/24/2017,Complaint,Pass w/ Conditions,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: COLD-HOLDING REFRIGERATION UNIT ON THE FOOD LINE UNABLE TO MAINTAIN TEMPERATURE OF 40F OR LESS AT TIME OF INSPECTION: REFRIGERATION UNIT WAS 50F BY MY THERMOMETER AND 50F BY THEIR INTERNAL THERMOMETER. REFRIGERATION UNIT WAS TAGGED AND CANNOT BE USED UNTIL RE-INSPECTED BY CDPH. ALL POTENTIALLY HAZARDOUS FOOD ITEMS STORED IN SAID COOLER THAT WERE ABOVE 40F WERE DISCARDED (SEE VIOLATION #3). CRITICAL VIOLATION 7-38-005A | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: OBSERVED POTENTIALLY HAZARDOUS FOODS IN THE COLD-HOLDING REFRIGERATION UNABLE TO MAINTAIN PROPER TEMPERATURE OF 40F OR LESS: FOUND TURKEY DELI MEAT AT 52.3F, HAM DELI MEAT AT 51.4F, CONTAINER OF MAYONNAISE AT 55.3F, 2 CONTAINERS OF HUMMUS AT 49.7F, CHICKEN BREAST AT 51.2F, JAR OF PESTO AT 53.2F, SLICED TOMATOES AT 50.2F, SLICED CUCUMBER AT 50.2F, AND VARIOUS CHEESES AT 53F. MANAGER VOLUNTARILY DISCARDED 20# OF FOOD WORTH $100. CRITICAL VIOLATION 7-38-005A | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: NO CITY OF CHICAGO CERTIFIED FOOD MANAGER OR CERTIFICATE ONSITE WHILE SERVING POTENTIALLY HAZARDOUS FOODS I.E. DELI MEATS, EGGS, CHICKEN, ETC. AT LEAST ONE CERTIFIED FOOD MANAGER MUST BE ON DUTY DURING ALL TIMES POTENTIALLY HAZARDOUS FOOD IS PREPARED, HANDLED, AND SERVED. SERIOUS VIOLATION 7-38-012 | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: INSTRUCTED TO REPLACE THE RIPPED GASKETS AROUND THE DOORS OF THE COLD-HOLDING UNIT AND 1-DOOR REACH-IN COOLER ON THE LINE AND MAINTAIN. "
