age,workclass,education,education-num,occupation,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
36,Private,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,<=50K
23,Self-emp-not-inc,11th,7,Craft-repair,White,Male,0,0,50,Mexico,<=50K
25,Private,Bachelors,13,Prof-specialty,White,Male,0,0,60,United-States,<=50K
36,State-gov,HS-grad,9,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
39,Self-emp-inc,Assoc-acdm,12,Sales,White,Male,5178,0,48,United-States,>50K
35,Private,Assoc-voc,11,Craft-repair,Black,Male,0,0,40,United-States,<=50K
33,Private,11th,7,Handlers-cleaners,Black,Male,0,0,40,United-States,<=50K
31,Private,Some-college,10,Craft-repair,White,Male,0,0,46,United-States,<=50K
49,Private,Some-college,10,Prof-specialty,White,Male,0,0,22,United-States,<=50K
40,Private,HS-grad,9,Transport-moving,Asian-Pac-Islander,Male,0,0,60,Trinadad&Tobago,<=50K
27,Private,Some-college,10,Adm-clerical,White,Female,0,0,40,United-States,<=50K
50,Self-emp-not-inc,Doctorate,16,Prof-specialty,White,Male,0,0,23,United-States,<=50K
38,Private,12th,8,Machine-op-inspct,Black,Female,0,0,50,United-States,<=50K
55,State-gov,Bachelors,13,Exec-managerial,Black,Male,0,0,40,United-States,<=50K
49,Self-emp-not-inc,7th-8th,4,Other-service,White,Male,0,0,70,Italy,<=50K
40,Private,Bachelors,13,Other-service,Other,Male,0,0,40,Mexico,<=50K
42,Private,Assoc-voc,11,Tech-support,White,Female,0,0,30,United-States,<=50K
51,Private,Bachelors,13,Prof-specialty,White,Male,0,0,50,United-States,>50K
27,Private,Bachelors,13,Adm-clerical,Asian-Pac-Islander,Female,0,0,50,Laos,<=50K
30,State-gov,HS-grad,9,Protective-serv,White,Male,0,0,40,United-States,>50K
40,Private,10th,6,Other-service,Black,Female,0,0,40,United-States,<=50K
43,Self-emp-not-inc,Bachelors,13,Craft-repair,White,Male,0,0,35,United-States,<=50K
24,Private,HS-grad,9,Other-service,White,Female,0,0,40,United-States,<=50K
38,Private,Bachelors,13,Sales,White,Male,0,0,60,United-States,>50K
52,Private,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,<=50K
32,Private,Assoc-voc,11,Sales,White,Male,0,0,50,United-States,>50K
33,Private,Assoc-voc,11,Protective-serv,White,Female,0,0,40,United-States,<=50K
21,Private,HS-grad,9,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
27,Private,Some-college,10,Sales,White,Male,0,0,50,United-States,<=50K
31,Private,HS-grad,9,Exec-managerial,White,Male,0,0,50,United-States,<=50K
29,Private,Masters,14,Prof-specialty,Asian-Pac-Islander,Female,0,0,40,Hong,>50K
49,Private,5th-6th,3,Other-service,White,Male,0,2603,40,Greece,<=50K
46,Private,Bachelors,13,Sales,White,Male,0,0,50,Germany,>50K
37,Private,11th,7,Craft-repair,White,Male,0,0,40,United-States,<=50K
56,Federal-gov,Bachelors,13,Adm-clerical,White,Male,0,0,40,United-States,>50K
37,Private,Some-college,10,Craft-repair,White,Male,0,0,40,United-States,<=50K
26,Self-emp-not-inc,HS-grad,9,Adm-clerical,White,Male,0,0,40,United-States,<=50K
31,Private,Some-college,10,Adm-clerical,Black,Female,0,0,35,United-States,<=50K
36,Private,HS-grad,9,Other-service,Asian-Pac-Islander,Female,0,0,40,South,<=50K
52,Private,10th,6,Handlers-cleaners,White,Male,0,0,45,United-States,<=50K
40,Private,Some-college,10,Craft-repair,White,Male,0,0,60,United-States,<=50K
21,Private,HS-grad,9,Exec-managerial,White,Female,0,0,60,United-States,<=50K
63,Private,10th,6,Machine-op-inspct,Black,Male,0,0,40,United-States,<=50K
30,Private,HS-grad,9,Adm-clerical,White,Female,0,0,40,United-States,<=50K
30,Private,Bachelors,13,Sales,White,Male,0,0,20,Peru,<=50K
50,Private,Bachelors,13,Exec-managerial,White,Male,0,0,60,United-States,<=50K
41,Private,Masters,14,Exec-managerial,White,Male,0,0,45,United-States,<=50K
39,Self-emp-inc,Bachelors,13,Exec-managerial,White,Male,0,0,60,United-States,>50K
23,Private,HS-grad,9,Machine-op-inspct,White,Female,0,0,48,United-States,<=50K
52,Private,HS-grad,9,Sales,Black,Male,0,2377,40,United-States,<=50K
46,Private,Assoc-voc,11,Tech-support,Black,Female,0,625,40,United-States,<=50K
26,Private,Some-college,10,Adm-clerical,White,Female,0,0,42,United-States,<=50K
30,Private,Some-college,10,Craft-repair,White,Male,0,1740,40,United-States,<=50K
23,Private,Some-college,10,Exec-managerial,White,Male,0,0,50,United-States,<=50K
21,State-gov,Some-college,10,Adm-clerical,Asian-Pac-Islander,Female,0,0,12,United-States,<=50K
39,Private,HS-grad,9,Transport-moving,White,Male,0,0,55,United-States,<=50K
37,Local-gov,Assoc-voc,11,Protective-serv,Black,Male,0,0,40,United-States,<=50K
40,Self-emp-not-inc,Masters,14,Exec-managerial,White,Male,99999,0,50,United-States,>50K
38,Private,Some-college,10,Adm-clerical,Black,Female,0,0,20,United-States,<=50K
47,Private,Bachelors,13,Sales,White,Male,4064,0,60,United-States,<=50K
20,Private,Some-college,10,Other-service,White,Male,0,0,35,United-States,<=50K
35,Private,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,<=50K
62,State-gov,Bachelors,13,Prof-specialty,White,Male,14084,0,40,United-States,>50K
32,Private,11th,7,Other-service,White,Female,0,0,15,United-States,<=50K
42,Self-emp-inc,Bachelors,13,Sales,White,Male,0,0,60,United-States,>50K
32,Private,10th,6,Craft-repair,White,Male,0,0,40,United-States,<=50K
27,Private,Some-college,10,Other-service,Black,Female,0,0,30,United-States,<=50K
53,Self-emp-inc,Bachelors,13,Sales,White,Male,0,0,45,United-States,>50K
28,Self-emp-not-inc,5th-6th,3,Handlers-cleaners,White,Male,0,0,25,Mexico,<=50K
26,Private,HS-grad,9,Sales,White,Male,0,0,40,United-States,<=50K
47,Private,Prof-school,15,Exec-managerial,White,Male,0,0,45,United-States,>50K
23,Private,Some-college,10,Protective-serv,Black,Female,0,0,40,United-States,<=50K
70,Self-emp-inc,Some-college,10,Exec-managerial,White,Male,0,0,30,United-States,<=50K
41,State-gov,Bachelors,13,Exec-managerial,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
43,State-gov,Masters,14,Prof-specialty,White,Male,0,0,45,United-States,<=50K
40,Self-emp-not-inc,HS-grad,9,Craft-repair,White,Male,0,1672,40,United-States,<=50K
64,Self-emp-not-inc,HS-grad,9,Exec-managerial,White,Male,0,0,45,United-States,>50K
40,Private,Some-college,10,Exec-managerial,White,Male,0,0,45,United-States,<=50K
43,Private,Bachelors,13,Exec-managerial,White,Male,0,0,35,United-States,<=50K
50,Federal-gov,HS-grad,9,Adm-clerical,White,Male,0,0,48,United-States,<=50K
32,Private,11th,7,Farming-fishing,White,Male,0,0,40,United-States,<=50K
42,Private,11th,7,Sales,White,Male,1506,0,50,Mexico,<=50K
41,Private,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,>50K
30,Private,Some-college,10,Exec-managerial,White,Female,0,0,40,England,<=50K
20,Private,Some-college,10,Other-service,White,Male,0,0,30,United-States,<=50K
45,State-gov,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,<=50K
42,Private,Doctorate,16,Prof-specialty,White,Male,0,1902,50,United-States,>50K
24,Private,Assoc-acdm,12,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
43,Private,Bachelors,13,Sales,White,Female,0,0,50,United-States,<=50K
28,Private,HS-grad,9,Transport-moving,Black,Male,0,0,40,United-States,<=50K
35,Private,HS-grad,9,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
38,Federal-gov,HS-grad,9,Adm-clerical,White,Female,0,0,40,United-States,<=50K
32,Local-gov,Bachelors,13,Prof-specialty,White,Female,0,0,35,United-States,<=50K
50,State-gov,HS-grad,9,Protective-serv,White,Male,0,0,40,United-States,<=50K
34,Private,HS-grad,9,Craft-repair,White,Male,0,0,55,United-States,>50K
35,Private,HS-grad,9,Other-service,White,Male,0,0,40,United-States,<=50K
30,Private,Masters,14,Adm-clerical,White,Female,0,0,40,France,<=50K
61,State-gov,5th-6th,3,Transport-moving,White,Male,0,0,40,United-States,<=50K
27,Private,Bachelors,13,Adm-clerical,White,Male,0,0,38,United-States,<=50K
61,Private,HS-grad,9,Machine-op-inspct,Black,Female,0,0,40,United-States,<=50K
18,Private,5th-6th,3,Handlers-cleaners,White,Male,0,0,40,Mexico,<=50K
31,Local-gov,HS-grad,9,Protective-serv,White,Male,0,0,40,United-States,>50K
31,Private,Bachelors,13,Prof-specialty,White,Male,0,0,60,United-States,<=50K
20,Private,HS-grad,9,Other-service,Black,Female,0,0,40,United-States,<=50K
35,Private,12th,8,Transport-moving,White,Male,0,0,40,United-States,<=50K
51,Private,HS-grad,9,Craft-repair,Black,Male,0,0,40,United-States,<=50K
43,Private,Some-college,10,Sales,White,Male,7688,0,40,United-States,>50K
18,Private,11th,7,Handlers-cleaners,White,Male,0,0,20,United-States,<=50K
55,Private,Prof-school,15,Exec-managerial,White,Male,99999,0,40,United-States,>50K
59,Private,HS-grad,9,Priv-house-serv,White,Female,0,0,40,United-States,<=50K
21,Private,HS-grad,9,Other-service,White,Female,0,0,40,United-States,<=50K
22,Private,10th,6,Other-service,White,Female,0,0,40,United-States,<=50K
60,Federal-gov,Some-college,10,Exec-managerial,White,Female,0,0,40,England,<=50K
49,Federal-gov,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,>50K
21,Private,HS-grad,9,Handlers-cleaners,White,Female,0,0,40,United-States,<=50K
61,Private,HS-grad,9,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
64,Private,5th-6th,3,Craft-repair,White,Male,0,0,40,United-States,<=50K
63,Private,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,<=50K
27,Federal-gov,Bachelors,13,Exec-managerial,White,Female,0,0,40,United-States,<=50K
23,Private,Bachelors,13,Other-service,Black,Female,0,0,30,United-States,<=50K
41,State-gov,HS-grad,9,Exec-managerial,White,Female,0,0,45,United-States,<=50K
40,Private,HS-grad,9,Craft-repair,White,Female,7298,0,40,United-States,>50K
55,Self-emp-not-inc,Bachelors,13,Exec-managerial,White,Male,0,0,40,United-States,>50K
17,Private,10th,6,Other-service,White,Female,0,1602,12,United-States,<=50K
34,Self-emp-not-inc,Some-college,10,Craft-repair,White,Male,0,1504,60,United-States,<=50K
24,Private,Bachelors,13,Adm-clerical,White,Female,0,0,40,United-States,<=50K
30,Private,Prof-school,15,Prof-specialty,White,Female,0,0,45,United-States,>50K
29,Private,Masters,14,Exec-managerial,Asian-Pac-Islander,Male,0,0,60,United-States,<=50K
52,Private,Bachelors,13,Exec-managerial,White,Male,0,0,40,United-States,>50K
57,Federal-gov,Some-college,10,Exec-managerial,White,Male,0,0,40,United-States,>50K
38,Private,Bachelors,13,Tech-support,White,Female,0,0,45,United-States,<=50K
43,Private,Masters,14,Exec-managerial,White,Female,0,0,50,United-States,>50K
61,Private,Some-college,10,Adm-clerical,White,Female,0,0,40,United-States,<=50K
38,Private,Bachelors,13,Exec-managerial,White,Male,15024,0,65,United-States,>50K
51,Private,HS-grad,9,Machine-op-inspct,Black,Male,0,0,40,United-States,>50K
40,Private,Bachelors,13,Adm-clerical,White,Male,0,0,40,Mexico,<=50K
41,Local-gov,Some-college,10,Adm-clerical,White,Male,0,0,40,United-States,>50K
19,Private,Some-college,10,Other-service,White,Female,0,0,20,United-States,<=50K
28,Private,7th-8th,4,Farming-fishing,White,Male,0,0,40,Mexico,<=50K
59,Private,Some-college,10,Sales,White,Male,0,0,40,United-States,<=50K
32,State-gov,Bachelors,13,Prof-specialty,White,Female,0,0,40,United-States,<=50K
31,Private,HS-grad,9,Exec-managerial,White,Male,0,0,40,United-States,>50K
30,Private,Assoc-acdm,12,Machine-op-inspct,White,Male,0,0,48,United-States,<=50K
54,Self-emp-not-inc,Some-college,10,Sales,White,Male,0,0,40,United-States,<=50K
33,Private,Assoc-voc,11,Craft-repair,White,Male,0,2444,42,United-States,>50K
20,Private,Some-college,10,Adm-clerical,White,Female,0,0,10,United-States,<=50K
32,Self-emp-not-inc,HS-grad,9,Transport-moving,White,Male,0,0,48,United-States,<=50K
35,Private,HS-grad,9,Transport-moving,Black,Female,0,0,40,United-States,<=50K
27,Private,11th,7,Craft-repair,White,Male,0,0,45,United-States,<=50K
40,Private,Bachelors,13,Prof-specialty,White,Male,0,0,46,United-States,>50K
34,Private,Assoc-voc,11,Sales,White,Male,0,0,40,United-States,<=50K
34,Local-gov,Assoc-acdm,12,Prof-specialty,White,Male,0,0,40,United-States,>50K
38,Private,Some-college,10,Craft-repair,White,Female,0,0,25,United-States,<=50K
28,Private,HS-grad,9,Other-service,Other,Male,0,0,40,United-States,<=50K
65,Private,Some-college,10,Handlers-cleaners,White,Male,0,0,27,United-States,<=50K
61,Private,Some-college,10,Tech-support,White,Male,0,0,16,United-States,<=50K
18,Private,11th,7,Sales,White,Female,0,0,25,United-States,<=50K
35,Self-emp-inc,Bachelors,13,Sales,White,Male,5178,0,50,United-States,>50K
45,Private,Bachelors,13,Exec-managerial,White,Female,0,0,40,United-States,<=50K
25,Private,Some-college,10,Exec-managerial,White,Male,0,0,50,United-States,<=50K
48,Private,Prof-school,15,Sales,White,Male,0,0,13,United-States,<=50K
19,Private,Some-college,10,Adm-clerical,White,Female,0,0,40,United-States,<=50K
43,Private,Bachelors,13,Exec-managerial,Black,Female,0,0,50,United-States,>50K
54,Private,Bachelors,13,Craft-repair,White,Male,0,0,45,United-States,>50K
47,Self-emp-not-inc,Bachelors,13,Sales,White,Male,0,0,50,United-States,<=50K
25,Private,Assoc-voc,11,Adm-clerical,White,Female,4865,0,40,United-States,<=50K
30,Private,Assoc-acdm,12,Craft-repair,White,Male,0,0,40,United-States,<=50K
35,Private,HS-grad,9,Handlers-cleaners,White,Female,0,0,40,United-States,<=50K
26,Private,Some-college,10,Sales,White,Male,0,0,18,United-States,<=50K
61,Private,HS-grad,9,Sales,White,Male,0,0,40,United-States,<=50K
54,Private,HS-grad,9,Other-service,White,Male,0,0,32,United-States,<=50K
50,Private,12th,8,Sales,Asian-Pac-Islander,Male,0,0,40,Cambodia,>50K
32,Private,9th,5,Machine-op-inspct,White,Female,0,0,40,Columbia,<=50K
34,Private,HS-grad,9,Machine-op-inspct,White,Female,0,0,25,United-States,<=50K
36,Private,HS-grad,9,Other-service,White,Male,0,0,40,United-States,<=50K
50,Private,Some-college,10,Craft-repair,White,Male,0,0,40,United-States,>50K
28,Private,11th,7,Farming-fishing,White,Male,0,0,40,United-States,<=50K
22,Private,HS-grad,9,Other-service,White,Female,0,0,19,United-States,<=50K
58,Private,11th,7,Other-service,White,Male,0,0,20,United-States,<=50K
27,Private,5th-6th,3,Other-service,White,Male,0,0,75,Mexico,<=50K
62,Private,Bachelors,13,Tech-support,White,Male,0,0,38,United-States,<=50K
36,Self-emp-inc,Bachelors,13,Tech-support,White,Male,27828,0,55,United-States,>50K
21,Local-gov,Some-college,10,Adm-clerical,White,Female,594,0,4,United-States,<=50K
41,Private,Masters,14,Prof-specialty,White,Female,0,0,45,England,<=50K
28,Private,Some-college,10,Machine-op-inspct,White,Male,0,0,45,United-States,<=50K
33,Private,Bachelors,13,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
54,Private,Bachelors,13,Exec-managerial,White,Male,0,0,45,United-States,>50K
19,Private,Some-college,10,Sales,Amer-Indian-Eskimo,Female,0,1721,25,United-States,<=50K
76,Self-emp-not-inc,7th-8th,4,Farming-fishing,White,Male,0,0,30,United-States,<=50K
34,Private,Bachelors,13,Exec-managerial,White,Male,0,0,50,United-States,>50K
40,Private,Bachelors,13,Adm-clerical,White,Female,0,0,40,United-States,<=50K
22,Private,11th,7,Sales,White,Female,0,0,30,United-States,<=50K
17,Private,11th,7,Handlers-cleaners,White,Male,0,0,15,United-States,<=50K
55,Private,Some-college,10,Other-service,White,Female,0,0,20,United-States,<=50K
51,Local-gov,Some-college,10,Adm-clerical,White,Female,0,0,40,United-States,<=50K
26,Private,5th-6th,3,Handlers-cleaners,Other,Male,0,0,40,Mexico,<=50K
44,Private,Bachelors,13,Other-service,White,Male,0,0,48,United-States,<=50K
54,Private,HS-grad,9,Exec-managerial,White,Male,0,0,40,United-States,>50K
34,Self-emp-not-inc,Assoc-acdm,12,Craft-repair,White,Male,0,0,40,United-States,<=50K
42,Private,HS-grad,9,Adm-clerical,White,Male,0,0,40,United-States,<=50K
26,Private,HS-grad,9,Craft-repair,White,Male,0,0,70,United-States,<=50K
39,Private,5th-6th,3,Other-service,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
34,Private,Bachelors,13,Other-service,White,Male,0,0,40,El-Salvador,<=50K
59,Private,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,<=50K
20,Private,HS-grad,9,Other-service,White,Male,0,0,50,United-States,<=50K
34,Private,Some-college,10,Machine-op-inspct,White,Male,0,0,45,United-States,>50K
51,Private,HS-grad,9,Craft-repair,White,Male,0,0,20,United-States,<=50K
34,Private,Some-college,10,Handlers-cleaners,White,Male,0,0,40,United-States,>50K
47,Private,Bachelors,13,Prof-specialty,White,Female,0,0,50,United-States,<=50K
30,Self-emp-not-inc,Assoc-voc,11,Craft-repair,White,Male,0,0,49,United-States,<=50K
38,Private,HS-grad,9,Sales,White,Male,0,0,60,United-States,<=50K
45,Private,Bachelors,13,Prof-specialty,Asian-Pac-Islander,Female,5178,0,40,Philippines,>50K
23,Private,Some-college,10,Exec-managerial,White,Female,0,0,35,United-States,<=50K
34,Private,Some-college,10,Craft-repair,White,Male,0,0,48,United-States,>50K
22,Private,12th,8,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
31,Private,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,<=50K
50,Private,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,<=50K
19,Private,1st-4th,2,Handlers-cleaners,White,Male,0,0,52,Mexico,<=50K
28,Private,Bachelors,13,Sales,Black,Female,15024,0,45,United-States,>50K
23,Private,HS-grad,9,Adm-clerical,White,Female,0,0,50,United-States,<=50K
35,Private,HS-grad,9,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
28,Private,HS-grad,9,Machine-op-inspct,Black,Male,0,0,40,United-States,<=50K
27,Private,Some-college,10,Adm-clerical,White,Male,0,0,30,United-States,<=50K
46,Self-emp-inc,Bachelors,13,Sales,White,Male,0,0,55,United-States,<=50K
27,Private,HS-grad,9,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
25,Private,10th,6,Other-service,White,Female,0,0,40,United-States,<=50K
34,Self-emp-inc,Some-college,10,Craft-repair,White,Male,0,0,70,United-States,<=50K
33,Private,HS-grad,9,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
36,Private,Some-college,10,Craft-repair,White,Female,0,0,40,United-States,<=50K
30,Private,7th-8th,4,Craft-repair,White,Male,0,0,48,United-States,<=50K
23,Private,Some-college,10,Sales,White,Female,0,0,47,United-States,<=50K
36,Private,5th-6th,3,Craft-repair,White,Male,0,0,32,Mexico,<=50K
29,Private,Bachelors,13,Prof-specialty,White,Female,0,0,45,United-States,<=50K
50,Self-emp-not-inc,Some-college,10,Farming-fishing,White,Male,7688,0,40,United-States,>50K
19,Private,12th,8,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
52,Federal-gov,HS-grad,9,Machine-op-inspct,White,Male,0,0,40,United-States,>50K
20,Private,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,<=50K
22,Private,Assoc-voc,11,Adm-clerical,White,Female,0,0,40,United-States,<=50K
34,Private,Some-college,10,Sales,White,Male,0,0,55,United-States,>50K
60,Private,Some-college,10,Craft-repair,White,Male,0,0,40,United-States,<=50K
19,Private,11th,7,Other-service,Black,Male,0,0,40,United-States,<=50K
59,Self-emp-not-inc,HS-grad,9,Farming-fishing,White,Male,0,0,20,United-States,<=50K
36,Private,HS-grad,9,Transport-moving,White,Male,0,0,50,United-States,<=50K
25,Private,HS-grad,9,Craft-repair,White,Male,0,0,40,Cuba,<=50K
49,Private,7th-8th,4,Craft-repair,White,Male,0,0,70,United-States,<=50K
25,Self-emp-not-inc,HS-grad,9,Other-service,White,Female,0,0,30,United-States,<=50K
50,Private,11th,7,Other-service,White,Female,0,0,40,United-States,<=50K
44,Private,Assoc-acdm,12,Prof-specialty,White,Female,0,0,43,United-States,<=50K
33,Private,Some-college,10,Sales,White,Male,0,0,20,United-States,<=50K
40,Self-emp-inc,Bachelors,13,Craft-repair,White,Male,0,0,50,United-States,<=50K
56,Private,Some-college,10,Exec-managerial,White,Male,0,0,45,United-States,<=50K
56,Self-emp-not-inc,Some-college,10,Exec-managerial,White,Male,0,0,50,United-States,>50K
23,Private,Bachelors,13,Prof-specialty,White,Male,0,0,42,United-States,<=50K
21,Private,Some-college,10,Prof-specialty,White,Female,0,0,10,United-States,<=50K
67,Private,7th-8th,4,Craft-repair,White,Male,0,0,24,United-States,<=50K
54,State-gov,Assoc-voc,11,Protective-serv,White,Male,0,0,40,United-States,<=50K
50,Local-gov,HS-grad,9,Other-service,Black,Female,0,0,40,United-States,<=50K
59,Private,7th-8th,4,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
51,Private,11th,7,Handlers-cleaners,Black,Female,0,0,40,United-States,<=50K
30,Private,HS-grad,9,Exec-managerial,White,Female,0,0,29,United-States,<=50K
42,Private,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,>50K
26,Private,Bachelors,13,Sales,White,Male,0,0,40,United-States,<=50K
47,Private,Assoc-voc,11,Adm-clerical,White,Male,4064,0,40,United-States,<=50K
78,Self-emp-not-inc,Some-college,10,Craft-repair,White,Male,0,0,3,United-States,>50K
24,Self-emp-not-inc,HS-grad,9,Craft-repair,White,Male,0,0,50,United-States,<=50K
27,Private,11th,7,Farming-fishing,White,Male,0,0,40,Puerto-Rico,<=50K
51,Private,Masters,14,Exec-managerial,White,Male,0,0,50,United-States,>50K
46,Private,HS-grad,9,Machine-op-inspct,White,Male,0,0,40,United-States,>50K
55,Self-emp-not-inc,HS-grad,9,Farming-fishing,White,Male,0,0,60,United-States,<=50K
20,Private,Some-college,10,Other-service,White,Male,0,0,40,United-States,<=50K
30,Private,HS-grad,9,Exec-managerial,White,Male,0,0,50,United-States,<=50K
19,Private,HS-grad,9,Other-service,White,Female,0,0,20,United-States,<=50K
30,Private,Bachelors,13,Prof-specialty,White,Male,0,0,40,United-States,>50K
31,Self-emp-not-inc,Assoc-acdm,12,Craft-repair,White,Male,0,0,50,United-States,>50K
26,Private,HS-grad,9,Machine-op-inspct,White,Male,0,0,96,United-States,<=50K
53,Private,HS-grad,9,Transport-moving,White,Male,0,0,60,United-States,>50K
24,Local-gov,Some-college,10,Adm-clerical,White,Female,0,0,40,United-States,<=50K
24,Private,Some-college,10,Prof-specialty,White,Male,0,0,54,United-States,<=50K
36,Private,HS-grad,9,Exec-managerial,White,Female,0,0,50,United-States,<=50K
39,Private,Masters,14,Exec-managerial,White,Male,0,0,50,United-States,>50K
53,Private,HS-grad,9,Machine-op-inspct,Black,Male,0,0,32,United-States,<=50K
75,Self-emp-inc,HS-grad,9,Sales,Asian-Pac-Islander,Male,0,0,35,United-States,>50K
36,Private,HS-grad,9,Exec-managerial,White,Male,0,0,50,United-States,>50K
46,Self-emp-inc,Some-college,10,Sales,White,Male,0,0,40,United-States,<=50K
56,Self-emp-inc,HS-grad,9,Sales,White,Male,0,1902,40,United-States,>50K
29,Private,HS-grad,9,Handlers-cleaners,Black,Male,0,0,40,United-States,<=50K
60,Private,9th,5,Machine-op-inspct,White,Male,0,0,49,United-States,<=50K
58,Private,HS-grad,9,Sales,White,Male,0,0,38,United-States,<=50K
67,Self-emp-not-inc,HS-grad,9,Farming-fishing,White,Male,0,0,55,United-States,<=50K
35,Private,Some-college,10,Prof-specialty,White,Male,7688,0,38,United-States,>50K
39,Self-emp-not-inc,Some-college,10,Farming-fishing,White,Male,0,0,80,United-States,<=50K
37,Private,Some-college,10,Transport-moving,White,Male,0,0,50,United-States,<=50K
63,Self-emp-not-inc,Prof-school,15,Prof-specialty,White,Male,0,0,30,United-States,<=50K
47,Private,11th,7,Other-service,White,Female,0,0,38,United-States,<=50K
23,Private,Bachelors,13,Adm-clerical,White,Female,0,0,40,United-States,<=50K
55,Private,HS-grad,9,Machine-op-inspct,White,Male,4865,0,45,United-States,<=50K
49,Private,11th,7,Sales,White,Female,0,0,40,United-States,<=50K
39,Private,Assoc-voc,11,Machine-op-inspct,White,Male,5178,0,40,United-States,>50K
23,Private,HS-grad,9,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
19,Private,Some-college,10,Other-service,White,Female,0,0,12,United-States,<=50K
44,Private,Masters,14,Exec-managerial,White,Male,0,0,40,United-States,>50K
25,Private,Assoc-voc,11,Other-service,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
35,Private,Assoc-voc,11,Prof-specialty,Black,Male,0,0,40,United-States,<=50K
23,Local-gov,HS-grad,9,Adm-clerical,White,Female,0,0,40,Cuba,<=50K
48,Private,Assoc-voc,11,Craft-repair,White,Male,0,0,40,United-States,<=50K
48,Private,Some-college,10,Handlers-cleaners,White,Male,2176,0,40,United-States,<=50K
44,Private,HS-grad,9,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
55,Self-emp-not-inc,Bachelors,13,Exec-managerial,White,Female,0,0,25,United-States,<=50K
33,Self-emp-not-inc,HS-grad,9,Craft-repair,White,Male,0,0,50,United-States,<=50K
18,Private,12th,8,Handlers-cleaners,White,Male,0,0,20,United-States,<=50K
24,Private,Bachelors,13,Adm-clerical,White,Male,2202,0,30,United-States,<=50K
32,Local-gov,Assoc-acdm,12,Protective-serv,White,Male,0,0,56,England,>50K
24,State-gov,Bachelors,13,Prof-specialty,White,Female,0,0,20,United-States,<=50K
44,Self-emp-inc,Bachelors,13,Exec-managerial,White,Male,99999,0,70,United-States,>50K
27,Private,Bachelors,13,Adm-clerical,White,Male,0,0,45,United-States,<=50K
39,Private,Assoc-acdm,12,Tech-support,White,Male,0,0,40,France,>50K
26,Local-gov,10th,6,Other-service,White,Male,0,0,40,United-States,<=50K
34,Private,Masters,14,Exec-managerial,White,Male,0,0,40,United-States,>50K
38,Private,Masters,14,Prof-specialty,White,Male,99999,0,65,United-States,>50K
41,State-gov,Masters,14,Prof-specialty,White,Male,0,0,75,United-States,>50K
32,Self-emp-inc,HS-grad,9,Sales,White,Male,0,0,50,United-States,<=50K
56,Local-gov,Masters,14,Exec-managerial,Black,Male,0,0,40,United-States,>50K
59,Private,Bachelors,13,Exec-managerial,White,Male,0,1977,50,United-States,>50K
44,Private,Some-college,10,Sales,White,Male,0,0,60,United-States,>50K
35,Private,Bachelors,13,Sales,Asian-Pac-Islander,Male,0,1590,40,South,<=50K
52,Private,HS-grad,9,Machine-op-inspct,Other,Male,3781,0,40,Columbia,<=50K
30,Private,Some-college,10,Prof-specialty,White,Male,3325,0,50,United-States,<=50K
23,Private,Bachelors,13,Sales,White,Male,0,0,40,United-States,<=50K
43,Private,HS-grad,9,Adm-clerical,White,Female,8614,0,43,United-States,>50K
61,Private,HS-grad,9,Exec-managerial,White,Male,0,0,50,United-States,<=50K
38,Private,HS-grad,9,Adm-clerical,White,Female,0,0,35,United-States,<=50K
68,Private,10th,6,Sales,White,Male,0,0,16,United-States,<=50K
41,Private,Masters,14,Exec-managerial,White,Male,27828,0,50,United-States,>50K
42,Self-emp-not-inc,Some-college,10,Prof-specialty,White,Male,0,0,40,United-States,<=50K
19,Private,HS-grad,9,Other-service,White,Female,0,0,40,United-States,<=50K
