,Age,Occupation,Annual_Income,Monthly_Inh_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outsting_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,AutoLoan,Credit-BuilderLoan,DebtConsolidationLoan,HomeEquityLoan,MortgageLoan,NotSpecified,PaydayLoan,PersonalLoan,StudentLoan
45264,23,MediaManager,73543.18,6038.598333333332,6,3,11,0,26,12,6.69,5.0,Standard,1090.21,37.882483288223845,Yes,0.0,237.7368168040926,!@9#%8,646.1230165292408,0,0,0,0,0,0,0,0,0
45265,23,MediaManager,73543.18,6038.598333333332,6,3,11,0,26,12,8.69,5.0,Standard,1090.21,35.249440827221854,Yes,0.0,393.3460847544357,HighspentSmallvaluepayments,470.5137485788977,0,0,0,0,0,0,0,0,0
45266,23,MediaManager,73543.18,6038.598333333332,6,3,11,0,26,12,11.69,5.0,Standard,1090.21,42.60349889175816,Yes,0.0,239.1473455714106,LowspentLargevaluepayments,634.7124877619227,0,0,0,0,0,0,0,0,0
45267,23,MediaManager,73543.18,6038.598333333332,6,3,11,0,23,12,7.689999999999999,5.0,Standard,1090.21,40.933022756646366,Yes,0.0,110.13439133612005,HighspentMediumvaluepayments,743.7254419972132,0,0,0,0,0,0,0,0,0
45270,18,Engineer,20341.77,1604.1475,8,4,22,2,9,17,8.85,10.0,Standard,1982.38,23.367389703853163,Yes,31.2666187749207,62.630564800398,!@9#%8,336.5175664246813,0,1,0,0,0,0,1,0,0
45271,18,Engineer,20341.77,4182.004291203503,8,4,22,2,9,20,10.85,10.0,Standard,1982.38,33.73301303259071,NM,31.2666187749207,67.08522262335664,LowspentSmallvaluepayments,352.06290860172265,0,1,0,0,0,0,1,0,0
45273,32,Teacher,17680.69,1449.3908333333331,6,6,9,4,9,12,11.5,12.0,Standard,887.98,33.16243886654903,Yes,31.68734043318193,184.99950372837787,LowspentSmallvaluepayments,218.25223917177348,1,0,0,1,1,0,0,1,0
45274,32,Teacher,17680.69,1449.3908333333331,6,6,9,4,9,12,8.5,12.0,Standard,887.98,30.9807827321375,Yes,31.68734043318193,10000.0,LowspentSmallvaluepayments,227.939860014544,1,0,0,1,1,0,0,1,0
45275,32,Teacher,17680.69,1449.3908333333331,6,6,9,4,9,12,11.5,12.0,Standard,887.98,34.30652977975316,Yes,31.68734043318193,159.31945906252054,LowspentSmallvaluepayments,243.93228383763085,1,0,0,1,1,0,0,1,0
45276,44,Entrepreneur,52487.14,4134.928333333333,7,5,8,3,8,22,5.09,4.0,Standard,1132.46,34.78547527320548,Yes,103.11934089907332,479.0216829267604,LowspentSmallvaluepayments,121.35180950749958,0,0,1,1,0,1,0,0,0
45277,44,Entrepreneur,52487.14,4134.928333333333,7,5,8,3,8,19,5.09,6.0,Standard,1132.46,26.06849960460776,Yes,103.11934089907332,201.8911328209052,HighspentSmallvaluepayments,368.4823596133548,0,0,1,1,0,1,0,0,0
45278,44,Entrepreneur,52487.14,4134.928333333333,7,5,8,3,5,21,0.0899999999999998,6.0,Standard,1132.46,35.44937319479394,Yes,103.11934089907332,172.29446785804916,LowspentSmallvaluepayments,428.0790245762108,0,0,1,1,0,1,0,0,0
45279,44,Entrepreneur,52487.14,4134.928333333333,7,5,8,-100,8,20,5.09,6.0,Standard,1132.46,34.54989575067126,Yes,103.11934089907332,186.8704874242308,LowspentLargevaluepayments,393.5030050100292,0,0,1,1,0,1,0,0,0
45282,29,Architect,66823.88,4993.859805891968,3,4,1198,0,12,10,7.9,7.0,Standard,1107.66,29.749861064629435,Yes,505.7968607746992,367.75071709914766,LowspentSmallvaluepayments,472.2149495675192,0,0,0,0,0,0,0,0,0
45283,29,Architect,66823.88,4993.859805891968,3,4,19,0,12,8,7.9,7.0,Standard,1107.66,40.55185897099231,Yes,505.7968607746992,188.40462155048652,LowspentLargevaluepayments,631.5610451161801,0,0,0,0,0,0,0,0,0
45284,27,Scientist,19543.05,4182.004291203503,8,6,16,5,19,15,28.91,9.0,Bad,3087.45,36.831611645806106,Yes,71.22048300516802,14.42501341354549,HighspentLargevaluepayments,318.4132535812865,0,0,0,1,1,1,1,0,1
45285,27,Scientist,19543.05,1640.5875,8,6,16,5,19,15,28.91,9.0,Bad,3087.45,40.94700008752183,Yes,71.22048300516802,67.36663694930185,!@9#%8,315.4716300455301,0,0,0,1,1,1,1,0,1
45286,27,Scientist,19543.05,1640.5875,8,6,16,5,19,16,28.91,9.0,Bad,3087.45,32.02801841191741,Yes,71.22048300516802,28.69838076632709,HighspentLargevaluepayments,304.13988622850485,0,0,0,1,1,1,1,0,1
45287,27,Scientist,19543.05,1640.5875,8,6,16,5,19,15,24.91,9.0,Bad,3087.45,35.43633238449062,Yes,71.22048300516802,58.71302632048018,LowspentLargevaluepayments,304.1252406743518,0,0,0,1,1,1,1,0,1
45289,34,Manager,35611.71,3255.6425,1780,6,2,0,14,14,10.06,3.0,Good,1092.47,29.14077162655952,No,0.0,135.61165071879574,LowspentSmallvaluepayments,479.9525992812042,0,0,0,0,0,0,0,0,0
45290,34,Manager,35611.71,3255.6425,4,6,2,0,10,10,8.06,3.0,Good,1092.47,26.419475188821423,No,0.0,93.2578154783282,HighspentMediumvaluepayments,482.3064345216718,0,0,0,0,0,0,0,0,0
45291,34,Manager,35611.71,3255.6425,4,6,2,0,10,11,10.06,30.080200142959256,Good,1092.47,25.188638460090928,NM,0.0,68.0144817569105,HighspentMediumvaluepayments,507.5497682430896,0,0,0,0,0,0,0,0,0
45292,20,Architect,54834.69,4508.5575,7,6,22,6,53,15,7.49,10.0,Bad,2470.61,30.539989188268567,Yes,258.8627428192417,221.44281749584687,LowspentSmallvaluepayments,260.5501896849114,0,0,1,0,0,1,1,1,1
45293,20,Architect,54834.69,4508.5575,7,6,22,6,53,15,7.49,10.0,Bad,2470.61,36.35154199941715,NM,258.8627428192417,278.97776017020993,LowspentLargevaluepayments,183.0152470105484,0,0,1,0,0,1,1,1,1
45295,20,Architect,54834.69,4508.5575,7,6,22,6,53,481,7.49,10.0,Bad,2470.61,34.4912333560781,Yes,258.8627428192417,434.7285367837754,LowspentSmallvaluepayments,47.26447039698292,0,0,1,0,0,1,1,1,1
45297,37,Manager,40027.94,3462.661666666667,6,7,18,4,5,11,8.99,16.0,Standard,2429.76,28.4836853128688,Yes,78.11723559893855,86.3750527428742,HighspentLargevaluepayments,421.773878324854,1,0,0,1,1,0,1,0,0
45299,37,Manager,40027.94,3462.661666666667,6,7,18,4,5,14,8.99,16.0,Standard,2429.76,39.20965739253358,Yes,78.11723559893855,79.23100109360746,HighspentMediumvaluepayments,438.9179299741208,1,0,0,1,1,0,1,0,0
45300,44,Musician,14656.405,4182.004291203503,5,5,15,5,12,20,10.44,12.0,Standard,1328.53,28.48395950439074,Yes,39.19525656117582,41.12313520151467,HighspentMediumvaluepayments,272.11831657064283,0,0,2,0,0,1,0,1,1
45301,44,Musician,14656.405,4182.004291203503,5,5,15,-100,16,18,7.44,12.0,Standard,1328.53,25.49950611106091,Yes,39.19525656117582,30.602705668396524,HighspentMediumvaluepayments,282.638746103761,0,0,2,0,0,1,0,1,1
45303,44,Musician,14656.405,4182.004291203503,5,5,15,5,12,20,7.44,12.0,Standard,1328.53,30.247689037620304,Yes,39.19525656117582,55.473199629412754,LowspentLargevaluepayments,277.7682521427448,0,0,2,0,0,1,0,1,1
45304,27,Scientist,22603784.0,2769.515,9,10,32,7,31,17,7.37,10.0,Bad,1339.97,31.12410239095437,Yes,187.67740671576644,124.19122900798618,LowspentMediumvaluepayments,245.0828642762474,0,1,2,0,0,1,0,1,1
45305,27,Scientist,32466.18,2769.515,9,10,32,7,31,15,7.37,10.0,Bad,1339.97,28.60023174988249,Yes,187.67740671576644,192.10817646822585,HighspentSmallvaluepayments,157.16591681600775,0,1,2,0,0,1,0,1,1
45307,27,Scientist,32466.18,2769.515,9,10,32,7,31,14,4.37,14.0,Bad,1339.97,33.60186976439807,NM,187.67740671576644,98.11055305084464,LowspentMediumvaluepayments,271.16354023338897,0,1,2,0,0,1,0,1,1
45309,1659,Accountant,97787.46,7582.740566325822,6,5,12,3,13,14,9.17,5.0,Standard,1122.78,35.17495607287576,No,999.7908938464968,285.11221870058614,HighspentMediumvaluepayments,665.2068211270914,1,0,1,0,0,1,0,0,0
45311,52,Accountant,97787.46,7582.740566325822,6,5,12,3,13,11,9.17,5.0,Standard,1122.78,36.41994150209372,No,999.7908938464968,608.2864625681667,LowspentMediumvaluepayments,372.03257725951073,1,0,1,0,0,1,0,0,0
45312,17,Musician,72817.88,6364.156666666668,7,4,18,1,22,16,18.86,8.0,Standard,717.37,34.14573651047764,Yes,46.55610531638221,305.49013440086856,LowspentMediumvaluepayments,564.3694269494159,0,0,0,0,0,0,1,0,0
45313,17,Musician,72817.88,6364.156666666668,7,4,18,1,22,18,18.86,8.0,Standard,717.37,30.057345509319468,Yes,46.55610531638221,389.7963908669021,LowspentMediumvaluepayments,480.06317048338246,0,0,0,0,0,0,1,0,0
45314,17,Musician,72817.88,4182.004291203503,7,4,18,1,22,18,18.86,8.0,Standard,717.37,40.68687173696277,Yes,46.55610531638221,95.151313769954,HighspentMediumvaluepayments,744.7082475803306,0,0,0,0,0,0,1,0,0
45317,19,Accountant,7845.795,4182.004291203503,10,894,27,6,44,25,9.43,12.0,Bad,2517.66,35.199357891995696,Yes,19.994491274498465,78.66037903077151,LowspentSmallvaluepayments,253.22675469473003,0,1,1,0,1,0,0,1,1
45318,19,Accountant,7845.795,618.81625,10,5,27,6,44,24,9.43,12.0,Bad,2517.66,27.460260473867145,Yes,19.994491274498465,48.93962279438157,LowspentSmallvaluepayments,282.9475109311199,0,1,1,0,1,0,0,1,1
45322,23,Writer,7377.215,4182.004291203503,8,10,18,7,51,19,9.86,1339.0,Bad,1418.65,40.88891556454109,Yes,26.565355105035053,0.0,HighspentLargevaluepayments,251.03593308797952,1,0,1,0,1,0,0,2,1
45324,34,Journalist,77885.6,6525.466666666667,10,5,20,6,29,17,12.77,11.0,Bad,1290.19,28.37034608632621,Yes,310.2510026888887,10000.0,LowspentLargevaluepayments,80.46849013769615,1,0,0,1,1,0,0,2,1
45328,16,MediaManager,105910.08,4182.004291203503,6,974,18,3,22,14,4.67,8.0,Standard,1300.88,31.270469919621053,Yes,241.7943760300149,290.1927910177915,LowspentLargevaluepayments,625.6968329521937,1,0,1,0,0,0,0,0,1
45329,16,MediaManager,105910.08,4182.004291203503,6,5,18,3,23,14,13.67,8.0,Standard,1300.88,39.20020499658445,Yes,241.7943760300149,419.8463222080077,!@9#%8,516.0433017619777,1,0,1,0,0,0,0,0,1
45330,16,MediaManager,105910.08,8876.84,6,5,18,3,22,14,9.67,8.0,Standard,1300.88,25.31397269503568,Yes,241.7943760300149,121.4725444865902,HighspentMediumvaluepayments,774.4170794833949,1,0,1,0,0,0,0,0,1
45332,16,MediaManager,66377.52,5770.46,8,3,17,4,15,20,7.36,12.0,Standard,1450.51,27.909769508886537,Yes,199.4598806131441,326.1823322976788,HighspentSmallvaluepayments,311.40378708917706,1,0,1,0,0,1,0,0,1
45333,16,MediaManager,66377.52,5770.46,8,3,17,4,13,21,7.36,12.0,Standard,1450.51,35.931127302764985,Yes,43734.0,126.48952870355411,!@9#%8,501.09659068330177,1,0,1,0,0,1,0,0,1
45338,48,Writer,11713.625,833.1354166666665,3,4,10,1,24,11,4.3,3.0,Good,241.98,36.393153565294426,NM,9.005230043392306,55.51360573946422,LowspentSmallvaluepayments,308.79470588381014,0,0,0,0,0,1,0,0,0
45339,48,Writer,11713.625,833.1354166666665,3,515,10,1,25,12,4.3,3.0,Good,241.98,39.396273732182415,No,9.005230043392306,61.257726556732685,LowspentLargevaluepayments,283.05058506654166,0,0,0,0,0,1,0,0,0
45340,29,Journalist,27706.71,2416.8925,8,6,15,3,9,13,10.49,5.0,Standard,204.35,39.18394575538881,No,49.17183279878304,73.3634830638058,HighspentSmallvaluepayments,379.1539341374112,0,0,1,0,2,0,0,0,0
45341,29,Journalist,27706.71,2416.8925,8,6,15,3,12,11,6.49,5.0,Standard,204.35,31.2013404038182,NM,49.17183279878304,61.94807870559068,HighspentLargevaluepayments,370.5693384956263,0,0,1,0,2,0,0,0,0
45342,29,Journalist,27706.71,2416.8925,8,6,15,3,9,12,10.49,5.0,Standard,204.35,26.42637022430509,No,49.17183279878304,36.06132200378029,HighspentMediumvaluepayments,406.4560951974367,0,0,1,0,2,0,0,0,0
45343,29,Journalist,27706.71,2416.8925,8,6,15,3,11,11,5.49,5.0,Standard,204.35,32.18707693527488,No,49.17183279878304,270.3505275741362,LowspentSmallvaluepayments,212.1668896270808,0,0,1,0,2,0,0,0,0
45349,20,Architect,34361.32,2721.443333333333,3,4,11,3,9,12,13.36,6.0,Standard,654.33,32.515637003130145,Yes,57.04311069837996,166.87974374504137,!@9#%8,318.221478889912,0,0,0,0,0,2,0,0,1
45350,20,Architect,34361.32,2721.443333333333,3,4,11,3,9,13,13.36,6.0,Standard,654.33,27.63019234737677,Yes,57.04311069837996,10000.0,HighspentMediumvaluepayments,427.6951140093372,0,0,0,0,0,2,0,0,1
45351,20,Architect,34361.32,2721.443333333333,3,4,11,3,9,13,13.36,6.0,Standard,654.33,39.47589939263367,Yes,57.04311069837996,174.08300714959032,LowspentSmallvaluepayments,331.0182154853631,0,0,0,0,0,2,0,0,1
45355,45,Accountant,10690.96,973.9133333333332,3,5,15,3,12,9,10.89,6.0,Standard,260.75,27.04387798079661,No,24.454513178548755,56.57317924427894,LowspentLargevaluepayments,286.36364091050564,2,0,0,0,1,0,0,0,0
45358,44,Teacher,19656.51,1672.0424999999998,7,5,5,4,7,19,16.89,11.0,Standard,786.15,37.82173744903292,Yes,48.68909008882017,53.68522033095039,HighspentMediumvaluepayments,314.82993958022945,0,1,0,0,1,0,1,1,0
45360,20,Manager,35650.02,4182.004291203503,7,4,20,2,23,19,19.28,9.0,Standard,770.37,34.832164989929446,Yes,37.8279142253872,10000.0,LowspentMediumvaluepayments,263.8118920114385,1,1,0,0,0,0,0,0,0
45361,20,Manager,35650.02,2696.835,7,4,20,2,21,19,19.28,9.0,Standard,770.37,27.06971738440712,Yes,37.8279142253872,199.95356990577545,LowspentSmallvaluepayments,321.90201586883734,1,1,0,0,0,0,0,0,0
45362,20,Manager,35650.02,2696.835,7,4,20,2,23,19,19.28,9.0,Standard,770.37,28.131348015403933,Yes,37.8279142253872,148.00549173982125,LowspentMediumvaluepayments,363.8500940347915,1,1,0,0,0,0,0,0,0
45363,20,Manager,35650.02,2696.835,540,4,20,2,23,18,13.28,9.0,Standard,770.37,29.94292518172568,Yes,37.8279142253872,154.39614683751145,LowspentMediumvaluepayments,357.4594389371013,1,1,0,0,0,0,0,0,0
45368,35,Developer,21631150.0,3101.0853633916267,2,5,11,0,10,1,5.32,1.0,Good,15.03,25.09978652001916,No,160.84630327504047,48.51532360548911,HighspentMediumvaluepayments,527.6778430611776,0,0,0,0,0,0,0,0,0
45370,35,Developer,36539.18,3101.0853633916267,2,5,11,-100,10,1,1.3200000000000005,5.0,Good,15.03,29.101044488704964,No,160.84630327504047,23.94052053063716,HighspentLargevaluepayments,542.2526461360295,0,0,0,0,0,0,0,0,0
45374,28,Doctor,79649.31,6358.4425,7,3,9,3,17,17,2.54,3.0,Good,821.35,26.77171749724747,No,126.26414311243936,393.7185502507497,!@9#%8,375.8615566368109,0,0,1,0,1,0,1,0,0
45375,28,Doctor,79649.31,6358.4425,7,3,9,3,11,14,2.54,3.0,Good,821.35,28.54892942217501,No,126.26414311243936,251.4885049763892,!@9#%8,538.0916019111717,0,0,1,0,1,0,1,0,0
45377,28,Writer,35413.43,2860.119166666667,6,4,6,-100,5,9,4.48,30.080200142959256,Standard,381.28,33.37612282846324,Yes,67.2528769426232,52.76460954633961,HighspentSmallvaluepayments,425.9944301777039,2,0,0,0,0,0,0,0,1
45380,23,Accountant,32507.76,4182.004291203503,6,3,10,3,12,14,2.81,4.0,Standard,384.04,32.864865666721805,Yes,53.12412933034204,141.53102041015822,!@9#%8,357.24285025949973,1,1,1,0,0,0,0,0,0
45383,23,Accountant,32507.76,2918.98,6,3,10,3,16,14,2.81,7.0,Standard,384.04,29.60525364473477,Yes,53.12412933034204,167.37482039419925,LowspentLargevaluepayments,341.3990502754588,1,1,1,0,0,0,0,0,0
45385,40,Teacher,60682.11,5179.8425,8,5,23,5,41,20,26.12,9.0,Bad,4899.87,24.35236882026328,Yes,195.4514774266537,327.006849450085,LowspentMediumvaluepayments,275.52592312326124,0,1,2,1,0,0,1,0,0
45387,40,Teacher,60682.11,5179.8425,8,5,23,5,41,20,26.12,9.0,Bad,4899.87,28.17462003396145,Yes,195.4514774266537,158.71176044108037,HighspentSmallvaluepayments,423.8210121322659,0,1,2,1,0,0,1,0,0
45390,43,Lawyer,35469.72,2833.81,3,4,10,0,14,13,2.38,5.0,Standard,1266.34,37.61683431804087,No,0.0,98.91160430685476,HighspentMediumvaluepayments,434.4693956931452,0,0,0,0,0,0,0,0,0
45392,24,Engineer,33475.63,4182.004291203503,8,7,16,0,18,19,11.6,6.0,Standard,666.72,33.85260622386442,NM,0.0,144.875384789,LowspentSmallvaluepayments,448.4881985443333,0,0,0,0,0,0,0,0,0
45393,24,Engineer,33475.63,3033.6358333333333,8,7,16,0,17,19,11.6,6.0,Standard,666.72,39.40073019847282,Yes,0.0,73.83313310245165,HighspentSmallvaluepayments,489.5304502308816,0,0,0,0,0,0,0,0,0
45397,49,Mechanic,125788.8,10621.4,5,1,4,1,12,9,7.63,4.0,Good,1454.08,42.07577293943287,No,64.0646711545989,142.46396580130423,HighspentMediumvaluepayments,1105.6113630440966,0,0,0,0,1,0,0,0,0
45398,49,Mechanic,125788.8,10621.4,5,1,4,1,10,9,7.63,4.0,Good,1454.08,40.65620844431067,No,64.0646711545989,949.4006447406337,!@9#%8,328.6746841047674,0,0,0,0,1,0,0,0,0
45399,49,Mechanic,125788.8,10621.4,5,1,4,1,12,9,7.63,4.0,Good,1454.08,30.14520187210259,NM,64.0646711545989,837.8549396045572,LowspentMediumvaluepayments,440.220389240844,0,0,0,0,1,0,0,0,0
45401,42,Accountant,52395.84,4278.32,6,3,6,4,24,19,11.46,6.0,Standard,774.35,24.692165003227657,No,108.54397368884392,177.36647804689846,LowspentLargevaluepayments,411.9215482642576,0,1,0,0,0,0,1,1,1
45402,43,Accountant,52395.84,4278.32,6,3,6,4,20,18,11.46,6.0,Standard,774.35,32.638690480614294,No,108.54397368884392,351.1928084082348,LowspentLargevaluepayments,238.0952179029212,0,1,0,0,0,0,1,1,1
45403,43,Accountant,52395.84,4278.32,6,3,6,4,24,18,11.46,6.0,Standard,774.35,35.07467912536525,No,108.54397368884392,92.1751492045842,HighspentMediumvaluepayments,477.1128771065719,0,1,0,0,0,0,1,1,1
45404,45,Scientist,62877.92,5071.826666666667,9,10,21,3,40,14,11.07,6.0,Standard,2698.89,24.069835415418,Yes,95.20406669801396,10000.0,HighspentMediumvaluepayments,462.2068009264567,0,0,0,0,1,0,0,1,1
45406,45,Scientist,62877.92,5071.826666666667,9,10,21,3,40,14,14.07,6.0,Standard,2698.89,28.289171743882022,Yes,95.20406669801396,299.3092418451771,LowspentSmallvaluepayments,402.6693581234757,0,0,0,0,1,0,0,1,1
45409,23,Teacher,114826.56,9280.88,4,1,4,-100,11,3,11.01,5.0,Good,202.11,42.32899685706529,No,226.86320307976115,303.2398057366052,LowspentLargevaluepayments,667.9849911836336,0,0,0,0,0,0,1,1,1
45413,24,Journalist,32486.64,2497.22,5,5,8,3,14,10,9.0,10.0,Standard,242.96,30.49268376526544,Yes,51.0969721058964,32.74380321511837,HighspentMediumvaluepayments,415.8812246789852,0,0,0,0,0,2,1,0,0
45415,24,Journalist,32486.64,2497.22,5,5,8,3,14,8,7.0,10.0,Standard,242.96,39.84924652146257,Yes,51.0969721058964,24.27789078258093,HighspentLargevaluepayments,414.3471371115226,0,0,0,0,0,2,1,0,0
45416,34,Writer,23336.97,1744.7475000000004,1326,4,20,1,15,20,4.96,6.0,Standard,276.17,27.968033076183715,No,17.019996170330053,46.49093471690061,HighspentSmallvaluepayments,370.9638191127694,0,0,0,1,0,0,0,0,0
45417,34,Writer,23336.97,4182.004291203503,3,4,20,1,12,19,5.96,6.0,Standard,276.17,33.264788422847374,No,17.019996170330053,114.57253744285012,LowspentLargevaluepayments,312.8822163868198,0,0,0,1,0,0,0,0,0
45419,34,Writer,23336.97,1744.7475000000004,3,4,20,1,11,19,8.96,6.0,Standard,276.17,36.770603512063325,No,17.019996170330053,19.351587541898446,!@9#%8,378.1031662877716,0,0,0,1,0,0,0,0,0
45421,17,Scientist,15274.54,1001.2300637627424,7,5,15,5,54,25,7.98,16.0,Bad,1628.88,36.68302533778552,Yes,110.03948470691064,42.098490858512456,LowspentSmallvaluepayments,320.09812733850123,0,0,1,2,0,0,0,2,0
45422,17,Scientist,15274.54,4182.004291203503,7,5,15,5,53,25,7.98,16.0,Bad,1628.88,28.75770351927705,Yes,110.03948470691064,10000.0,LowspentMediumvaluepayments,289.1370886559891,0,0,1,2,0,0,0,2,0
45423,17,Scientist,15274.54,1001.2300637627424,7,5,15,5,53,25,7.98,16.0,Bad,1628.88,38.40028072684224,Yes,110.03948470691064,94.38781552239556,LowspentSmallvaluepayments,267.8088026746181,0,0,1,2,0,0,0,2,0
45424,30,Architect,20278.79,1898.8991666666668,10,7,30,9,16,25,25.55,9.0,Bad,2787.7,29.20804204270852,Yes,118.73325920078884,198.03938954086345,LowspentSmallvaluepayments,163.1172679250144,1,1,0,0,1,1,2,2,0
45425,30,Architect,20278.79,1898.8991666666668,10,7,30,9,19,25,25.55,9.0,Bad,2787.7,34.54896967488411,NM,118.73325920078884,183.8835065983589,!@9#%8,167.2731508675189,1,1,0,0,1,1,2,2,0
45426,30,Architect,20278.79,1898.8991666666668,10,7,30,9,19,25,25.55,9.0,Bad,2787.7,32.28056512848963,Yes,118.73325920078884,43.93852361888003,HighspentMediumvaluepayments,277.21813384699783,1,1,0,0,1,1,2,2,0
45428,41,Mechanic,116014.8,9907.9,2,4,565,3,7,4,6.3100000000000005,6.0,Good,1271.05,39.719835960822,No,267.5292465940699,255.7278875526058,HighspentLargevaluepayments,707.5328658533243,0,1,0,1,0,1,0,0,0
45430,41,Mechanic,116014.8,9907.9,2,4,2,3,7,5,1.31,6.0,Good,1271.05,23.60269490266681,No,267.5292465940699,618.1530176613626,HighspentSmallvaluepayments,365.1077357445673,0,1,0,1,0,1,0,0,0
45431,41,Mechanic,116014.8,9907.9,2,4,2,3,7,1,3.31,6.0,Good,1271.05,37.92282210008872,No,267.5292465940699,321.0681399884812,LowspentLargevaluepayments,672.1926134174489,0,1,0,1,0,1,0,0,0
45433,33,MediaManager,113637.69,9620.8075,3,5,4,2,0,5,7.27,0.0,Good,23.94,37.29035905969366,No,139.97007583212422,458.3749876951,LowspentLargevaluepayments,633.7356864727757,0,0,0,1,1,0,0,0,0
45434,33,MediaManager,113637.69,9620.8075,3,5,4,2,0,8,12.27,1.0,Good,23.94,38.68348542181005,No,139.97007583212422,10000.0,HighspentMediumvaluepayments,813.0012766725129,0,0,0,1,1,0,0,0,0
45437,40,Writer,132895.5,11181.625,1,2,1,2,3,3,6.64,1.0,Good,1327.87,34.25638683052694,No,132.0324482411133,199.60264948191863,HighspentLargevaluepayments,1026.527402276968,1,0,0,0,0,0,1,0,0
45439,40,Writer,132895.5,11181.625,1,2,1,2,4,3,6.64,1.0,Good,1327.87,26.716945841244947,No,132.0324482411133,629.3025972189348,HighspentSmallvaluepayments,616.8274545399521,1,0,0,0,0,0,1,0,0
45441,26,Mechanic,7744.305,670.35875,10,8,24,6,29,23,27.19,13.0,Bad,4952.14,34.14474306013977,Yes,25.56238264501495,10.592286243780164,HighspentLargevaluepayments,270.8812061112049,1,0,0,0,0,0,0,2,1
45442,26,Mechanic,7744.305,670.35875,10,8,24,6,27,23,27.19,13.0,Bad,4952.14,34.955959032842784,Yes,25.56238264501495,23.99955434708692,LowspentMediumvaluepayments,297.47393800789814,1,0,0,0,0,0,0,2,1
45444,2314,Musician,9106.91,892.9091666666667,7,7,19,8,29,21,28.98,14.0,Bad,3030.75,38.868024590230064,Yes,46.58308962959864,62.37270678960461,LowspentMediumvaluepayments,260.3351202474634,1,1,1,1,0,0,2,1,0
45448,41,Entrepreneur,56213.84,4955.486666666667,6,7,26,5,58,19,12.77,14.0,Bad,3626.94,37.04524291793229,Yes,120.15943330681644,370.90990795325297,LowspentSmallvaluepayments,294.47932540659724,1,2,0,1,1,0,0,0,0
45449,4453,Entrepreneur,56213.84,4955.486666666667,6,7,26,5,62,19,8.77,14.0,Bad,3626.94,38.03279437657476,Yes,120.15943330681644,130.9083919640807,HighspentMediumvaluepayments,494.4808413957695,1,2,0,1,1,0,0,0,0
45453,32,Musician,35843.92,3005.9933333333333,10,10,34,6,22,22,15.39,12.0,Bad,3901.4,37.843321281222494,Yes,156.66673286465522,42.05594050430965,HighspentLargevaluepayments,341.8766599643685,1,1,0,0,1,1,0,0,2
45455,33,Musician,35843.92,3005.9933333333333,10,10,34,6,22,19,15.39,13.0,Bad,3901.4,30.315987957163568,NM,156.66673286465522,102.62650215524002,LowspentSmallvaluepayments,331.3060983134381,1,1,0,0,1,1,0,0,2
45456,52,MediaManager,9743.51,829.9591666666665,4,7,8,2,28,19,11.82,0.0,Standard,142.19,24.80155097652048,No,16.041676774523573,41.76568470256301,LowspentMediumvaluepayments,305.18855518958014,0,0,0,0,1,0,0,1,0
45459,52,MediaManager,9743.51,829.9591666666665,4,7,8,2,30,19,11.82,4.0,Standard,142.19,28.60587902707233,No,16.041676774523573,107.41853014970852,LowspentSmallvaluepayments,249.5357097424346,0,0,0,0,1,0,0,1,0
45460,40,Developer,20934.49,1619.5408333333337,6,7,7,7,28,17,12.95,10.0,Standard,637.11,28.357820254918657,Yes,85.94405596889996,41.96301668828737,!@9#%8,294.04701067614604,0,0,0,0,1,2,1,1,1
45461,3056,Developer,20934.49,1619.5408333333337,6,7,7,7,28,16,14.95,10.0,Standard,637.11,28.181167554270694,Yes,85.94405596889996,113.12150341149206,LowspentSmallvaluepayments,252.8885239529413,0,0,0,0,1,2,1,1,1
45462,40,Developer,20934.49,1619.5408333333337,6,7,7,7,28,16,14.95,10.0,Standard,637.11,26.61728116884851,Yes,85.94405596889996,79.74174115256494,LowspentLargevaluepayments,266.26828621186854,0,0,0,0,1,2,1,1,1
45464,23,Lawyer,36446.72,4182.004291203503,8,4,16,1399,25,20,14.8,1.0,Standard,1367.36,31.59231272107717,Yes,243.52210610056216,171.60843134623843,LowspentSmallvaluepayments,384.4456011297296,0,0,2,0,0,1,0,0,0
45466,23,Lawyer,36446.72,3002.9731947568034,8,4,16,3,25,16,19.8,5.0,Standard,1367.36,38.36348369764541,Yes,243.52210610056216,49.88361194512221,HighspentMediumvaluepayments,466.1704205308457,0,0,2,0,0,1,0,0,0
45467,23,Lawyer,36446.72,3002.9731947568034,8,4,16,3,25,16,19.8,5.0,Standard,1367.36,36.429394316860034,Yes,243.52210610056216,176.28160446985248,HighspentSmallvaluepayments,349.77242800611555,0,0,2,0,0,1,0,0,0
45468,46,Developer,44611.39,3823.615833333333,2,3,7,1,18,1,9.27,0.0,Good,841.62,30.019037002098543,NM,28.96209321306136,161.1518246436314,HighspentMediumvaluepayments,442.24766547664063,0,0,0,0,0,0,0,0,1
