,Age,Annual_Income,Monthly_Inh_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outsting_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,AutoLoan,Credit-BuilderLoan,DebtConsolidationLoan,HomeEquityLoan,MortgageLoan,NotSpecified,PaydayLoan,PersonalLoan,StudentLoan,Occupation_Accountant,Occupation_Architect,Occupation_Developer,Occupation_Doctor,Occupation_Engineer,Occupation_Entrepreneur,Occupation_Journalist,Occupation_Lawyer,Occupation_Manager,Occupation_Mechanic,Occupation_MediaManager,Occupation_Musician,Occupation_Scientist,Occupation_Teacher,Occupation_Writer,userID
914,4885.0,116594.91,9836.2425,5.0,793.0,10.0,2.0,10.0,4.0,8.47,0.0,1124.02,31.41182383918775,1,171.07702427754958,367.27290013749945,2,695.274325584951,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,429246
915,23.0,116594.91,9836.2425,5.0,6.0,10.0,2.0,13.0,2.0,8.47,3.0,1124.02,40.53622732587682,1,171.07702427754958,238.3649447686739,1,814.1822809537765,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,329120
917,49.0,24894.05,2371.5041666666666,8.0,3.0,8.0,0.0,21.0,10.0,2.3,5.0,86.43,32.90792751590582,1,0.0,187.3445541782152,6,339.8058624884514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,722924
918,49.0,24894.05,2371.5041666666666,8.0,3.0,8.0,0.0,21.0,10.0,2.3,5.0,86.43,28.535832207430893,1,0.0,197.3817858329461,5,319.76863083372064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,405301
920,39.0,39399.9,4182.004291203503,6.0,6.0,17.0,2.0,27.0,18.0,23.62,15.0,2206.86,28.77224912779686,2,43.17129879936478,31.288338789961344,1,514.272862410674,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,315644
924,25.0,142113.96,11903.83,6.0,4.0,17.0,3.0,18.0,13.0,18.1,9.0,1037.68,26.91170671639995,2,224.1221385952656,1024.465519377482,4,211.7953420272524,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,640117
925,25.0,142113.96,11903.83,6.0,4.0,17.0,3.0,21.0,12.0,20.1,9.0,1037.68,33.38306886203208,2,224.1221385952656,10000.0,6,161.39731374301164,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884354
927,25.0,142113.96,11903.83,6.0,4.0,810.0,3.0,22.0,12.0,18.1,9.0,1037.68,31.552218263123105,2,52516.0,1058.3977947345602,0,177.86306667017425,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,792366
929,48.0,65299.38,5305.615,4.0,5.0,8.0,2.0,10.0,0.0,5.68,2.0,1177.38,32.60639076598201,1,77.00931295128329,363.0662965492812,3,350.48589049943564,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,842928
930,48.0,65299.38,5305.615,4.0,5.0,8.0,2.0,10.0,2.0,5.68,2.0,1177.38,32.35687114812952,1,77.00931295128329,329.72369828037927,3,383.8284887683375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,605032
931,48.0,65299.38,5305.615,4.0,5.0,8.0,2.0,13.0,0.0,5.68,2.0,1177.38,34.583749210253345,1,77.00931295128329,349.22862556209213,3,364.3235614866246,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,317366
932,52.0,33200.52,2755.71,6.0,4.0,20.0,2.0,25.0,16.0,9.59,7.0,1290.73,26.34025076065753,1,28.064296618865253,41.69703937328257,2,455.8096640078521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,221265
934,53.0,33200.52,2755.71,6.0,4.0,20.0,2.0,25.0,18.0,9.59,7.0,1290.73,28.346043383610365,0,28.064296618865253,35.82153515743498,2,461.68516822369975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,128768
937,41.0,82289.36,6951.446666666668,8.0,8.0,22.0,5.0,31.0,16.0,12.75,12.0,4736.25,33.72423273141805,0,240.7514411019908,252.8535481847913,5,481.53967737988455,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,139646
939,41.0,82289.36,6951.446666666668,8.0,8.0,22.0,5.0,29.0,16.0,18.75,12.0,4736.25,31.469810439554628,2,240.7514411019908,412.1060400801961,0,322.28718548447983,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446160
940,39.0,7792.475,573.3729166666667,6.0,7.0,16.0,7.0,11.0,18.0,19.6,10.0,2041.74,39.448838059147846,2,42.09972159510485,46.39288081345001,6,258.8446892581118,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325262
941,39.0,7792.475,573.3729166666667,6.0,7.0,16.0,-100.0,16.0,17.0,16.6,10.0,2041.74,30.51446439487641,2,42.09972159510485,47.9969520156076,6,257.24061805595414,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277417
943,40.0,7792.475,573.3729166666667,420.0,7.0,16.0,7.0,13.0,18.0,16.6,10.0,2041.74,38.598900346965046,0,42.09972159510485,13.913402743328533,3,261.3241673282333,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,257826
945,37.0,65778.22,5561.5183333333325,5.0,3.0,11.0,4.0,25.0,15.0,11.6,6.0,705.44,31.48389341338952,1,172.53053327914932,116.45816041516198,3,527.163139639022,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407360
946,37.0,65778.22,5561.5183333333325,5.0,3.0,11.0,4.0,28.0,17.0,11.6,6.0,705.44,26.302079728339063,1,67989.0,272.93478167933733,5,390.68651837484674,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579515
950,44.0,12016.0,729.3333333333335,6.0,3.0,14.0,3.0,27.0,10.0,20.23,4.0,583.27,36.28807908386313,2,20.74354373539268,46.410695960055726,4,275.77909363788496,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,769520
951,45.0,12016.0,729.3333333333335,6.0,3.0,14.0,3.0,27.0,10.0,15.23,4.0,583.27,28.023412140273308,2,20.74354373539268,90.25050424373607,6,251.93928535420457,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,808816
952,50.0,19180.87,1688.405833333333,8.0,4.0,18.0,4.0,5.0,17.0,9.32,6.0,1127.57,32.706498560863245,1,57.36421100960239,55.60293594270671,2,305.87343638102425,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,628854
954,51.0,19180.87,1688.405833333333,8.0,4.0,18.0,4.0,5.0,17.0,9.32,6.0,1127.57,25.7388121789998,1,57.36421100960239,15.629489005185194,1,335.8468833185458,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427874
957,31.0,60552.76,4950.0633333333335,3.0,7.0,12.0,3.0,26.0,12.0,9.72,4.0,463.07,25.913418432217355,1,111.72882006933048,10000.0,0,511.1780051824925,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,110215
958,31.0,60552.76,4950.0633333333335,3.0,7.0,12.0,3.0,30.0,11.0,9.72,4.0,463.07,26.189192676010247,1,111.72882006933048,101.8980755316024,0,521.3794377324003,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,592588
959,31.0,60552.76,4950.0633333333335,3.0,7.0,12.0,3.0,30.0,11.0,12.72,4.0,463.07,36.38679998313905,1,111.72882006933048,59.05449611223813,1,564.2230171517648,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,856347
960,41.0,44386.47,3703.8725,10.0,6.0,26.0,9.0,34.0,24.0,-0.0499999999999998,12.0,1275.46,35.492490982498104,2,298.8485302847755,70.20380897114597,2,251.33491074407848,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327000
962,41.0,44386.47,3703.8725,10.0,517.0,26.0,9.0,34.0,25.0,6.95,16.0,1275.46,29.026272739025973,2,298.8485302847755,98.24657763238068,2,223.29214208284367,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858436
963,41.0,44386.47,3703.8725,803.0,6.0,26.0,9.0,29.0,25.0,6.95,16.0,1275.46,36.430442515150986,2,298.8485302847755,90.25547404062524,2,231.28324567459927,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,878358
964,40.0,9141.63,797.8024999999999,9.0,6.0,33.0,5.0,59.0,17.0,0.8,13.0,2506.45,29.59447637492316,0,27.80112878294196,40.85980985674882,3,271.11931136030915,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,195267
965,40.0,9141.63,797.8024999999999,9.0,6.0,33.0,5.0,59.0,17.0,0.8,13.0,2506.45,23.786886100830262,0,27.80112878294196,49.34185316004099,5,282.63726805701697,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,213477
966,40.0,9141.63,797.8024999999999,9.0,6.0,33.0,5.0,62.0,17.0,-6.2,13.0,2506.45,28.85268317151427,2,27.80112878294196,53.62779875073876,5,278.3513224663193,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,574304
967,41.0,9141.63,4182.004291203503,9.0,6.0,33.0,5.0,59.0,17.0,0.8,13.0,2506.45,29.363615563012523,2,27.80112878294196,91.65712768694912,0,250.3219935301089,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692542
969,36.0,11245.11,1173.0925000000002,3.0,6.0,11.0,0.0,12.0,13.0,8.01,1.0,169.86,39.25867126731292,2,0.0,128.73827278704186,6,278.57097721295816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,910232
970,36.0,11245.11,1173.0925000000002,3.0,6.0,11.0,0.0,13.0,13.0,8.01,1.0,169.86,29.608940777068693,2,0.0,72.92760702321935,5,324.3816429767806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,359736
972,40.0,98197.74,8005.145,5.0,1084.0,6.0,3.0,26.0,8.0,9.09,7.0,627.5,40.95895237987455,1,138.54197689108764,187.5615130587576,1,714.4110100501549,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790781
973,40.0,98197.74,4182.004291203503,5.0,6.0,6.0,3.0,30.0,8.0,9.09,7.0,627.5,33.78460686207164,1,138.54197689108764,138.14341999108956,1,763.8291031178229,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,328573
974,40.0,98197.74,4182.004291203503,5.0,6.0,6.0,3.0,35.0,8.0,9.09,30.080200142959256,627.5,32.30699541819304,1,138.54197689108764,458.06546756877714,5,483.9070555401353,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,586536
975,40.0,98197.74,8005.145,5.0,6.0,6.0,3.0,30.0,11.0,9.09,7.0,627.5,41.64245891995751,1,138.54197689108764,306.0461802987984,2,605.9263428101142,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249197
976,21.0,30197.28,2594.44,5.0,7.0,14.0,4.0,20.0,13.0,17.0,5.0,811.08,34.68616252900472,2,57.08103770858573,214.3460612453973,6,278.0169010460169,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166980
977,21.0,30197.28,2594.44,5.0,7.0,14.0,4.0,20.0,13.0,17.0,5.0,811.08,30.58702143965268,2,57.08103770858573,323.37100291360383,6,168.9919593778105,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269018
980,19.0,31633.54,2930.1283333333336,1.0,5.0,8.0,3.0,5.0,7.0,9.7,4.0,846.45,38.556514520528346,1,50.76844004205578,257.46084846652656,5,264.783544824751,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726073
981,19.0,31633.54,2930.1283333333336,1.0,5.0,8.0,3.0,3.0,7.0,9.7,4.0,846.45,31.717173684581763,1,50.76844004205578,355.83291266772613,6,176.41148062355148,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483324
982,19.0,31633.54,2930.1283333333336,1.0,5.0,8.0,3.0,13.0,4.0,9.7,4.0,846.45,28.3808579163577,1,50.76844004205578,60.201776493238725,3,442.04261679803886,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442127
984,32.0,118172.63999999998,9449.41638635422,0.0,2.0,3.0,4.0,8.0,8.0,5.71,1.0,701.27,22.304388802761803,1,850.1719106949628,10000.0,4,49.41412237208522,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505436
985,32.0,118172.63999999998,4182.004291203503,0.0,2.0,3.0,4.0,10.0,9.0,5.71,1.0,701.27,36.17090990160968,1,850.1719106949628,318.71693413342695,2,557.6867688173896,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929178
986,32.0,118172.63999999998,9449.41638635422,0.0,2.0,3.0,4.0,10.0,8.0,5.71,1.0,701.27,39.88397108267018,1,850.1719106949628,151.05438433393297,2,725.3493186168837,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601920
987,32.0,118172.63999999998,9449.41638635422,0.0,2.0,3.0,4.0,10.0,8.0,5.71,1.0,701.27,33.88739287761075,1,850.1719106949628,238.71801316395008,2,637.6856897868665,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481643
988,35.0,19623.18,1806.265,9.0,8.0,26.0,2.0,17.0,14.0,8.26,16.0,1369.54,39.53061069090614,0,19.758727796221923,204.37378826776632,6,246.4939839360118,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347454
989,35.0,19623.18,1806.265,9.0,8.0,26.0,2.0,17.0,12.0,11.26,16.0,1369.54,30.81299180649136,0,19.758727796221923,32.64745455366011,2,378.220317650118,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,634658
990,35.0,19623.18,1806.265,9.0,8.0,26.0,2.0,17.0,14.0,11.26,16.0,1369.54,25.16581733202109,2,19.758727796221923,104.83844094551227,4,326.0293312582658,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,444557
992,32.0,63197.26,5042.4383333333335,6.0,3.0,13.0,3.0,15.0,15.0,13.43,12.0,1435.94,31.903265039587342,0,148.4745434381061,10000.0,2,511.8927430724856,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,919258
998,36.0,10007.815,701.7571771320996,4.0,4.0,8.0,7.0,11.0,8.0,17.16,7.0,2195.63,26.28080565280355,2,112.17837929661631,23.60895449230557,2,246.23853074564525,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,932606
1007,22.0,31069.32,2361.11,2.0,3.0,12.0,2.0,14.0,2.0,7.78,7.0,343.6,23.253117194239568,1,34.16860445031557,264.917069181644,6,227.0253263680404,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,299033
1013,25.0,7612.725,928.39375,8.0,5.0,16.0,6.0,60.0,27.0,6.06,13.0,1514.74,40.560610641336176,2,27.522822612958308,44.31656705235623,3,280.9999853346855,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,156531
1014,25.0,7612.725,928.39375,8.0,5.0,16.0,6.0,60.0,23.0,11.06,13.0,1514.74,34.11070137757104,2,27.522822612958308,10000.0,0,316.3372865275417,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,109683
1015,25.0,7612.725,4182.004291203503,8.0,5.0,16.0,6.0,60.0,25.0,6.06,13.0,1514.74,27.820107924036183,2,27.522822612958308,74.35630836395332,6,280.9602440230884,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545263
1016,47.0,16953.985,1684.8320833333337,4.0,5.0,4.0,2.0,1.0,3.0,10.64,5.0,554.48,24.090247302751628,1,18.286009186522893,52.94035749362829,3,357.2568416531822,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823828
1017,47.0,16953.985,1684.8320833333337,4.0,5.0,4.0,2.0,1.0,2.0,10.64,5.0,554.48,38.10429589215219,1,18.286009186522893,58.46803207190739,3,351.7291670749031,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,464219
1021,22.0,125508.36,10559.03,2.0,3.0,5031.0,4.0,7.0,8.0,3.57,3.0,505.14,35.00896548795734,1,305.30283503273625,414.9585468157895,4,605.6416181514742,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316450
1022,22.0,125508.36,10559.03,2.0,3.0,5.0,4.0,7.0,8.0,3.57,3.0,505.14,32.115910537009995,1,305.30283503273625,549.7332760120732,3,460.8668889551905,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685615
1027,16.0,7495.305,496.6863639616548,6.0,5.0,28.0,4.0,23.0,14.0,17.12,13.0,2354.21,35.24309889775433,2,53.07990232734746,47.01525966405254,6,280.18809904694524,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,957161
1030,15.0,35133.49,2883.790833333333,4.0,4.0,8.0,-100.0,16.0,12.0,7.29,8.0,586.6,27.652157362568225,2,45.8929106371186,59.79521498042767,2,432.69095771578696,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,762279
1031,15.0,35133.49,2883.790833333333,4.0,4.0,8.0,3.0,16.0,15.0,7.29,8.0,586.6,39.56108058116855,0,45.8929106371186,75.92216277324175,2,416.56400992297296,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,296491
1032,49.0,16866.5,4182.004291203503,4.0,4.0,19.0,1.0,27.0,15.0,1.31,6.0,1385.89,32.211178550056474,1,8.540130456032621,61.08613083143989,6,381.92790537919416,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,441870
1038,34.0,18969.19,1849.765833333333,1.0,7.0,8.0,0.0,13.0,9.0,3.36,4.0,54.82,26.71632411657734,1,0.0,10000.0,6,378.06264298332144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,649162
1041,56.0,36154.19,3247.849166666667,5.0,3.0,3.0,2.0,9.0,8.0,11.39,2.0,651.85,35.33444647354486,1,30.645027242347588,82.1262986833918,1,452.0135907409273,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662472
1042,56.0,36154.19,3247.849166666667,5.0,3.0,3.0,2.0,9.0,8.0,10.39,6.0,651.85,33.12769062974803,1,30.645027242347588,342.4586241176501,6,241.68126530666905,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681209
1043,56.0,36154.19,3247.849166666667,5.0,3.0,3.0,-100.0,9.0,11.0,10.39,6.0,651.85,40.171553055271495,1,30.645027242347588,256.70124843332053,5,317.4386409909987,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441742
1045,32.0,51113.85000000001,4182.004291203503,7.0,9.0,30.0,9.0,33.0,28.0,20.82,9.0,3164.78,34.257523375639515,2,214.843877429086,168.2063885711755,0,302.59848399973856,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403993
