,antena_id,antena_provider,antena_zip_code,antena_range,antena_capacity,country
1727,1672186,ORANGE,MRS,71,88628,MT
1728,995581,LYBRA,ZBG,107,158716,MT
1729,4818897,T-MOBILE,GXQ,107,134868,MT
1730,2038294,LYBRA,PTA,50,7989,MT
1731,5625402,Vodafone,QRM,167,167288,MT
1732,4056660,LYBRA,MSD,45,178187,MT
1733,3107421,T-MOBILE,MST,43,131736,MT
1734,1709103,VERIZON,SPB,143,130112,MT
1735,3604803,SALT,MST,156,53380,MT
1736,4711130,SALT,VCT,184,121192,MT
1737,1220921,LYBRA,ZRQ,156,142577,MT
1738,6813182,Sunrise,TXN,127,112924,MT
1739,4448878,ORANGE,FNT,108,65827,MT
1740,5045740,AT&T,XBX,199,168152,MT
1741,4222517,VERIZON,LJA,158,130013,MT
1742,1780617,Vodafone,MRS,80,71064,MT
1743,4783078,LYBRA,MLH,168,171635,MT
1744,6420092,LYBRA,QRD,108,53811,MT
1745,1647384,AT&T,BML,113,74353,MT
1746,5092594,T-MOBILE,SLM,184,180050,MT
1747,6270221,AT&T,NXR,77,18768,MT
1748,5413789,Sunrise,KKR,138,11313,MT
1749,3936193,LYBRA,MSD,125,152726,MT
1750,1544892,T-MOBILE,XBX,192,43436,MT
1751,1269391,SALT,SLC,187,72107,MT
1752,5898549,Sunrise,SVR,118,15594,MT
1753,6647302,SWISSCOM,TXN,146,12689,MT
1754,3121990,AT&T,BML,63,69404,MT
1755,2253308,VERIZON,KKR,183,165658,MT
1756,5769463,VERIZON,GXQ,113,87815,MT
1757,2301327,Sunrise,ATD,119,70307,MT
1758,4555206,ORANGE,XRA,191,62528,MT
1759,2047939,SALT,MSK,163,68283,MT
1760,5551662,Vodafone,QLA,90,110084,MT
1761,1720857,Sunrise,MFN,177,106303,MT
1762,1752062,SALT,MXR,108,166862,MT
1763,4640174,SALT,GHR,89,193168,MT
1764,2822828,SALT,GHR,116,137523,MT
1765,6236871,T-MOBILE,SLC,119,197151,MT
1766,1010524,Sunrise,GSM,96,190666,MT
1767,1775974,Sunrise,TXN,82,140445,MT
1768,5212204,SALT,73477,182,8497,MX
1769,1968082,ORANGE,91123,95,120077,MX
1770,3513827,ORANGE,78819,67,103812,MX
1771,5746379,AT&T,29506,77,49949,MX
1772,1983284,ORANGE,33834,61,150032,MX
1773,6156248,SWISSCOM,66499,95,34093,MX
1774,5354700,SALT,68545,63,116286,MX
1775,2637241,VERIZON,97069,104,136519,MX
1776,5948101,T-MOBILE,54714,114,70846,MX
1777,2719253,Sunrise,77385,115,36345,MX
1778,4821038,Vodafone,23365,46,133593,MX
1779,3259554,SALT,70926,128,23020,MX
1780,2158603,Vodafone,86272,170,11105,MX
1781,6470090,AT&T,70286,109,50914,MX
1782,1761987,ORANGE,39967,115,152571,MX
1783,5204625,T-MOBILE,68467,193,130519,MX
1784,3475847,T-MOBILE,67863,179,124930,MX
1785,3138286,LYBRA,36593,158,198340,MX
1786,848029,ORANGE,58334,175,98769,MX
1787,2485385,AT&T,72590,93,107638,MX
1788,3988015,T-MOBILE,96817,134,127212,MX
1789,2055631,AT&T,70336,86,167533,MX
1790,1495654,SALT,99113,126,135553,MX
1791,5596689,AT&T,76099,109,95777,MX
1792,2720394,ORANGE,53696,106,179693,MX
1793,1313706,Sunrise,86897,41,68835,MX
1794,1037096,SALT,97784,161,15899,MX
1795,2320920,AT&T,74730,125,47708,MX
1796,4209987,LYBRA,35910,134,157855,MX
1797,5886306,T-MOBILE,68846,95,167673,MX
1798,5387116,AT&T,60823,108,113888,MX
1799,5711181,ORANGE,38766,155,84178,MX
1800,2343385,LYBRA,43630,80,104319,MX
1801,3041558,SWISSCOM,73476,184,138798,MX
1802,5547315,Vodafone,62905,134,119382,MX
1803,5247634,SWISSCOM,84415,56,73931,MX
1804,5420624,SWISSCOM,95235,122,4771,MX
1805,6047065,AT&T,87889,98,26141,MX
1806,1760023,LYBRA,87163,192,130356,MX
1807,1873579,ORANGE,97977,106,140426,MX
1808,953879,ORANGE,85525,177,97201,MX
1809,704470,Vodafone,13093,192,40737,MX
1810,6823293,AT&T,56641,194,59011,MX
1811,1549409,VERIZON,83338,73,109563,MX
1812,5516350,SWISSCOM,83323,155,111441,MX
1813,3126986,VERIZON,83634,127,110920,MX
1814,1901098,LYBRA,43247,155,36946,MX
1815,2733021,Vodafone,87849,184,120740,MX
1816,5420015,LYBRA,96620,67,158950,MX
1817,1014103,AT&T,87793,176,123774,MX
1818,6874842,SWISSCOM,35696,185,100490,MX
1819,5208699,SWISSCOM,89715,142,34182,MX
1820,6844403,AT&T,62692,148,70600,MY
1821,1081423,AT&T,62628,113,186265,MY
1822,2941554,ORANGE,62652,162,112510,MY
1823,3197332,LYBRA,20548,89,93133,MY
1824,3686188,VERIZON,79681,83,116095,MY
1825,6908153,VERIZON,93506,66,23493,MY
1826,2593770,AT&T,88806,154,95788,MY
1827,756341,ORANGE,81550,97,148065,MY
1828,5366930,Sunrise,89007,140,13347,MY
1829,3104581,ORANGE,89909,114,61393,MY
1830,6544984,SWISSCOM,75612,64,119167,MY
1831,5917416,VERIZON,90739,64,61207,MY
1832,982585,ORANGE,88534,172,106333,MY
1833,1948066,T-MOBILE,72107,180,170864,MY
1834,6635739,ORANGE,75546,193,6805,MY
1835,5698838,SALT,72207,70,190045,MY
1836,5678607,SWISSCOM,62519,156,131720,MY
1837,5425898,T-MOBILE,94707,89,73262,MY
1838,3552983,Vodafone,75626,185,47423,MY
1839,5042832,LYBRA,88858,136,20900,MY
1840,5871177,AT&T,88646,48,180179,MY
1841,4120136,LYBRA,88805,41,36389,MY
1842,4103765,T-MOBILE,75626,148,150992,MY
1843,3526867,T-MOBILE,62652,150,67804,MY
1844,5778915,LYBRA,75582,195,141126,MY
1845,5248556,Sunrise,80990,196,27520,MY
1846,4746479,LYBRA,81550,139,160558,MY
1847,6646677,T-MOBILE,93702,98,169474,MY
1848,6746807,Sunrise,89907,135,93207,MY
1849,6010655,T-MOBILE,50661,154,47026,MY
1850,4391177,LYBRA,88906,40,18452,MY
1851,4481914,Sunrise,71559,70,185287,MY
1852,4058136,LYBRA,89857,151,41321,MY
1853,1448349,AT&T,97007,47,22004,MY
1854,2729140,SALT,72109,153,9733,MY
1855,5363533,LYBRA,80664,138,99223,MY
1856,1132620,LYBRA,50796,129,198650,MY
1857,4007757,LYBRA,80672,125,32939,MY
1858,4683845,SALT,62519,176,36328,MY
1859,1777958,T-MOBILE,88676,175,147324,MY
1860,6910000,SALT,89957,97,178096,MY
1861,2525964,Sunrise,89908,69,30535,MY
1862,3045069,VERIZON,88568,196,23778,MY
1863,6858993,Vodafone,62542,171,127531,MY
1864,6205980,VERIZON,91035,46,124425,MY
1865,6074622,Vodafone,88568,42,115579,MY
1866,2351610,AT&T,88622,78,127901,MY
1867,3901004,Vodafone,88999,105,119238,MY
1868,1390767,Vodafone,88862,186,156568,MY
1869,2797667,T-MOBILE,88526,96,56041,MY
1870,3075575,SWISSCOM,91109,76,190794,MY
1871,5228063,SALT,88658,176,109204,MY
1872,2170806,VERIZON,1546,145,14327,NL
1873,5605479,T-MOBILE,1477,191,50069,NL
1874,2566170,VERIZON,9603,158,16569,NL
1875,4109874,ORANGE,1336,160,61034,NL
1876,6017776,SWISSCOM,7581,78,167230,NL
1877,1821314,T-MOBILE,2983,55,12028,NL
1878,4524646,LYBRA,5975,148,169299,NL
1879,6323218,LYBRA,7496,73,132777,NL
1880,1777309,AT&T,9333,63,26830,NL
1881,1863780,AT&T,5808,60,195870,NL
1882,4004418,Sunrise,2984,194,103275,NL
1883,2130575,Sunrise,1383,140,47436,NL
1884,5762772,LYBRA,9997,137,118489,NL
1885,5760710,T-MOBILE,8276,45,111461,NL
1886,6672371,VERIZON,9698,86,18305,NL
1887,4529959,ORANGE,9456,169,143472,NL
1888,5995617,AT&T,5629,134,7073,NL
1889,3896694,Sunrise,5976,133,43545,NL
1890,4404643,ORANGE,9075,175,140486,NL
1891,4483161,SWISSCOM,7788,181,74806,NL
1892,1224424,SALT,9989,67,156238,NL
1893,3853974,SALT,9996,78,171056,NL
1894,6494838,AT&T,8015,133,85305,NL
1895,5297552,ORANGE,7596,143,118922,NL
1896,4075725,LYBRA,7495,153,96944,NL
1897,4945751,Vodafone,9695,69,4659,NL
1898,6690504,Vodafone,7364,93,17129,NL
1899,5134994,T-MOBILE,7395,47,99143,NL
1900,2470098,SALT,4708,48,21175,NL
1901,4758460,LYBRA,7734,147,163192,NL
1902,5162048,LYBRA,1546,173,85101,NL
1903,5390499,SWISSCOM,9866,90,122939,NL
1904,900960,Sunrise,9728,49,111837,NL
1905,6061583,SALT,2989,90,26678,NL
1906,2453804,LYBRA,2992,80,114719,NL
1907,6104360,VERIZON,7786,158,174748,NL
1908,6863979,Sunrise,5944,82,174990,NL
1909,1937238,Sunrise,9978,153,13290,NL
1910,5533818,ORANGE,9626,198,140074,NL
1911,5572669,AT&T,9976,111,8283,NL
1912,1958515,Vodafone,9975,72,180653,NL
1913,6504984,VERIZON,2994,59,156300,NL
1914,4123219,Vodafone,7596,165,140763,NL
1915,3407610,Sunrise,5685,199,122974,NL
1916,4217239,T-MOBILE,7705,186,41318,NL
1917,1640195,SALT,9489,60,124471,NL
1918,4722105,VERIZON,9989,75,125155,NL
1919,3580946,T-MOBILE,7889,122,56125,NL
1920,6910830,T-MOBILE,7491,80,67008,NL
1921,2573161,AT&T,9902,60,114915,NL
1922,2805889,SWISSCOM,9716,163,15212,NL
1923,3449219,Sunrise,5298,165,169875,NL
1924,2288457,LYBRA,0182,81,154276,NO
1925,4972152,Vodafone,0674,176,189061,NO
1926,4105248,T-MOBILE,0619,49,26740,NO
1927,4085942,Sunrise,0502,64,151579,NO
1928,3416512,SWISSCOM,0864,149,196778,NO
1929,6688302,Sunrise,0876,120,107803,NO
1930,6339901,LYBRA,0677,110,195292,NO
1931,2365634,AT&T,0687,161,79523,NO
1932,5672078,SWISSCOM,0507,162,49919,NO
1933,1926751,Vodafone,0767,179,5040,NO
1934,943532,T-MOBILE,0179,82,112941,NO
1935,2516358,AT&T,0586,88,56836,NO
1936,6146319,ORANGE,0276,44,32357,NO
1937,4457794,SWISSCOM,0583,160,182673,NO
1938,1963550,AT&T,0104,165,179087,NO
1939,2715701,T-MOBILE,0558,199,4873,NO
1940,4987262,LYBRA,0374,141,125963,NO
1941,5699437,ORANGE,5486,178,102560,NO
1942,2315989,LYBRA,0701,99,44825,NO
1943,6447272,Sunrise,0689,126,102562,NO
1944,4929860,VERIZON,0424,190,92406,NO
1945,6517011,T-MOBILE,0560,102,31131,NO
1946,1605860,AT&T,0355,42,40917,NO
1947,3146596,Sunrise,0280,151,183465,NO
1948,6685840,VERIZON,7486,66,181521,NO
1949,3756433,SWISSCOM,0152,78,146479,NO
1950,4977017,AT&T,0158,166,172418,NO
1951,1873156,Sunrise,0988,65,56952,NO
1952,2632482,SWISSCOM,0563,103,123158,NO
1953,5782227,LYBRA,0442,91,141336,NO
1954,1953120,SALT,0138,60,192623,NO
1955,3127887,Sunrise,0553,106,26014,NO
1956,1013120,SALT,7498,44,156162,NO
1957,3468302,SWISSCOM,0378,146,170821,NO
1958,3341207,SALT,0856,187,186911,NO
1959,3602264,ORANGE,0179,156,193108,NO
1960,4225112,SWISSCOM,0254,159,191400,NO
1961,6018452,AT&T,0621,165,138224,NO
1962,2326648,LYBRA,0470,149,73206,NO
1963,5701816,AT&T,0902,185,184324,NO
1964,1762802,LYBRA,1591,52,74540,NO
1965,3759209,LYBRA,0460,192,29308,NO
1966,5518162,ORANGE,0915,101,113520,NO
1967,3954522,LYBRA,4993,99,168176,NO
1968,3735001,LYBRA,0702,98,29943,NO
1969,1320621,ORANGE,0118,122,60396,NO
1970,3053265,SWISSCOM,3408,152,18691,NO
1971,5865826,Sunrise,1517,66,149236,NO
1972,2258833,LYBRA,5978,75,136680,NO
1973,3377398,LYBRA,0208,175,150654,NO
1974,4841593,SWISSCOM,9509,187,116544,NO
1975,1998333,T-MOBILE,5906,164,58445,NO
1976,6365325,AT&T,7308,50,138962,PH
1977,5031655,SWISSCOM,0926,195,185974,PH
1978,5049213,SWISSCOM,9318,185,42942,PH
1979,3221796,SWISSCOM,6329,66,161547,PH
1980,5572921,SWISSCOM,1099,142,126518,PH
1981,878325,Vodafone,8119,68,31635,PH
1982,2318087,SWISSCOM,0926,70,100297,PH
1983,4261626,T-MOBILE,0922,56,4531,PH
1984,1712176,AT&T,0802,195,147350,PH
1985,6761474,ORANGE,1280,165,85741,PH
1986,6331823,VERIZON,1280,129,174536,PH
1987,4660752,Vodafone,5716,123,198779,PH
1988,3943381,ORANGE,0912,158,196768,PH
1989,813570,LYBRA,0927,90,72214,PH
1990,3834102,LYBRA,8119,170,4058,PH
1991,3264528,T-MOBILE,0918,136,7285,PH
1992,4733059,LYBRA,6117,180,193531,PH
1993,3370818,Sunrise,9319,158,43797,PH
1994,5623853,VERIZON,0927,174,70245,PH
1995,6233479,SALT,1282,196,20845,PH
1996,3633041,Vodafone,0990,115,132885,PH
1997,5060392,Vodafone,0926,132,124674,PH
1998,2880646,VERIZON,0928,182,144425,PH
1999,3912192,SALT,0927,82,30159,PH
2000,1033654,SALT,5716,83,9366,PH
2001,1980894,LYBRA,1280,186,81624,PH
2002,5509157,LYBRA,0802,124,27214,PH
2003,2467894,LYBRA,0400,194,145387,PH
2004,2317001,T-MOBILE,0923,171,31265,PH
2005,5612806,LYBRA,4429,164,137739,PH
2006,6264197,ORANGE,0802,182,112752,PH
2007,1720835,LYBRA,9319,109,90429,PH
2008,2799506,ORANGE,9209,163,96634,PH
2009,4857500,Sunrise,0400,141,13177,PH
2010,2647105,SALT,0924,163,130923,PH
2011,2985820,ORANGE,0918,105,94185,PH
2012,1802945,LYBRA,0922,118,61841,PH
2013,3455136,AT&T,1282,142,16149,PH
2014,1356141,LYBRA,0400,53,55322,PH
2015,6409812,AT&T,1280,102,149437,PH
2016,6869906,Sunrise,0918,151,37992,PH
2017,2262556,SALT,0912,142,28038,PH
2018,828067,SALT,8119,119,34190,PH
2019,3403387,T-MOBILE,0916,44,87101,PH
2020,5031904,T-MOBILE,4429,126,75713,PH
2021,6249418,ORANGE,0802,189,64830,PH
2022,6693381,ORANGE,0400,153,177909,PH
2023,1719788,LYBRA,7308,151,55502,PH
2024,2662399,SWISSCOM,0925,57,7836,PH
2025,6477122,ORANGE,1282,70,148786,PH
2026,5083368,ORANGE,0926,169,102532,PH
2027,4584433,LYBRA,6329,80,136767,PH
2028,5438288,ORANGE,84-105,109,188449,PL
2029,6099689,SWISSCOM,59-308,156,5612,PL
2030,4102983,AT&T,52-115,88,187035,PL
2031,6152468,AT&T,04-864,115,110718,PL
2032,2357969,LYBRA,00-677,127,51908,PL
2033,2397055,VERIZON,01-359,73,4173,PL
2034,2194565,VERIZON,75-304,68,73545,PL
2035,2506333,AT&T,85-183,117,53230,PL
2036,4489841,LYBRA,80-726,93,160645,PL
2037,6139649,AT&T,01-938,164,126148,PL
2038,5661806,ORANGE,75-309,166,139867,PL
2039,6117261,Sunrise,40-711,110,117281,PL
2040,3160287,SWISSCOM,50-428,119,92000,PL
2041,5450288,SALT,20-378,110,67931,PL
2042,752113,VERIZON,60-621,101,119070,PL
2043,1077382,LYBRA,31-235,178,35143,PL
2044,4679918,VERIZON,71-046,131,167746,PL
2045,1418807,AT&T,91-165,114,195206,PL
2046,4772192,SWISSCOM,40-123,145,81091,PL
2047,3088341,LYBRA,20-251,184,161364,PL
2048,5665559,SWISSCOM,25-134,77,33924,PL
2049,3194804,LYBRA,30-305,64,46279,PL
2050,6135956,VERIZON,30-507,104,168329,PL
2051,2358330,VERIZON,00-433,60,62440,PL
2052,1868572,AT&T,60-339,171,106787,PL
2053,5108101,Vodafone,31-054,163,134178,PL
2054,6833838,VERIZON,20-214,186,42694,PL
2055,2590670,SWISSCOM,63-401,162,110433,PL
2056,4311931,Vodafone,31-630,106,151409,PL
2057,1189596,VERIZON,31-863,64,197732,PL
2058,6507751,AT&T,06-230,130,58127,PL
2059,6473670,T-MOBILE,81-587,104,180265,PL
2060,4219498,SWISSCOM,02-388,173,136687,PL
2061,6713924,Vodafone,30-656,124,6263,PL
2062,5192822,VERIZON,60-211,137,43656,PL
2063,2225581,SWISSCOM,50-128,197,46429,PL
2064,2092735,SALT,20-085,162,75664,PL
2065,6074456,SWISSCOM,50-051,60,185090,PL
2066,1520010,LYBRA,50-114,81,24130,PL
2067,4086955,VERIZON,04-765,86,49146,PL
2068,5747894,Vodafone,71-477,127,115160,PL
2069,1458869,SWISSCOM,04-519,115,11144,PL
2070,992018,LYBRA,40-851,129,199241,PL
2071,4802250,Sunrise,61-411,137,53942,PL
2072,1079694,SALT,53-401,96,72669,PL
2073,1398811,SWISSCOM,03-190,121,195187,PL
2074,6277851,Vodafone,04-417,41,52183,PL
2075,5560019,Vodafone,64-840,151,26484,PL
2076,3701484,Vodafone,10-137,182,163841,PL
2077,3392213,LYBRA,92-315,126,79837,PL
2078,3516497,Vodafone,20-590,40,16720,PL
2079,2359806,ORANGE,38-430,91,159209,PL
2080,3266856,ORANGE,00928,105,51339,PR
2081,6291645,T-MOBILE,00784,111,8738,PR
2082,4938306,LYBRA,00913,75,93646,PR
2083,5236499,Vodafone,00757,143,109276,PR
2084,5593532,LYBRA,00622,52,67364,PR
2085,2613149,ORANGE,00916,54,150193,PR
2086,5583575,VERIZON,00959,69,134646,PR
2087,1965000,LYBRA,00934,94,43434,PR
2088,825246,SWISSCOM,00751,136,78285,PR
2089,6389694,SALT,00988,135,32043,PR
2090,6305215,T-MOBILE,00604,64,193423,PR
2091,3888767,LYBRA,00956,88,162185,PR
2092,879130,Sunrise,00757,180,171424,PR
2093,1014452,LYBRA,00751,128,4568,PR
2094,4234644,LYBRA,00917,58,159031,PR
2095,2828109,LYBRA,00975,67,122378,PR
2096,4439167,LYBRA,00767,184,118291,PR
2097,6385530,VERIZON,00961,45,177391,PR
2098,1953445,LYBRA,00737,122,148421,PR
2099,1657609,SALT,00976,189,168169,PR
2100,2761743,ORANGE,00605,188,29527,PR
2101,6537026,VERIZON,00647,148,105858,PR
2102,4548361,LYBRA,00674,72,173188,PR
2103,4047992,LYBRA,00653,90,83405,PR
2104,5220567,LYBRA,00985,71,84100,PR
2105,1110398,SALT,00664,122,25203,PR
2106,2612057,T-MOBILE,00775,142,195714,PR
2107,2538159,LYBRA,00951,67,102521,PR
2108,4513759,LYBRA,00987,181,102789,PR
2109,4050015,VERIZON,00728,157,120688,PR
2110,2482014,LYBRA,00705,185,79487,PR
2111,1098404,VERIZON,00606,151,172823,PR
2112,6501917,Vodafone,00912,146,35065,PR
2113,3967899,VERIZON,00915,184,85771,PR
2114,4750028,SALT,00919,197,12235,PR
2115,3034980,Vodafone,00937,124,8154,PR
2116,1943681,ORANGE,00985,88,123536,PR
2117,5782182,ORANGE,00745,148,115383,PR
2118,1590754,Vodafone,00922,55,87024,PR
2119,2662384,SWISSCOM,00757,135,30298,PR
2120,3218831,T-MOBILE,00771,199,177791,PR
2121,3441704,ORANGE,00917,193,93605,PR
2122,6517688,LYBRA,00953,124,105850,PR
2123,5986033,LYBRA,00979,44,88852,PR
2124,3319819,VERIZON,00638,123,121392,PR
2125,3206968,Vodafone,00636,147,188132,PR
2126,4778316,Sunrise,00678,90,105794,PR
2127,4803533,Sunrise,00692,161,150549,PR
2128,1138117,AT&T,00617,83,105962,PR
2129,6127289,Vodafone,00694,133,84676,PR
2130,6718683,LYBRA,00627,69,192637,PR
2131,6857811,VERIZON,00795,87,139139,PR
2132,1180400,T-MOBILE,2825-278,142,47685,PT
2133,4540851,Sunrise,4590-412,48,34061,PT
2134,4303796,VERIZON,2910-174,159,48074,PT
2135,6085311,T-MOBILE,4960-214,138,30060,PT
2136,3370372,AT&T,3045-113,47,148758,PT
2137,5039540,VERIZON,3105-305,73,64833,PT
2138,3841808,LYBRA,1749-073,58,109925,PT
2139,2784620,Sunrise,7400-135,159,83873,PT
2140,6037727,Sunrise,3840-192,122,10619,PT
2141,5043034,Sunrise,4585-822,168,171915,PT
2142,1574934,SALT,1200-782,196,83325,PT
2143,6521920,T-MOBILE,2950-782,85,23206,PT
2144,5998600,SALT,4760-542,115,165002,PT
2145,4694312,LYBRA,6320-533,98,55965,PT
2146,6794793,AT&T,1900-360,61,150823,PT
2147,3696898,AT&T,2695-043,149,160041,PT
2148,4870486,T-MOBILE,2745-874,58,54770,PT
2149,4683574,LYBRA,3720-164,105,136533,PT
2150,2449136,LYBRA,2870-245,81,120118,PT
2151,4693574,SWISSCOM,2100-627,145,66370,PT
2152,5663875,Vodafone,2739-512,93,74238,PT
2153,1576865,VERIZON,4050-050,172,97822,PT
2154,2272579,VERIZON,2640-530,197,27144,PT
2155,3231757,LYBRA,4515-415,194,169595,PT
2156,2382955,VERIZON,3080-563,52,10955,PT
2157,5907694,T-MOBILE,1685-500,178,79068,PT
2158,1558953,LYBRA,4835-417,152,172296,PT
2159,6425201,T-MOBILE,4435-594,197,13902,PT
2160,1628430,VERIZON,8200-591,98,153882,PT
2161,1595477,T-MOBILE,2925-432,190,35527,PT
2162,3725736,AT&T,4730-070,190,41593,PT
2163,4387891,SWISSCOM,3000-129,139,50053,PT
2164,6497796,Vodafone,9325-025,167,157743,PT
2165,790851,SALT,2830-439,159,35810,PT
2166,4113292,AT&T,4870-051,91,189146,PT
2167,2207246,AT&T,9600-331,138,82982,PT
2168,4662449,VERIZON,3720-015,192,7121,PT
2169,1132525,T-MOBILE,3780-213,57,196293,PT
2170,5751343,Sunrise,4400-189,49,41368,PT
2171,5149799,LYBRA,4805-180,131,147262,PT
2172,2497268,LYBRA,3660-310,82,44067,PT
2173,5908857,Vodafone,2626-507,190,80045,PT
2174,1047648,Sunrise,2890-095,57,79119,PT
2175,2957839,Vodafone,2845-474,91,199999,PT
2176,5410265,ORANGE,4620-136,159,21948,PT
2177,3754717,Vodafone,2125-230,40,41150,PT
2178,878044,AT&T,3080-213,181,68283,PT
2179,5194481,ORANGE,2260-039,119,24613,PT
2180,1610797,SWISSCOM,2120-022,179,92613,PT
2181,4881759,LYBRA,4590-027,125,183407,PT
2182,5917750,Vodafone,9240-028,87,187535,PT
2183,6790047,SWISSCOM,6000-314,122,73709,PT
2184,1025454,T-MOBILE,309285,103,40447,RU
2185,3943220,Vodafone,429704,102,159163,RU
2186,4253837,SALT,624696,140,44967,RU
2187,2966448,AT&T,188525,143,104949,RU
2188,2854764,Vodafone,612473,126,79133,RU
2189,4470371,LYBRA,607413,198,195577,RU
2190,5201457,ORANGE,624981,156,24798,RU
2191,3628326,T-MOBILE,452853,107,88754,RU
2192,6229050,SALT,399753,44,135194,RU
2193,4228169,LYBRA,630520,165,180159,RU
2194,3203030,Sunrise,607863,159,142424,RU
2195,5589009,ORANGE,187030,112,30885,RU
2196,5198117,LYBRA,442025,188,85369,RU
2197,5072375,SWISSCOM,141934,197,5320,RU
2198,6370966,SALT,161577,74,112479,RU
2199,3396687,LYBRA,692381,179,48294,RU
2200,6894256,LYBRA,169045,164,151190,RU
2201,2495895,Vodafone,306243,51,102430,RU
2202,3397921,LYBRA,215645,58,166831,RU
2203,695683,SWISSCOM,681085,164,117183,RU
2204,5112685,VERIZON,446560,80,144956,RU
2205,5233196,T-MOBILE,366003,146,81131,RU
2206,4763056,SALT,607806,45,78194,RU
2207,3473585,Sunrise,142261,138,121560,RU
2208,4276709,LYBRA,102582,49,19897,RU
2209,1584042,VERIZON,180565,82,29248,RU
2210,4741252,SALT,184670,122,57803,RU
2211,2202901,Sunrise,140472,103,90483,RU
2212,5297883,Vodafone,413768,104,53648,RU
2213,723825,Vodafone,368742,89,148077,RU
2214,1899110,VERIZON,613577,97,29968,RU
2215,2511298,T-MOBILE,452321,130,74070,RU
2216,2003047,VERIZON,346677,199,120947,RU
2217,4810071,ORANGE,242300,79,87055,RU
2218,2063173,SWISSCOM,403124,175,73148,RU
2219,5823278,VERIZON,456931,47,92957,RU
2220,4359163,AT&T,641000,74,83316,RU
2221,2592200,Sunrise,347629,192,131661,RU
2222,1101970,ORANGE,414025,75,92372,RU
2223,2386116,T-MOBILE,164536,146,145773,RU
2224,4468468,Vodafone,662246,102,10580,RU
2225,2122458,VERIZON,393635,56,155345,RU
2226,5113310,Sunrise,623751,44,183213,RU
2227,3763462,SALT,422014,152,89804,RU
2228,6230319,VERIZON,368811,116,126893,RU
2229,6901361,SWISSCOM,423800,47,42762,RU
2230,4881514,Vodafone,658011,74,89682,RU
2231,3077626,SWISSCOM,403163,185,68958,RU
2232,3832431,Vodafone,623319,114,74078,RU
2233,4801681,ORANGE,399515,158,61481,RU
2234,3888861,Sunrise,187121,190,44924,RU
2235,3719054,SWISSCOM,412938,59,112629,RU
2236,1948657,Vodafone,508 54,82,191372,SE
2237,2695519,T-MOBILE,117 33,59,28052,SE
2238,4040413,Vodafone,151 24,182,74692,SE
2239,5734326,AT&T,246 22,63,179917,SE
2240,5000611,SWISSCOM,732 32,56,110388,SE
2241,4180072,LYBRA,131 28,194,191554,SE
2242,6253838,T-MOBILE,432 91,173,113557,SE
2243,1314968,LYBRA,615 21,144,124117,SE
2244,6267545,LYBRA,261 00,180,69591,SE
2245,3747079,Vodafone,445 56,162,171486,SE
2246,6907361,LYBRA,195 85,123,11259,SE
2247,739052,SWISSCOM,842 33,59,56288,SE
2248,1309043,Vodafone,425 02,109,13720,SE
2249,4031628,AT&T,570 90,49,172750,SE
2250,6930003,LYBRA,388 41,176,85655,SE
2251,2818435,AT&T,757 59,136,65295,SE
2252,3436381,SWISSCOM,818 34,75,82234,SE
2253,1258340,ORANGE,645 02,131,13197,SE
2254,4080513,SWISSCOM,650 08,183,43374,SE
2255,6723831,VERIZON,452 20,40,120148,SE
2256,1501532,SALT,341 22,157,177757,SE
2257,733869,Vodafone,432 54,44,42600,SE
2258,4326459,Vodafone,107 25,128,23079,SE
2259,5533006,T-MOBILE,514 53,94,97584,SE
2260,4005967,SALT,177 62,174,133918,SE
2261,2841242,VERIZON,611 62,98,120942,SE
2262,4718345,LYBRA,374 81,47,8124,SE
2263,3707846,Vodafone,111 31,188,112425,SE
2264,4399649,Vodafone,115 56,57,6325,SE
2265,5364395,SALT,430 84,170,46385,SE
2266,5713935,T-MOBILE,653 46,176,192626,SE
2267,5421718,SWISSCOM,261 34,40,120625,SE
2268,1634205,VERIZON,737 33,174,75869,SE
2269,5269535,T-MOBILE,118 88,61,24641,SE
2270,5475444,T-MOBILE,294 20,114,161205,SE
2271,6924305,SALT,164 48,197,15017,SE
2272,5598526,LYBRA,471 00,147,37846,SE
2273,5223119,Vodafone,641 27,122,89951,SE
2274,2045805,Vodafone,683 30,135,51702,SE
2275,2302107,LYBRA,443 73,115,105528,SE
2276,1055241,Vodafone,961 39,90,61378,SE
2277,4442716,SWISSCOM,722 41,67,45025,SE
2278,2527237,Sunrise,264 21,127,68221,SE
2279,748661,Vodafone,148 70,118,71875,SE
2280,6925388,Vodafone,235 25,104,139169,SE
2281,6778912,T-MOBILE,533 92,140,88995,SE
2282,2078489,AT&T,524 41,95,67966,SE
2283,1845948,T-MOBILE,751 37,151,122925,SE
2284,4370529,VERIZON,135 21,191,103517,SE
2285,4049947,SWISSCOM,531 03,125,183918,SE
2286,700175,T-MOBILE,266 20,47,199326,SE
2287,5342412,Vodafone,651 13,183,20434,SE
2288,1642842,LYBRA,329832,120,125954,SG
2289,4628663,LYBRA,229697,180,131168,SG
2290,1193106,VERIZON,574067,124,67904,SG
2291,4970529,T-MOBILE,059509,155,91510,SG
2292,2393235,T-MOBILE,787172,109,104276,SG
2293,1338559,VERIZON,530309,186,132219,SG
2294,1285712,AT&T,217911,50,85966,SG
